GlobalPolygonAreaHa,GlobalCurrentNatureAreaHa,GlobalNatureTargetFraction,GlobalFinalNatureTargetHa,GlobalRestorationRequirementHa,GlobalRestorationToleranceHa,GlobalMaximumRestorationHa,GlobalMaximumFinalNatureHa,GlobalMaximumFinalNaturePercent
44180.7716616211,5985.650000000005,0.3,13254.231498486328,7268.581498486323,16,7284.581498486323,13270.231498486328,30.036214849578776
