network_name,potential_component,PotentialCertificateAreaHa,ComponentMaxAreaHa,candidate_cells,existing_patches,RequiredAreaHa,CanAnchor,PassesPotentialArea,FeasiblePotentialComponent
Global,34,56.590000000000046,56.590000000000046,23,6,5000,TRUE,FALSE,FALSE
Global,35,2.1800000000000015,2.1800000000000015,1,1,5000,TRUE,FALSE,FALSE
Global,36,36.39000000000002,36.39000000000002,12,16,5000,TRUE,FALSE,FALSE
Global,37,1.3200000000000012,1.3200000000000012,1,0,5000,FALSE,FALSE,FALSE
Global,38,4.000000000000003,4.000000000000003,2,1,5000,TRUE,FALSE,FALSE
Global,39,6.020000000000005,6.020000000000005,3,0,5000,FALSE,FALSE,FALSE
Global,40,1.020000000000001,1.020000000000001,1,0,5000,FALSE,FALSE,FALSE
Global,41,2.830000000000001,2.830000000000001,1,1,5000,TRUE,FALSE,FALSE
Global,42,3.9000000000000017,3.9000000000000017,1,2,5000,TRUE,FALSE,FALSE
Global,43,4.520000000000004,4.520000000000004,3,2,5000,TRUE,FALSE,FALSE
Global,44,445.52000000000027,445.52000000000027,124,97,5000,TRUE,FALSE,FALSE
Global,45,4.650000000000004,4.650000000000004,3,0,5000,FALSE,FALSE,FALSE
Global,46,7.070000000000001,7.070000000000001,1,2,5000,TRUE,FALSE,FALSE
Global,47,1.010000000000001,1.010000000000001,1,0,5000,FALSE,FALSE,FALSE
Global,48,23.450000000000017,23.450000000000017,10,5,5000,TRUE,FALSE,FALSE
Global,49,1.3400000000000012,1.3400000000000012,1,0,5000,FALSE,FALSE,FALSE
Global,50,220.37000000000012,220.37000000000012,61,51,5000,TRUE,FALSE,FALSE
Global,51,23.33000000000001,23.33000000000001,7,17,5000,TRUE,FALSE,FALSE
Global,52,1.8600000000000017,1.8600000000000017,1,2,5000,TRUE,FALSE,FALSE
Global,53,115.49000000000008,115.49000000000008,46,15,5000,TRUE,FALSE,FALSE
Global,54,292.2300000000002,292.2300000000002,90,25,5000,TRUE,FALSE,FALSE
Global,55,8.300000000000008,8.300000000000008,4,0,5000,FALSE,FALSE,FALSE
Global,56,8657.950000000004,8657.950000000004,2201,852,5000,TRUE,TRUE,TRUE
Global,57,137.8200000000001,137.8200000000001,48,18,5000,TRUE,FALSE,FALSE
Global,58,6.060000000000001,6.060000000000001,1,1,5000,TRUE,FALSE,FALSE
Global,59,12.77000000000001,12.77000000000001,5,1,5000,TRUE,FALSE,FALSE
Global,60,2.070000000000002,2.070000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,61,1.5100000000000011,1.5100000000000011,1,0,5000,FALSE,FALSE,FALSE
Global,62,1.9800000000000015,1.9800000000000015,1,0,5000,FALSE,FALSE,FALSE
Global,63,9.590000000000003,9.590000000000003,2,2,5000,TRUE,FALSE,FALSE
Global,64,5.400000000000005,5.400000000000005,4,0,5000,FALSE,FALSE,FALSE
Global,65,2.500000000000002,2.500000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,66,2.070000000000001,2.070000000000001,1,2,5000,TRUE,FALSE,FALSE
Global,67,10.110000000000001,10.110000000000001,1,1,5000,TRUE,FALSE,FALSE
Global,68,11.260000000000007,11.260000000000007,5,2,5000,TRUE,FALSE,FALSE
Global,69,5.660000000000005,5.660000000000005,2,3,5000,TRUE,FALSE,FALSE
Global,70,2.190000000000002,2.190000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,71,1.6900000000000013,1.6900000000000013,1,3,5000,TRUE,FALSE,FALSE
Global,72,2.2700000000000022,2.2700000000000022,1,0,5000,FALSE,FALSE,FALSE
Global,73,1.9800000000000015,1.9800000000000015,1,0,5000,FALSE,FALSE,FALSE
Global,74,3.6800000000000015,3.6800000000000015,1,2,5000,TRUE,FALSE,FALSE
Subarea1,56,6079.852473608402,8657.950000000004,2201,852,1000,TRUE,TRUE,TRUE
Subarea1,65,2.500000000000002,2.500000000000002,1,0,1000,FALSE,FALSE,FALSE
Subarea1,70,2.190000000000002,2.190000000000002,1,0,1000,FALSE,FALSE,FALSE
Subarea1,71,1.6900000000000013,1.6900000000000013,1,3,1000,TRUE,FALSE,FALSE
Subarea1,72,2.2700000000000022,2.2700000000000022,1,0,1000,FALSE,FALSE,FALSE
Subarea1,73,1.9800000000000015,1.9800000000000015,1,0,1000,FALSE,FALSE,FALSE
Subarea1,74,2.6837970214843763,3.6800000000000015,1,2,1000,TRUE,FALSE,FALSE
Subarea2,28,1.4273031005859376,3938.7200000000025,1161,559,1000,TRUE,FALSE,FALSE
Subarea2,41,2.704229663085939,2.830000000000001,1,1,1000,TRUE,FALSE,FALSE
Subarea2,42,3.899999902343752,3.9000000000000017,1,2,1000,TRUE,FALSE,FALSE
Subarea2,43,4.520000000000004,4.520000000000004,3,2,1000,TRUE,FALSE,FALSE
Subarea2,44,135.09737907714853,445.52000000000027,124,97,1000,TRUE,FALSE,FALSE
Subarea2,45,4.650000000000004,4.650000000000004,3,0,1000,FALSE,FALSE,FALSE
Subarea2,46,7.069999951171876,7.070000000000001,1,2,1000,TRUE,FALSE,FALSE
Subarea2,47,1.010000000000001,1.010000000000001,1,0,1000,FALSE,FALSE,FALSE
Subarea2,48,23.450000000000017,23.450000000000017,10,5,1000,TRUE,FALSE,FALSE
Subarea2,49,1.3400000000000012,1.3400000000000012,1,0,1000,FALSE,FALSE,FALSE
Subarea2,50,204.484590185547,220.37000000000012,61,51,1000,TRUE,FALSE,FALSE
Subarea2,51,19.86959375000001,23.33000000000001,7,17,1000,TRUE,FALSE,FALSE
Subarea2,52,1.8600000000000017,1.8600000000000017,1,2,1000,TRUE,FALSE,FALSE
Subarea2,53,113.29080195312508,115.49000000000008,46,15,1000,TRUE,FALSE,FALSE
Subarea2,54,241.6968290283205,292.2300000000002,90,25,1000,TRUE,FALSE,FALSE
Subarea2,55,8.300000000000008,8.300000000000008,4,0,1000,FALSE,FALSE,FALSE
Subarea2,56,2223.252520629884,8657.950000000004,2201,852,1000,TRUE,TRUE,TRUE
Subarea2,57,135.5436746826173,137.8200000000001,48,18,1000,TRUE,FALSE,FALSE
Subarea2,58,1.6177991210937512,6.060000000000001,1,1,1000,TRUE,FALSE,FALSE
Subarea2,59,12.770000048828134,12.77000000000001,5,1,1000,TRUE,FALSE,FALSE
Subarea2,60,2.070000000000002,2.070000000000002,1,0,1000,FALSE,FALSE,FALSE
Subarea2,61,1.5100000000000011,1.5100000000000011,1,0,1000,FALSE,FALSE,FALSE
Subarea2,62,1.9800000000000015,1.9800000000000015,1,0,1000,FALSE,FALSE,FALSE
Subarea2,63,9.409800634765627,9.590000000000003,2,2,1000,TRUE,FALSE,FALSE
Subarea2,64,5.400000000000005,5.400000000000005,4,0,1000,FALSE,FALSE,FALSE
Subarea2,66,2.070000097656251,2.070000000000001,1,2,1000,TRUE,FALSE,FALSE
Subarea2,67,10.109999853515626,10.110000000000001,1,1,1000,TRUE,FALSE,FALSE
Subarea2,68,11.260000097656258,11.260000000000007,5,2,1000,TRUE,FALSE,FALSE
Subarea2,69,5.575681323242192,5.660000000000005,2,3,1000,TRUE,FALSE,FALSE
Subarea3,10,2.690000000000002,2.690000000000002,2,0,1000,FALSE,FALSE,FALSE
Subarea3,16,3876.7420578125025,3983.3200000000024,1076,301,1000,TRUE,TRUE,TRUE
Subarea3,17,24.159999902343753,24.160000000000004,1,1,1000,TRUE,FALSE,FALSE
Subarea3,19,2.6500000000000012,2.6500000000000012,1,1,1000,TRUE,FALSE,FALSE
Subarea3,20,1.7100000000000015,1.7100000000000015,1,0,1000,FALSE,FALSE,FALSE
Subarea3,21,1.2800000000000011,1.2800000000000011,1,0,1000,FALSE,FALSE,FALSE
Subarea3,22,1.3300000000000012,1.3300000000000012,1,0,1000,FALSE,FALSE,FALSE
Subarea3,23,2.2700000000000014,2.2700000000000014,1,1,1000,TRUE,FALSE,FALSE
Subarea3,24,3.650000000000003,3.650000000000003,3,0,1000,FALSE,FALSE,FALSE
Subarea3,25,32.78000000000003,32.78000000000003,13,0,1000,FALSE,FALSE,FALSE
Subarea3,26,3.6359803466796885,5.130000000000001,1,1,1000,TRUE,FALSE,FALSE
Subarea3,27,1.8100000000000016,1.8100000000000016,1,0,1000,FALSE,FALSE,FALSE
Subarea3,28,3795.182698657229,3938.7200000000025,1161,559,1000,TRUE,TRUE,TRUE
Subarea3,29,2.1202008789062514,5.980000000000001,1,3,1000,TRUE,FALSE,FALSE
Subarea3,30,5.133596484375004,5.940000000000004,2,1,1000,TRUE,FALSE,FALSE
Subarea3,31,4.660000000000004,4.660000000000004,3,0,1000,FALSE,FALSE,FALSE
Subarea3,32,24.780000000000022,24.780000000000022,10,0,1000,FALSE,FALSE,FALSE
Subarea3,33,29.530000000000026,29.530000000000026,12,0,1000,FALSE,FALSE,FALSE
Subarea3,34,56.55940014648442,56.590000000000046,23,6,1000,TRUE,FALSE,FALSE
Subarea3,35,2.1769999023437516,2.1800000000000015,1,1,1000,TRUE,FALSE,FALSE
Subarea3,36,34.69338737792971,36.39000000000002,12,16,1000,TRUE,FALSE,FALSE
Subarea3,37,1.3200000000000012,1.3200000000000012,1,0,1000,FALSE,FALSE,FALSE
Subarea3,38,4.000000097656253,4.000000000000003,2,1,1000,TRUE,FALSE,FALSE
Subarea3,39,6.020000000000005,6.020000000000005,3,0,1000,FALSE,FALSE,FALSE
Subarea3,40,1.020000000000001,1.020000000000001,1,0,1000,FALSE,FALSE,FALSE
Subarea3,44,284.1085099121095,445.52000000000027,124,97,1000,TRUE,FALSE,FALSE
Subarea4,1,3743.8389947265655,3782.260000000003,1043,159,1000,TRUE,TRUE,TRUE
Subarea4,2,2.180000000000002,2.180000000000002,1,0,1000,FALSE,FALSE,FALSE
Subarea4,3,3882.582626293948,3891.7700000000027,1039,95,1000,TRUE,TRUE,TRUE
Subarea4,4,1.169202001953126,1.590000000000001,1,5,1000,TRUE,FALSE,FALSE
Subarea4,5,1.5500000000000014,1.5500000000000014,1,0,1000,FALSE,FALSE,FALSE
Subarea4,6,70.47359912109381,73.01000000000006,24,3,1000,TRUE,FALSE,FALSE
Subarea4,7,1.170000000000001,1.170000000000001,1,0,1000,FALSE,FALSE,FALSE
Subarea4,8,5.336796923828126,5.850000000000001,1,2,1000,TRUE,FALSE,FALSE
Subarea4,9,1.9200000000000017,1.9200000000000017,1,0,1000,FALSE,FALSE,FALSE
Subarea4,11,1.030000000000001,1.030000000000001,1,0,1000,FALSE,FALSE,FALSE
Subarea4,12,30.889999804687513,30.89000000000001,6,7,1000,TRUE,FALSE,FALSE
Subarea4,13,3.0400000000000027,3.0400000000000027,2,0,1000,FALSE,FALSE,FALSE
Subarea4,14,130.10560405273444,131.51000000000008,30,7,1000,TRUE,FALSE,FALSE
Subarea4,15,7.740000000000006,7.740000000000006,3,0,1000,FALSE,FALSE,FALSE
Subarea4,18,39.429999902343766,39.430000000000014,7,1,1000,TRUE,FALSE,FALSE
