WarmStartRestorationHa,GlobalPolygonAreaHa,GlobalCurrentNatureAreaHa,GlobalNatureTargetFraction,GlobalFinalNatureTargetHa,GlobalRestorationRequirementHa,GlobalRestorationToleranceHa,GlobalMaximumRestorationHa,GlobalMaximumFinalNatureHa,GlobalMaximumFinalNaturePercent,WarmStartFinalNatureHa,WarmStartFinalNaturePercent,ExcessAboveThirtyPercentHa,PassesGlobalThirtyPercentMinimum,PassesGlobalThirtyPercentMaximum,PassesGlobalThirtyPercentBudget
7283.170000000006,44180.7716616211,5985.650000000005,0.3,13254.231498486328,7268.581498486323,16,7284.581498486323,13270.231498486328,30.036214849578776,13268.82000000001,30.033020024243612,14.588501513682786,TRUE,TRUE,TRUE
