coarse_cell_id	landuse	restored_ha
42006	ForestDryPoor	2.84000000
42007	ForestDryPoor	2.71000000
42008	ForestDryPoor	2.37000000
42009	ForestDryPoor	1.98000000
42010	ForestDryPoor	2.08000000
42011	ForestDryPoor	1.08000000
42021	ForestDryPoor	1.57000000
42022	ForestDryPoor	2.73000000
42029	ForestDryPoor	2.99000000
42033	ForestDryPoor	3.79000000
42034	ForestDryPoor	2.49000000
42035	ForestDryPoor	2.29000000
42037	ForestDryPoor	3.73000000
42038	ForestDryPoor	2.60000000
42040	ForestDryPoor	3.06000000
42041	ForestDryPoor	2.18000000
42043	ForestDryPoor	2.43000000
42050	ForestDryPoor	3.41000000
42051	ForestDryPoor	2.42000000
42288	ForestDryPoor	1.70000000
42289	ForestDryPoor	2.03000000
42290	ForestDryPoor	2.28000000
42291	ForestDryPoor	1.75000000
42295	ForestDryPoor	2.49000000
42296	ForestDryPoor	2.70000000
42297	ForestDryPoor	1.82000000
42306	ForestDryPoor	3.22000000
42315	ForestDryPoor	1.74000000
42324	ForestDryPoor	2.43000000
42328	ForestDryPoor	3.92000000
42331	ForestDryPoor	2.80000000
42332	ForestDryPoor	2.87000000
42333	ForestDryPoor	1.65000000
42337	ForestDryPoor	3.39000000
42338	ForestDryPoor	2.80000000
42345	ForestDryPoor	3.16000000
42346	ForestDryPoor	1.11000000
42347	ForestDryPoor	1.27000000
42576	ForestDryPoor	3.03000000
42577	ForestDryPoor	1.82000000
42579	ForestDryPoor	3.03000000
42583	ForestDryPoor	1.56000000
42585	ForestDryPoor	3.03000000
42586	ForestDryPoor	3.26000000
42601	ForestDryPoor	1.14000000
42608	ForestDryPoor	2.00000000
42612	ForestDryPoor	2.50000000
42622	ForestDryPoor	3.10000000
42623	ForestDryPoor	3.19000000
42624	ForestDryPoor	2.66000000
42625	ForestDryPoor	1.78000000
42626	ForestDryPoor	1.65000000
42627	ForestDryPoor	2.09000000
42629	ForestDryPoor	2.68000000
42634	ForestDryPoor	2.46000000
42638	ForestDryPoor	2.43000000
42639	ForestDryPoor	3.84000000
42640	ForestDryPoor	3.80000000
42641	ForestDryPoor	3.54000000
42870	ForestDryPoor	1.32000000
42872	ForestDryPoor	1.79000000
42877	ForestDryPoor	2.89000000
42907	ForestDryPoor	1.42000000
42908	ForestDryPoor	1.08000000
42917	ForestDryPoor	1.95000000
42920	ForestDryPoor	2.25000000
42928	ForestDryPoor	1.92000000
42929	ForestDryPoor	1.11000000
43165	ForestDryPoor	2.42000000
43169	ForestDryPoor	1.60000000
43170	ForestDryPoor	2.39000000
43173	ForestDryPoor	1.44000000
43174	ForestDryPoor	2.83000000
43215	ForestDryPoor	1.87000000
43220	ForestDryPoor	1.37000000
43223	ForestDryPoor	3.30000000
43224	ForestDryPoor	2.67000000
43225	ForestDryPoor	3.79000000
43227	ForestDryPoor	3.10000000
43229	ForestDryPoor	2.68000000
43460	ForestDryPoor	1.30000000
43462	ForestDryPoor	2.91000000
43463	ForestDryPoor	2.85000000
43466	ForestDryPoor	2.41000000
43467	ForestDryPoor	3.94000000
43468	ForestDryPoor	2.94000000
43509	ForestDryPoor	3.14000000
43519	ForestDryPoor	2.85000000
43521	ForestDryPoor	1.40000000
43524	ForestDryPoor	2.94000000
43752	ForestDryPoor	3.06000000
43759	ForestDryPoor	2.32000000
43762	ForestDryPoor	2.68000000
43766	ForestDryPoor	1.55000000
43767	ForestDryPoor	2.78000000
43814	ForestDryPoor	2.91000000
43815	ForestDryPoor	2.17000000
44049	ForestDryPoor	2.65000000
44051	ForestDryPoor	2.78000000
44112	ForestDryPoor	3.76000000
44113	ForestDryPoor	1.49000000
44114	ForestDryPoor	2.27000000
44322	ForestDryPoor	3.09000000
44410	ForestDryPoor	2.22000000
44703	ForestDryPoor	3.69000000
44705	ForestDryPoor	1.67000000
44909	ForestDryPoor	2.26000000
44914	ForestDryPoor	3.00000000
44934	ForestDryPoor	1.87000000
45203	ForestDryPoor	1.04000000
45205	ForestDryPoor	2.84000000
45226	ForestDryPoor	1.78000000
45499	ForestDryPoor	2.47000000
45500	ForestDryPoor	2.86000000
45504	ForestDryPoor	2.65000000
45791	ForestDryPoor	1.20000000
45796	ForestDryPoor	2.69000000
45797	ForestDryPoor	2.10000000
45798	ForestDryPoor	1.86000000
46085	ForestDryPoor	1.43000000
46086	ForestDryPoor	1.62000000
46088	ForestDryPoor	1.70000000
46089	ForestDryPoor	2.26000000
46091	ForestDryPoor	1.98000000
46092	ForestDryPoor	2.62000000
46095	ForestDryPoor	3.24000000
46096	ForestDryPoor	1.67000000
46376	ForestDryPoor	1.27000000
46380	ForestDryPoor	2.61000000
46381	ForestDryPoor	1.65000000
46384	ForestDryPoor	3.00000000
46387	ForestDryPoor	2.98000000
46389	ForestDryPoor	2.58000000
46670	ForestDryPoor	3.11000000
46671	ForestDryPoor	2.99000000
46673	ForestDryPoor	2.26000000
46674	ForestDryPoor	2.39000000
46677	ForestDryPoor	1.60000000
46678	ForestDryPoor	1.57000000
46679	ForestDryPoor	1.27000000
46682	ForestDryPoor	3.39000000
46684	ForestDryPoor	2.28000000
46685	ForestDryPoor	1.34000000
46965	ForestDryPoor	1.60000000
46970	ForestDryPoor	2.88000000
46971	ForestDryPoor	1.80000000
46972	ForestDryPoor	2.37000000
46974	ForestDryPoor	3.11000000
46977	ForestDryPoor	3.35000000
46978	ForestDryPoor	1.36000000
46979	ForestDryPoor	1.20000000
46982	ForestDryPoor	1.04000000
47268	ForestDryPoor	1.36000000
47271	ForestDryPoor	2.97000000
47273	ForestDryPoor	3.64000000
47274	ForestDryPoor	1.62000000
47276	ForestDryPoor	2.93000000
47277	ForestDryPoor	1.32000000
47278	ForestDryPoor	1.59000000
47564	ForestDryPoor	1.36000000
47565	ForestDryPoor	3.46000000
47569	ForestDryPoor	3.20000000
47573	ForestDryPoor	1.36000000
47576	ForestDryPoor	2.19000000
47577	ForestDryPoor	2.25000000
48157	ForestDryPoor	2.55000000
48746	ForestDryPoor	1.02000000
49037	ForestDryPoor	1.88000000
51984	ForestDryPoor	1.84000000
53482	ForestDryPoor	1.78000000
53777	ForestDryPoor	1.43000000
53789	ForestDryPoor	1.09000000
54054	ForestDryPoor	2.65000000
54075	ForestDryPoor	2.03000000
54076	ForestDryPoor	2.60000000
54083	ForestDryPoor	2.86000000
54084	ForestDryPoor	2.27000000
54361	ForestDryPoor	2.82000000
54363	ForestDryPoor	2.78000000
54365	ForestDryPoor	2.11000000
54366	ForestDryPoor	1.97000000
54369	ForestDryPoor	2.71000000
54371	ForestDryPoor	1.66000000
54372	ForestDryPoor	3.39000000
54375	ForestDryPoor	2.97000000
54378	ForestDryPoor	1.32000000
54379	ForestDryPoor	2.95000000
54653	ForestDryPoor	1.80000000
54656	ForestDryPoor	1.81000000
54661	ForestDryPoor	1.07000000
54667	ForestDryPoor	2.72000000
54947	ForestDryPoor	1.03000000
54948	ForestDryPoor	1.53000000
54959	ForestDryPoor	1.90000000
54962	ForestDryPoor	1.75000000
54964	ForestDryPoor	3.26000000
54969	ForestDryPoor	3.94000000
55238	ForestDryPoor	2.68000000
55244	ForestDryPoor	3.06000000
55245	ForestDryPoor	2.80000000
55246	ForestDryPoor	2.47000000
55247	ForestDryPoor	1.32000000
55254	ForestDryPoor	1.53000000
55255	ForestDryPoor	3.00000000
55256	ForestDryPoor	2.07000000
55257	ForestDryPoor	1.42000000
55265	ForestDryPoor	1.08000000
55537	ForestDryPoor	2.94000000
55553	ForestDryPoor	3.79000000
55559	ForestDryPoor	1.74000000
55560	ForestDryPoor	3.02000000
55829	ForestDryPoor	2.02000000
55831	ForestDryPoor	3.39000000
55832	ForestDryPoor	2.87000000
55834	ForestDryPoor	1.33000000
55849	ForestDryPoor	2.38000000
56126	ForestDryPoor	2.73000000
56143	ForestDryPoor	1.77000000
56144	ForestDryPoor	1.18000000
56433	ForestDryPoor	1.04000000
56437	ForestDryPoor	2.58000000
56438	ForestDryPoor	3.66000000
56439	ForestDryPoor	1.61000000
56440	ForestDryPoor	2.37000000
56441	ForestDryPoor	1.88000000
56736	ForestDryPoor	2.89000000
57020	ForestDryPoor	1.77000000
57315	ForestDryPoor	1.76000000
57316	ForestDryPoor	2.65000000
57612	ForestDryPoor	2.98000000
57613	ForestDryPoor	1.69000000
57903	ForestDryPoor	2.00000000
57906	ForestDryPoor	2.37000000
57907	ForestDryPoor	2.77000000
57908	ForestDryPoor	1.38000000
58201	ForestDryPoor	1.95000000
58202	ForestDryPoor	3.09000000
58203	ForestDryPoor	1.27000000
58496	ForestDryPoor	2.33000000
58497	ForestDryPoor	2.99000000
58792	ForestDryPoor	1.37000000
59373	ForestDryPoor	2.66000000
59374	ForestDryPoor	2.31000000
59375	ForestDryPoor	3.03000000
59376	ForestDryPoor	2.82000000
59381	ForestDryPoor	2.87000000
59671	ForestDryPoor	2.74000000
59676	ForestDryPoor	3.70000000
59677	ForestDryPoor	1.57000000
59681	ForestDryPoor	1.89000000
59966	ForestDryPoor	2.05000000
59971	ForestDryPoor	2.23000000
59972	ForestDryPoor	1.51000000
60260	ForestDryPoor	2.01000000
60261	ForestDryPoor	2.29000000
60265	ForestDryPoor	3.05000000
60266	ForestDryPoor	2.49000000
60560	ForestDryPoor	1.30000000
60561	ForestDryPoor	1.02000000
60851	ForestDryPoor	1.89000000
61144	ForestDryPoor	1.18000000
61145	ForestDryPoor	1.12000000
61146	ForestDryPoor	1.37000000
61445	ForestDryPoor	1.80000000
61739	ForestDryPoor	3.74000000
61740	ForestDryPoor	1.64000000
61741	ForestDryPoor	2.43000000
61742	ForestDryPoor	3.64000000
62035	ForestDryPoor	3.57000000
62036	ForestDryPoor	1.14000000
62331	ForestDryPoor	2.23000000
62332	ForestDryPoor	2.15000000
62627	ForestDryPoor	1.42000000
62628	ForestDryPoor	2.51000000
62629	ForestDryPoor	2.01000000
62919	ForestDryPoor	1.56000000
62922	ForestDryPoor	3.58000000
63215	ForestDryPoor	3.89000000
63218	ForestDryPoor	1.45000000
63221	ForestDryPoor	2.77000000
63509	ForestDryPoor	3.78000000
63510	ForestDryPoor	3.55000000
63513	ForestDryPoor	2.73000000
63514	ForestDryPoor	2.26000000
63516	ForestDryPoor	1.30000000
63801	ForestDryPoor	1.95000000
63806	ForestDryPoor	2.81000000
63809	ForestDryPoor	1.43000000
64104	ForestDryPoor	1.21000000
64106	ForestDryPoor	3.67000000
64107	ForestDryPoor	1.07000000
64398	ForestDryPoor	2.05000000
64402	ForestDryPoor	2.32000000
64699	ForestDryPoor	1.57000000
64994	ForestDryPoor	2.64000000
64995	ForestDryPoor	1.76000000
65285	ForestDryPoor	3.00000000
65286	ForestDryPoor	2.97000000
65287	ForestDryPoor	3.11000000
65289	ForestDryPoor	3.75000000
65576	ForestDryPoor	2.29000000
65580	ForestDryPoor	2.63000000
65874	ForestDryPoor	1.21000000
65880	ForestDryPoor	3.99000000
66167	ForestDryPoor	2.34000000
66168	ForestDryPoor	2.82000000
66169	ForestDryPoor	1.43000000
66170	ForestDryPoor	1.88000000
66171	ForestDryPoor	3.46000000
66174	ForestDryPoor	3.05000000
66457	ForestDryPoor	1.42000000
66464	ForestDryPoor	1.10000000
66465	ForestDryPoor	3.10000000
66470	ForestDryPoor	2.64000000
66753	ForestDryPoor	3.45000000
66755	ForestDryPoor	2.26000000
66756	ForestDryPoor	1.61000000
66757	ForestDryPoor	1.08000000
66759	ForestDryPoor	2.65000000
66764	ForestDryPoor	2.94000000
66765	ForestDryPoor	1.19000000
67048	ForestDryPoor	2.77000000
67052	ForestDryPoor	2.34000000
67059	ForestDryPoor	2.43000000
67346	ForestDryPoor	1.23000000
67347	ForestDryPoor	1.14000000
67348	ForestDryPoor	2.89000000
67349	ForestDryPoor	2.39000000
67352	ForestDryPoor	3.47000000
67353	ForestDryPoor	2.81000000
67354	ForestDryPoor	1.63000000
67643	ForestDryPoor	1.84000000
67644	ForestDryPoor	1.59000000
67645	ForestDryPoor	2.51000000
67648	ForestDryPoor	3.58000000
67650	ForestDryPoor	3.01000000
67939	ForestDryPoor	1.56000000
67942	ForestDryPoor	3.73000000
67943	ForestDryPoor	3.66000000
67945	ForestDryPoor	1.98000000
68233	ForestDryPoor	2.36000000
68234	ForestDryPoor	1.52000000
68235	ForestDryPoor	2.84000000
68240	ForestDryPoor	2.14000000
68528	ForestDryPoor	1.24000000
68535	ForestDryPoor	2.79000000
68824	ForestDryPoor	1.08000000
68825	ForestDryPoor	3.31000000
68830	ForestDryPoor	3.16000000
69119	ForestDryPoor	1.49000000
69120	ForestDryPoor	3.48000000
69125	ForestDryPoor	2.38000000
69414	ForestDryPoor	1.38000000
69415	ForestDryPoor	2.77000000
69708	ForestDryPoor	2.95000000
69710	ForestDryPoor	2.41000000
69711	ForestDryPoor	2.96000000
69712	ForestDryPoor	1.42000000
69713	ForestDryPoor	1.27000000
69714	ForestDryPoor	1.76000000
69715	ForestDryPoor	2.31000000
70008	ForestDryPoor	1.28000000
70303	ForestDryPoor	2.81000000
70307	ForestDryPoor	1.58000000
70590	ForestDryPoor	1.76000000
70591	ForestDryPoor	1.89000000
70600	ForestDryPoor	2.27000000
70601	ForestDryPoor	1.67000000
71465	ForestDryPoor	1.79000000
71476	ForestDryPoor	2.05000000
71477	ForestDryPoor	2.99000000
71766	ForestDryPoor	2.44000000
71767	ForestDryPoor	2.60000000
71770	ForestDryPoor	1.22000000
71771	ForestDryPoor	3.87000000
71772	ForestDryPoor	3.35000000
72062	ForestDryPoor	1.11000000
72065	ForestDryPoor	3.30000000
72356	ForestDryPoor	2.22000000
72357	ForestDryPoor	1.23000000
72359	ForestDryPoor	2.11000000
72362	ForestDryPoor	3.35000000
72364	ForestDryPoor	1.95000000
72365	ForestDryPoor	1.44000000
72652	ForestDryPoor	2.61000000
72654	ForestDryPoor	1.10000000
72657	ForestDryPoor	3.55000000
72659	ForestDryPoor	3.05000000
72947	ForestDryPoor	2.00000000
72948	ForestDryPoor	1.03000000
72950	ForestDryPoor	1.09000000
72951	ForestDryPoor	1.35000000
72952	ForestDryPoor	2.91000000
72953	ForestDryPoor	1.90000000
72955	ForestDryPoor	2.71000000
73242	ForestDryPoor	1.44000000
73243	ForestDryPoor	3.32000000
73245	ForestDryPoor	1.07000000
73248	ForestDryPoor	2.25000000
73836	ForestDryPoor	1.39000000
74423	ForestDryPoor	1.36000000
74427	ForestDryPoor	3.04000000
74717	ForestDryPoor	2.63000000
74720	ForestDryPoor	2.60000000
74721	ForestDryPoor	1.54000000
75301	ForestDryPoor	2.73000000
75306	ForestDryPoor	1.15000000
75315	ForestDryPoor	1.22000000
75598	ForestDryPoor	2.04000000
75599	ForestDryPoor	2.04000000
75610	ForestDryPoor	1.77000000
75905	ForestDryPoor	1.52000000
76478	ForestDryPoor	1.07000000
76479	ForestDryPoor	2.77000000
76771	ForestDryPoor	1.19000000
83542	ForestDryPoor	2.85000000
83543	ForestDryPoor	1.01000000
83841	ForestDryPoor	1.85000000
83842	ForestDryPoor	1.94000000
83843	ForestDryPoor	1.40000000
84136	ForestDryPoor	2.61000000
84138	ForestDryPoor	1.53000000
84430	ForestDryPoor	2.24000000
84431	ForestDryPoor	4.00000000
84432	ForestDryPoor	3.50000000
84433	ForestDryPoor	2.76000000
84443	ForestDryPoor	1.62000000
84444	ForestDryPoor	1.68000000
84445	ForestDryPoor	1.28000000
84446	ForestDryPoor	1.15000000
84448	ForestDryPoor	1.97000000
84449	ForestDryPoor	1.54000000
84450	ForestDryPoor	1.11000000
84731	ForestDryPoor	2.00000000
84734	ForestDryPoor	1.92000000
84736	ForestDryPoor	1.88000000
84737	ForestDryPoor	3.26000000
84738	ForestDryPoor	2.32000000
84739	ForestDryPoor	2.59000000
84740	ForestDryPoor	2.82000000
84741	ForestDryPoor	3.31000000
84742	ForestDryPoor	3.27000000
84743	ForestDryPoor	2.66000000
84744	ForestDryPoor	2.83000000
84745	ForestDryPoor	1.13000000
85024	ForestDryPoor	2.45000000
85025	ForestDryPoor	2.92000000
85026	ForestDryPoor	3.19000000
85027	ForestDryPoor	2.97000000
85028	ForestDryPoor	2.92000000
85029	ForestDryPoor	2.28000000
85037	ForestDryPoor	1.42000000
85038	ForestDryPoor	2.97000000
85039	ForestDryPoor	3.69000000
85040	ForestDryPoor	3.74000000
85041	ForestDryPoor	3.57000000
85042	ForestDryPoor	1.15000000
85318	ForestDryPoor	1.15000000
85319	ForestDryPoor	1.38000000
85323	ForestDryPoor	2.39000000
85330	ForestDryPoor	2.11000000
85331	ForestDryPoor	2.56000000
85332	ForestDryPoor	1.72000000
85333	ForestDryPoor	1.54000000
85334	ForestDryPoor	2.43000000
85337	ForestDryPoor	2.80000000
85616	ForestDryPoor	1.18000000
85617	ForestDryPoor	2.80000000
85618	ForestDryPoor	2.04000000
85619	ForestDryPoor	2.10000000
85620	ForestDryPoor	3.55000000
85621	ForestDryPoor	1.72000000
85629	ForestDryPoor	1.03000000
85631	ForestDryPoor	1.96000000
85632	ForestDryPoor	1.56000000
85633	ForestDryPoor	1.60000000
85912	ForestDryPoor	2.80000000
85913	ForestDryPoor	3.01000000
85914	ForestDryPoor	2.82000000
85915	ForestDryPoor	2.35000000
85916	ForestDryPoor	2.93000000
85917	ForestDryPoor	3.29000000
85918	ForestDryPoor	2.55000000
85927	ForestDryPoor	1.11000000
85928	ForestDryPoor	1.45000000
85929	ForestDryPoor	1.60000000
85930	ForestDryPoor	2.10000000
85931	ForestDryPoor	1.87000000
86207	ForestDryPoor	1.03000000
86208	ForestDryPoor	3.01000000
86209	ForestDryPoor	1.10000000
86210	ForestDryPoor	3.32000000
86212	ForestDryPoor	2.92000000
86213	ForestDryPoor	3.27000000
86214	ForestDryPoor	1.83000000
86221	ForestDryPoor	2.26000000
86222	ForestDryPoor	2.60000000
86225	ForestDryPoor	1.00000000
86227	ForestDryPoor	1.92000000
86228	ForestDryPoor	2.00000000
86229	ForestDryPoor	1.51000000
86241	ForestDryPoor	1.18000000
86242	ForestDryPoor	3.15000000
86503	ForestDryPoor	1.18000000
86504	ForestDryPoor	1.20000000
86505	ForestDryPoor	1.78000000
86506	ForestDryPoor	1.85000000
86508	ForestDryPoor	1.10000000
86509	ForestDryPoor	3.48000000
86510	ForestDryPoor	1.12000000
86511	ForestDryPoor	2.23000000
86516	ForestDryPoor	1.57000000
86517	ForestDryPoor	1.59000000
86522	ForestDryPoor	2.33000000
86523	ForestDryPoor	1.65000000
86524	ForestDryPoor	2.80000000
86525	ForestDryPoor	3.09000000
86536	ForestDryPoor	2.44000000
86537	ForestDryPoor	3.27000000
86805	ForestDryPoor	1.52000000
86806	ForestDryPoor	1.49000000
86807	ForestDryPoor	1.18000000
86808	ForestDryPoor	1.10000000
86819	ForestDryPoor	2.64000000
86820	ForestDryPoor	3.58000000
86821	ForestDryPoor	3.64000000
86822	ForestDryPoor	1.17000000
86823	ForestDryPoor	2.00000000
86830	ForestDryPoor	2.52000000
86835	ForestDryPoor	2.51000000
87113	ForestDryPoor	2.16000000
87114	ForestDryPoor	1.54000000
87116	ForestDryPoor	3.06000000
87117	ForestDryPoor	3.91000000
87118	ForestDryPoor	3.50000000
87119	ForestDryPoor	2.16000000
87123	ForestDryPoor	1.93000000
87124	ForestDryPoor	2.79000000
87125	ForestDryPoor	3.54000000
87130	ForestDryPoor	2.07000000
87131	ForestDryPoor	1.39000000
87132	ForestDryPoor	3.47000000
87134	ForestDryPoor	2.95000000
87136	ForestDryPoor	1.17000000
87408	ForestDryPoor	1.18000000
87409	ForestDryPoor	1.44000000
87411	ForestDryPoor	2.90000000
87412	ForestDryPoor	3.42000000
87413	ForestDryPoor	2.88000000
87414	ForestDryPoor	2.50000000
87415	ForestDryPoor	2.94000000
87416	ForestDryPoor	2.74000000
87417	ForestDryPoor	3.64000000
87418	ForestDryPoor	3.75000000
87419	ForestDryPoor	3.82000000
87420	ForestDryPoor	3.66000000
87421	ForestDryPoor	1.40000000
87423	ForestDryPoor	1.84000000
87424	ForestDryPoor	1.64000000
87425	ForestDryPoor	3.05000000
87427	ForestDryPoor	3.24000000
87428	ForestDryPoor	1.42000000
87705	ForestDryPoor	1.81000000
87707	ForestDryPoor	2.51000000
87711	ForestDryPoor	1.07000000
87712	ForestDryPoor	1.56000000
87713	ForestDryPoor	3.68000000
87714	ForestDryPoor	3.72000000
87715	ForestDryPoor	3.68000000
87716	ForestDryPoor	3.43000000
87717	ForestDryPoor	1.23000000
87718	ForestDryPoor	2.18000000
87719	ForestDryPoor	3.61000000
87720	ForestDryPoor	1.89000000
87722	ForestDryPoor	1.11000000
87723	ForestDryPoor	3.38000000
87725	ForestDryPoor	1.69000000
88008	ForestDryPoor	3.71000000
88009	ForestDryPoor	4.00000000
88010	ForestDryPoor	3.77000000
88011	ForestDryPoor	3.51000000
88012	ForestDryPoor	3.60000000
88013	ForestDryPoor	2.26000000
88014	ForestDryPoor	3.78000000
88015	ForestDryPoor	1.53000000
88018	ForestDryPoor	2.75000000
88020	ForestDryPoor	2.02000000
88304	ForestDryPoor	2.95000000
88305	ForestDryPoor	3.82000000
88306	ForestDryPoor	3.10000000
88307	ForestDryPoor	3.58000000
88308	ForestDryPoor	3.69000000
88309	ForestDryPoor	3.61000000
88310	ForestDryPoor	1.59000000
88316	ForestDryPoor	1.21000000
88600	ForestDryPoor	2.89000000
88601	ForestDryPoor	3.48000000
88602	ForestDryPoor	3.74000000
88603	ForestDryPoor	3.85000000
88604	ForestDryPoor	3.41000000
88605	ForestDryPoor	3.49000000
88606	ForestDryPoor	2.83000000
88612	ForestDryPoor	1.51000000
88895	ForestDryPoor	1.91000000
88896	ForestDryPoor	3.56000000
88897	ForestDryPoor	3.95000000
88898	ForestDryPoor	3.86000000
88899	ForestDryPoor	3.22000000
88900	ForestDryPoor	3.49000000
88901	ForestDryPoor	2.91000000
88903	ForestDryPoor	1.20000000
88904	ForestDryPoor	3.97000000
88906	ForestDryPoor	2.84000000
88907	ForestDryPoor	1.30000000
89191	ForestDryPoor	3.59000000
89192	ForestDryPoor	3.58000000
89193	ForestDryPoor	3.66000000
89194	ForestDryPoor	3.41000000
89195	ForestDryPoor	3.49000000
89196	ForestDryPoor	1.84000000
89199	ForestDryPoor	3.52000000
89200	ForestDryPoor	3.38000000
89201	ForestDryPoor	1.76000000
89486	ForestDryPoor	1.26000000
89487	ForestDryPoor	3.29000000
89488	ForestDryPoor	3.43000000
89489	ForestDryPoor	2.39000000
89490	ForestDryPoor	3.99000000
89491	ForestDryPoor	3.25000000
89495	ForestDryPoor	1.15000000
89782	ForestDryPoor	3.22000000
89783	ForestDryPoor	2.97000000
89784	ForestDryPoor	3.62000000
89785	ForestDryPoor	4.00000000
89786	ForestDryPoor	3.77000000
89787	ForestDryPoor	1.52000000
90077	ForestDryPoor	1.51000000
90078	ForestDryPoor	2.90000000
90079	ForestDryPoor	3.85000000
90080	ForestDryPoor	3.95000000
90081	ForestDryPoor	3.64000000
90082	ForestDryPoor	1.28000000
90372	ForestDryPoor	1.76000000
90373	ForestDryPoor	2.85000000
90374	ForestDryPoor	3.64000000
90375	ForestDryPoor	3.71000000
90376	ForestDryPoor	3.59000000
90377	ForestDryPoor	3.37000000
90378	ForestDryPoor	2.57000000
90379	ForestDryPoor	2.27000000
90380	ForestDryPoor	2.49000000
90381	ForestDryPoor	2.49000000
90382	ForestDryPoor	2.32000000
90383	ForestDryPoor	2.63000000
90384	ForestDryPoor	2.98000000
90385	ForestDryPoor	3.42000000
90667	ForestDryPoor	1.19000000
90668	ForestDryPoor	1.86000000
90669	ForestDryPoor	3.55000000
90670	ForestDryPoor	3.35000000
90671	ForestDryPoor	2.81000000
90672	ForestDryPoor	3.18000000
90673	ForestDryPoor	3.75000000
90674	ForestDryPoor	3.63000000
90675	ForestDryPoor	3.60000000
90676	ForestDryPoor	2.78000000
90677	ForestDryPoor	2.40000000
90678	ForestDryPoor	2.78000000
90679	ForestDryPoor	3.74000000
90680	ForestDryPoor	3.19000000
90681	ForestDryPoor	3.95000000
90682	ForestDryPoor	1.75000000
90963	ForestDryPoor	2.24000000
90974	ForestDryPoor	1.56000000
90975	ForestDryPoor	3.46000000
90976	ForestDryPoor	3.70000000
90977	ForestDryPoor	3.40000000
91258	ForestDryPoor	2.54000000
91259	ForestDryPoor	1.34000000
91270	ForestDryPoor	1.93000000
91271	ForestDryPoor	3.70000000
91272	ForestDryPoor	4.00000000
91566	ForestDryPoor	3.41000000
91567	ForestDryPoor	3.93000000
91861	ForestDryPoor	3.34000000
91862	ForestDryPoor	2.11000000
92156	ForestDryPoor	3.24000000
92157	ForestDryPoor	1.28000000
92164	ForestDryPoor	2.01000000
92451	ForestDryPoor	2.04000000
92452	ForestDryPoor	1.27000000
92460	ForestDryPoor	1.84000000
93042	ForestDryPoor	1.56000000
93043	ForestDryPoor	2.92000000
93044	ForestDryPoor	1.25000000
93045	ForestDryPoor	1.67000000
93053	ForestDryPoor	1.87000000
93330	ForestDryPoor	1.56000000
93337	ForestDryPoor	1.25000000
93338	ForestDryPoor	3.85000000
93339	ForestDryPoor	3.83000000
93343	ForestDryPoor	1.76000000
93347	ForestDryPoor	1.05000000
93348	ForestDryPoor	1.63000000
93626	ForestDryPoor	1.89000000
93636	ForestDryPoor	1.00000000
93637	ForestDryPoor	3.28000000
93638	ForestDryPoor	3.75000000
93639	ForestDryPoor	3.35000000
93640	ForestDryPoor	1.04000000
93911	ForestDryPoor	1.45000000
93917	ForestDryPoor	1.25000000
93918	ForestDryPoor	2.97000000
93919	ForestDryPoor	1.51000000
93921	ForestDryPoor	2.88000000
93922	ForestDryPoor	1.31000000
93923	ForestDryPoor	1.04000000
93924	ForestDryPoor	2.34000000
93931	ForestDryPoor	2.35000000
93933	ForestDryPoor	1.97000000
93934	ForestDryPoor	1.78000000
93935	ForestDryPoor	3.01000000
93936	ForestDryPoor	2.29000000
94206	ForestDryPoor	1.44000000
94207	ForestDryPoor	2.08000000
94214	ForestDryPoor	3.76000000
94215	ForestDryPoor	2.19000000
94216	ForestDryPoor	1.42000000
94217	ForestDryPoor	3.34000000
94218	ForestDryPoor	3.43000000
94219	ForestDryPoor	2.51000000
94226	ForestDryPoor	3.00000000
94231	ForestDryPoor	1.29000000
94232	ForestDryPoor	2.20000000
94497	ForestDryPoor	2.46000000
94498	ForestDryPoor	1.11000000
94503	ForestDryPoor	3.27000000
94507	ForestDryPoor	3.20000000
94508	ForestDryPoor	1.53000000
94511	ForestDryPoor	1.00000000
94512	ForestDryPoor	3.04000000
94513	ForestDryPoor	2.30000000
94514	ForestDryPoor	2.37000000
94521	ForestDryPoor	1.90000000
94790	ForestDryPoor	2.93000000
94792	ForestDryPoor	3.09000000
94796	ForestDryPoor	1.97000000
94797	ForestDryPoor	1.05000000
94798	ForestDryPoor	3.27000000
94799	ForestDryPoor	3.89000000
94802	ForestDryPoor	2.21000000
94806	ForestDryPoor	1.57000000
94807	ForestDryPoor	1.70000000
94810	ForestDryPoor	1.76000000
94811	ForestDryPoor	2.44000000
94812	ForestDryPoor	2.13000000
94813	ForestDryPoor	3.02000000
94814	ForestDryPoor	3.10000000
95084	ForestDryPoor	1.22000000
95085	ForestDryPoor	3.76000000
95086	ForestDryPoor	3.74000000
95087	ForestDryPoor	3.43000000
95088	ForestDryPoor	1.58000000
95091	ForestDryPoor	3.71000000
95092	ForestDryPoor	3.49000000
95093	ForestDryPoor	3.43000000
95094	ForestDryPoor	3.47000000
95095	ForestDryPoor	3.01000000
95096	ForestDryPoor	2.65000000
95380	ForestDryPoor	1.61000000
95381	ForestDryPoor	1.83000000
95382	ForestDryPoor	3.65000000
95383	ForestDryPoor	2.71000000
95385	ForestDryPoor	1.37000000
95386	ForestDryPoor	3.69000000
95387	ForestDryPoor	1.82000000
