network_name,warm_component,CertifiedAreaHa,selected_cells,existing_patches,FlowAreaHa,RequiredAreaHa,HasExistingRoot,HasNewRestoration,PassesArea,FeasibleWarmCertificate
Subarea3,52,3.6359803466796885,1,1,5.130000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,53,7.6083923828125055,3,1,14.370000000000005,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,54,5.773000537109379,2,7,6.420000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,55,22.275662231445324,5,2,24.86000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,56,5.999781665039066,2,2,10.990000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,57,29.95563410644533,8,3,37.44000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,58,3.750000000000003,1,1,3.750000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,59,12.090000097656254,2,2,12.090000000000005,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,60,10.30919643554688,3,3,12.940000000000007,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,61,10.850000097656256,3,3,10.850000000000007,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,62,7.1754016113281285,2,1,8.060000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,63,3.1300000000000017,1,1,3.1300000000000017,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,64,10.610000097656256,4,3,10.610000000000007,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,65,2.1202008789062514,1,3,5.980000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,66,3.7599998535156276,1,1,3.7600000000000025,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,67,2.919999951171876,1,1,2.920000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,68,3.6200000488281274,1,2,3.6200000000000023,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,69,33.94999975585939,7,8,33.95000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,70,4.390000097656252,1,1,4.390000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,71,5.133596484375004,2,1,5.940000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,72,23.057999560546886,6,4,23.07000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,73,25.37000009765626,6,5,25.370000000000008,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,74,4.689999902343752,1,4,4.690000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,75,2.1900001464843766,1,2,2.1900000000000013,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,76,10.279000830078129,2,5,11.900000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,77,13.368419091796879,3,5,16.390000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,78,3.569999951171878,1,1,3.570000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,79,2.779800341796877,1,1,2.9600000000000017,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,80,6.429999951171878,1,3,6.430000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,81,5.514197265625001,1,2,10.56,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,82,2.4699999511718764,1,4,2.4700000000000015,1000,TRUE,TRUE,FALSE,FALSE
