network_name,warm_component,CertifiedAreaHa,selected_cells,existing_patches,FlowAreaHa,RequiredAreaHa,HasExistingRoot,HasNewRestoration,PassesArea,FeasibleWarmCertificate
Subarea3,83,10.100000488281252,1,2,10.100000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,84,8.590000048828129,2,2,8.590000000000005,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,85,19.559597314453132,2,12,20.240000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,86,11.560000146484377,1,5,11.560000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,87,30.983387377929702,10,16,32.680000000000014,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,88,10.828602587890625,1,2,10.89,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,89,8.887602636718754,2,2,9.090000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,90,98.34222707519535,22,15,103.33000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,91,1.930000000000001,1,3,1.930000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,92,96.65999931640631,27,49,96.66000000000007,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,93,1.203599902343751,1,1,4.300000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,94,98.18035129394538,28,21,104.03000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,95,230.92999995117202,61,85,230.93000000000015,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,96,2.3859985351562516,1,1,2.5300000000000016,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,97,2.420000097656251,1,5,2.4200000000000013,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,98,4.000000097656253,2,1,4.000000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,99,4.220000000000003,2,0,4.220000000000003,1000,FALSE,TRUE,FALSE,FALSE
Subarea3,100,5.919999902343754,2,1,5.920000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,101,4.1199999023437535,1,4,4.120000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,102,9.612194042968754,2,1,10.530000000000005,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,103,28.179999902343773,9,3,28.18000000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,104,211.80365603027354,56,34,250.96000000000012,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,105,2.6077993164062514,1,1,5.190000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,106,450.21467309570335,112,104,483.4600000000002,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,107,12.142603173828132,4,7,16.450000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,108,4.091598779296876,1,1,4.370000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,111,189.4878846435548,48,40,204.6300000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea3,115,1.477422778320313,23,47,81.63000000000005,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,1,163.1800000976564,47,1,163.18000000000015,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,2,602.7143958251957,144,23,609.4600000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,3,107.63000009765634,38,5,107.6300000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,4,1.169202001953126,1,5,1.590000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,5,484.17580488281277,119,65,486.8200000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,6,4.5299998046875025,2,1,4.530000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,7,1.5600000000000014,1,0,1.5600000000000014,1000,FALSE,TRUE,FALSE,FALSE
Subarea4,8,47.488191210937536,14,14,49.74000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,9,309.4599997558595,51,13,309.46000000000015,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,10,7.730000000000006,2,1,7.730000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,11,467.89999990234406,130,10,467.9000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,12,7.3300000000000045,2,3,7.3300000000000045,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,13,117.39000024414072,34,2,117.3900000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,14,48.70359912109379,16,3,51.24000000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,15,1.170000000000001,1,0,1.170000000000001,1000,FALSE,TRUE,FALSE,FALSE
Subarea4,16,5.336796923828126,1,2,5.850000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,17,324.4331878906252,90,15,340.56000000000023,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,18,369.5900005371097,107,4,369.59000000000026,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,19,601.1800020019535,169,38,619.4500000000004,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,20,155.63999995117197,38,12,155.6400000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,21,133.88043813476568,25,4,133.90000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,22,30.889999804687513,6,7,30.89000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,23,51.02000009765629,18,1,51.020000000000046,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,24,3.0400000000000027,2,0,3.0400000000000027,1000,FALSE,TRUE,FALSE,FALSE
Subarea4,25,21.500000000000018,9,0,21.500000000000018,1000,FALSE,TRUE,FALSE,FALSE
Subarea4,26,128.59560405273444,29,7,130.00000000000006,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,27,4.609999853515626,1,1,4.610000000000001,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,29,8.339999853515629,1,1,8.340000000000003,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,30,39.429999902343766,7,1,39.430000000000014,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,31,18.14960063476564,8,1,18.320000000000014,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,32,7.7000000000000055,2,1,7.7000000000000055,1000,TRUE,TRUE,FALSE,FALSE
Subarea4,33,14.160000048828135,3,2,14.160000000000009,1000,TRUE,TRUE,FALSE,FALSE
