network_name,child,parent,flow_ha,child_type,parent_type,child_id,parent_id
Global,c_127186,c_127187,5.450000000000005,c,c,127186,127187
Global,c_127480,c_127481,13.630000000000013,c,c,127480,127481
Global,c_127776,c_127481,3.4700000000000033,c,c,127776,127481
Global,c_128071,c_128072,8.490000000000007,c,c,128071,128072
Global,c_128366,c_128367,10.48000000000001,c,c,128366,128367
Global,c_128658,c_128953,5.170000000000004,c,c,128658,128953
Global,c_128659,c_128954,4.980000000000004,c,c,128659,128954
Global,c_128660,c_128955,3.0400000000000027,c,c,128660,128955
Global,c_128662,c_128367,3.890000000000003,c,c,128662,128367
Global,c_128952,c_128953,1.3000000000000012,c,c,128952,128953
Global,c_128956,c_128955,3.950000000000004,c,c,128956,128955
Global,c_129857,c_129562,1.3800000000000012,c,c,129857,129562
Global,c_131029,c_130734,2.0100000000000016,c,c,131029,130734
Global,c_131030,c_130735,1.5300000000000014,c,c,131030,130735
Global,c_131031,c_130736,3.450000000000003,c,c,131031,130736
Global,c_131034,c_130739,4.850000000000005,c,c,131034,130739
Global,c_131318,c_131317,3.8200000000000034,c,c,131318,131317
Global,c_131327,c_131032,16.120000000000005,c,c,131327,131032
Global,c_131328,c_131033,3.900000000000002,c,c,131328,131033
Global,c_131609,c_131610,1061.6000000000008,c,c,131609,131610
Global,c_131611,c_131610,2.440000000000002,c,c,131611,131610
Global,c_131612,c_131317,3.0600000000000027,c,c,131612,131317
Global,c_131614,c_131319,1.6700000000000017,c,c,131614,131319
Global,c_131615,c_131320,3.0400000000000027,c,c,131615,131320
Global,p_114593,c_129268,0.01,p,c,114593,129268
Global,p_115195,c_129562,1.3,p,c,115195,129562
Global,p_115661,c_130444,0.01,p,c,115661,130444
Global,p_116084,c_131033,0.01,p,c,116084,131033
Global,p_116089,c_130733,1.39,p,c,116089,130733
Global,p_116155,c_131033,0.51,p,c,116155,131033
Global,p_116255,c_131323,0.01,p,c,116255,131323
Global,p_116311,c_131610,0.07,p,c,116311,131610
Global,p_116340,c_130433,11.27,p,c,116340,130433
Global,p_116446,c_131320,7.62,p,c,116446,131320
Global,p_116701,c_131610,26.040000000000013,p,c,116701,131610
Global,c_111018,c_111313,1662.3499999999995,c,c,111018,111313
Global,c_123660,c_123955,9.660000000000009,c,c,123660,123955
Global,c_123952,c_124247,3.7000000000000033,c,c,123952,124247
Global,c_123953,c_123954,5.350000000000005,c,c,123953,123954
Global,c_124246,c_124247,1.5300000000000014,c,c,124246,124247
Global,c_126598,c_126599,1.010000000000001,c,c,126598,126599
Global,c_126893,c_126894,5.970000000000005,c,c,126893,126894
Global,c_127187,c_127188,7.770000000000007,c,c,127187,127188
Global,c_127481,c_127482,18.630000000000017,c,c,127481,127482
Global,c_127777,c_127482,2.2700000000000022,c,c,127777,127482
Global,c_128072,c_128073,11.84000000000001,c,c,128072,128073
Global,c_128367,c_128368,18.030000000000015,c,c,128367,128368
Global,c_128655,c_128950,1.200000000000001,c,c,128655,128950
Global,c_128663,c_128368,3.920000000000003,c,c,128663,128368
Global,c_128953,c_129248,10.410000000000007,c,c,128953,129248
Global,c_128954,c_129249,8.980000000000008,c,c,128954,129249
Global,c_128955,c_129250,10.18000000000001,c,c,128955,129250
Global,c_128957,c_129252,3.7200000000000033,c,c,128957,129252
Global,c_128958,c_128959,3.8900000000000032,c,c,128958,128959
Global,c_129251,c_129250,3.070000000000003,c,c,129251,129250
Global,c_129268,p_115953,1.220000000000001,c,p,129268,115953
Global,c_129539,c_129540,2.440000000000002,c,c,129539,129540
Global,c_129553,p_115953,1.060000000000001,c,p,129553,115953
Global,c_129557,p_115953,1.9900000000000015,c,p,129557,115953
Global,c_129558,p_115953,3.6400000000000032,c,p,129558,115953
Global,c_129562,p_115953,5.780000000000004,c,p,129562,115953
Global,c_129846,c_129845,1.2600000000000011,c,c,129846,129845
Global,c_129848,p_115953,1.240000000000001,c,p,129848,115953
Global,c_129849,p_115953,1.6000000000000014,c,p,129849,115953
Global,c_129852,p_115953,1.2600000000000011,c,p,129852,115953
Global,c_129853,p_115953,1.8900000000000017,c,p,129853,115953
Global,c_130132,p_116298,1.060000000000001,c,p,130132,116298
Global,c_130144,p_115953,1.2600000000000011,c,p,130144,115953
Global,c_130150,p_115953,1.110000000000001,c,p,130150,115953
Global,c_130429,p_116298,2.6000000000000023,c,p,130429,116298
Global,c_130430,p_116298,2.080000000000002,c,p,130430,116298
Global,c_130433,c_130138,13.200000000000001,c,c,130433,130138
Global,c_130434,c_130139,1.030000000000001,c,c,130434,130139
Global,c_130438,p_115953,1.4200000000000013,c,p,130438,115953
Global,c_130444,p_115953,1.5400000000000014,c,p,130444,115953
Global,c_130733,p_115953,3.0600000000000014,c,p,130733,115953
Global,c_130734,p_115953,3.1800000000000024,c,p,130734,115953
Global,c_130735,p_115953,4.240000000000004,c,p,130735,115953
Global,c_130736,p_115953,5.5800000000000045,c,p,130736,115953
Global,c_130739,p_115953,7.060000000000007,c,p,130739,115953
Global,c_131019,p_116298,1.6400000000000017,c,p,131019,116298
Global,c_131021,p_116298,1.3500000000000012,c,p,131021,116298
Global,c_131024,p_116258,2.3100000000000023,c,p,131024,116258
Global,c_131025,p_116258,1.3800000000000012,c,p,131025,116258
Global,c_131028,p_115953,2.5900000000000025,c,p,131028,115953
Global,c_131032,p_115953,19.10000000000001,c,p,131032,115953
Global,c_131033,p_115953,8.100000000000005,c,p,131033,115953
Global,c_131317,p_116298,8.740000000000007,c,p,131317,116298
Global,c_131319,p_116258,4.410000000000004,c,p,131319,116258
Global,c_131320,p_116258,13.010000000000005,c,p,131320,116258
Global,c_131323,p_116258,1.490000000000001,c,p,131323,116258
Global,c_131610,p_116298,1091.8300000000008,c,p,131610,116298
Global,p_114866,c_129540,0.03,p,c,114866,129540
Global,p_114919,c_129540,0.03,p,c,114919,129540
Global,p_114969,c_129540,0.03,p,c,114969,129540
Global,c_111313,c_111608,1664.9399999999994,c,c,111313,111608
Global,c_123954,c_124249,9.140000000000008,c,c,123954,124249
Global,c_123955,c_124250,13.310000000000013,c,c,123955,124250
Global,c_124247,c_124542,7.850000000000007,c,c,124247,124542
Global,c_126599,c_126600,2.6200000000000023,c,c,126599,126600
Global,c_126894,c_126895,8.990000000000007,c,c,126894,126895
Global,c_127188,c_127189,11.77000000000001,c,c,127188,127189
Global,c_127482,c_127483,24.150000000000023,c,c,127482,127483
Global,c_127778,c_127483,3.8000000000000034,c,c,127778,127483
Global,c_128073,c_128074,14.690000000000012,c,c,128073,128074
Global,c_128368,c_128369,25.79000000000002,c,c,128368,128369
Global,c_128664,c_128369,3.360000000000003,c,c,128664,128369
Global,c_128950,c_129245,2.230000000000002,c,c,128950,129245
Global,c_128959,c_128960,6.7400000000000055,c,c,128959,128960
Global,c_129248,c_129543,12.97000000000001,c,c,129248,129543
Global,c_129249,c_129544,12.640000000000011,c,c,129249,129544
Global,c_129250,c_129545,14.830000000000016,c,c,129250,129545
Global,c_129252,c_129547,6.670000000000006,c,c,129252,129547
Global,c_129253,c_129254,3.2500000000000027,c,c,129253,129254
Global,c_129540,c_129245,4.940000000000005,c,c,129540,129245
Global,c_129546,c_129545,3.0000000000000027,c,c,129546,129545
Global,c_129845,c_129844,2.6300000000000026,c,c,129845,129844
Global,c_130138,c_129843,16.260000000000005,c,c,130138,129843
Global,c_130139,c_129844,3.360000000000003,c,c,130139,129844
Global,p_102064,c_111608,0.21,p,c,102064,111608
Global,p_102082,c_111608,0.04,p,c,102082,111608
Global,p_102102,c_111608,0.04,p,c,102102,111608
Global,p_102445,c_111608,1.79,p,c,102445,111608
Global,p_111379,c_124542,2.8,p,c,111379,124542
Global,p_112962,c_126600,11.36,p,c,112962,126600
Global,p_113983,c_128383,0.61,p,c,113983,128383
Global,p_115254,c_129843,0.01,p,c,115254,129843
Global,p_115953,c_128383,312.0800000000001,p,c,115953,128383
Global,p_116258,c_129844,83.94,p,c,116258,129844
Global,p_116298,c_129245,1178.6200000000008,p,c,116298,129245
Global,c_111594,c_111889,1.0000000000000009,c,c,111594,111889
Global,c_111608,c_111607,1668.4399999999994,c,c,111608,111607
Global,c_113651,c_113946,1.6000000000000014,c,c,113651,113946
Global,c_124249,c_124544,12.070000000000011,c,c,124249,124544
Global,c_124250,c_124251,16.490000000000016,c,c,124250,124251
Global,c_124542,c_124543,12.690000000000008,c,c,124542,124543
Global,c_124836,c_124837,1.230000000000001,c,c,124836,124837
Global,c_126600,c_126601,17.170000000000005,c,c,126600,126601
Global,c_126895,c_126896,12.21000000000001,c,c,126895,126896
Global,c_127189,c_127484,15.210000000000013,c,c,127189,127484
Global,c_127190,c_127191,3.2900000000000027,c,c,127190,127191
Global,c_127483,c_127484,31.39000000000003,c,c,127483,127484
Global,c_127779,c_127484,3.7400000000000033,c,c,127779,127484
Global,c_128074,c_128075,18.160000000000014,c,c,128074,128075
Global,c_128369,c_128370,32.36000000000003,c,c,128369,128370
Global,c_128383,p_114350,313.9000000000001,c,p,128383,114350
Global,c_128386,p_114350,1.100000000000001,c,p,128386,114350
Global,c_128665,c_128370,3.580000000000003,c,c,128665,128370
Global,c_128678,p_114350,1.130000000000001,c,p,128678,114350
Global,c_128681,p_114350,3.0500000000000025,c,p,128681,114350
Global,c_128960,p_115339,8.610000000000007,c,p,128960,115339
Global,c_128966,p_115339,1.8300000000000016,c,p,128966,115339
Global,c_128974,p_114350,1.190000000000001,c,p,128974,114350
Global,c_128975,p_114350,1.7500000000000016,c,p,128975,114350
Global,c_129245,p_115339,1187.0400000000009,c,p,129245,115339
Global,c_129254,p_115339,5.830000000000005,c,p,129254,115339
Global,c_129543,p_115339,13.99000000000001,c,p,129543,115339
Global,c_129544,p_115339,14.760000000000012,c,p,129544,115339
Global,c_129545,p_115339,21.130000000000024,c,p,129545,115339
Global,c_129547,p_115339,8.650000000000007,c,p,129547,115339
Global,c_129548,p_115339,1.4600000000000013,c,p,129548,115339
Global,c_129840,p_115339,1.020000000000001,c,p,129840,115339
Global,c_129841,p_115339,1.180000000000001,c,p,129841,115339
Global,c_129843,p_115339,17.770000000000007,c,p,129843,115339
Global,c_129844,p_115339,92.60000000000001,c,p,129844,115339
Global,p_102127,c_111607,0.01,p,c,102127,111607
Global,p_102263,c_111607,0.59,p,c,102263,111607
Global,p_102357,c_111607,1.69,p,c,102357,111607
Global,p_113218,c_127484,0.08,p,c,113218,127484
Global,p_113584,c_127780,0.01,p,c,113584,127780
Global,c_111607,p_102281,1673.4999999999993,c,p,111607,102281
Global,c_111889,c_112184,4.030000000000004,c,c,111889,112184
Global,c_113946,c_113947,3.9000000000000035,c,c,113946,113947
Global,c_114240,c_114241,2.9400000000000026,c,c,114240,114241
Global,c_124251,c_124546,19.10000000000002,c,c,124251,124546
Global,c_124543,c_124838,15.19000000000001,c,c,124543,124838
Global,c_124544,c_124839,15.640000000000015,c,c,124544,124839
Global,c_124545,c_124546,2.7600000000000025,c,c,124545,124546
Global,c_124837,c_124838,3.9500000000000037,c,c,124837,124838
Global,c_125719,c_126014,1.4600000000000013,c,c,125719,126014
Global,c_125720,c_125721,3.1000000000000028,c,c,125720,125721
Global,c_126601,c_126602,20.270000000000007,c,c,126601,126602
Global,c_126896,c_126897,15.810000000000013,c,c,126896,126897
Global,c_127191,c_127192,6.430000000000005,c,c,127191,127192
Global,c_127484,p_113703,54.19000000000005,c,p,127484,113703
Global,c_127485,c_127486,2.570000000000002,c,c,127485,127486
Global,c_127780,p_113703,1.9800000000000015,c,p,127780,113703
Global,c_128075,c_128076,21.51000000000002,c,c,128075,128076
Global,c_128370,c_128371,39.59000000000004,c,c,128370,128371
Global,c_128666,c_128371,2.300000000000002,c,c,128666,128371
Global,p_112213,c_126014,4.84,p,c,112213,126014
Global,p_114350,c_128092,359.6800000000001,p,c,114350,128092
Global,p_115339,c_128667,1455.940000000001,p,c,115339,128667
Global,c_112183,c_112478,1.210000000000001,c,c,112183,112478
Global,c_112184,c_112479,7.5300000000000065,c,c,112184,112479
Global,c_113947,c_113948,6.4100000000000055,c,c,113947,113948
Global,c_114241,c_114242,5.680000000000005,c,c,114241,114242
Global,c_124546,c_124547,25.500000000000025,c,c,124546,124547
Global,c_124838,c_125133,22.820000000000014,c,c,124838,125133
Global,c_124839,c_125134,18.96000000000002,c,c,124839,125134
Global,c_124840,c_124841,3.200000000000003,c,c,124840,124841
Global,c_125132,c_125133,1.8800000000000017,c,c,125132,125133
Global,c_125135,c_125134,3.0800000000000027,c,c,125135,125134
Global,c_125136,c_124841,3.7200000000000033,c,c,125136,124841
Global,c_125426,c_125427,1.7300000000000015,c,c,125426,125427
Global,c_125721,c_125722,6.700000000000006,c,c,125721,125722
Global,c_126014,c_126309,9.650000000000004,c,c,126014,126309
Global,c_126015,c_126310,1.8700000000000017,c,c,126015,126310
Global,c_126016,c_126017,3.2900000000000027,c,c,126016,126017
Global,c_126308,c_126309,1.7000000000000015,c,c,126308,126309
Global,c_126311,c_126310,3.8400000000000034,c,c,126311,126310
Global,c_126312,c_126017,3.0800000000000027,c,c,126312,126017
Global,c_126602,c_126603,24.01000000000001,c,c,126602,126603
Global,c_126897,c_126898,19.670000000000016,c,c,126897,126898
Global,c_127192,c_127193,8.750000000000007,c,c,127192,127193
Global,c_127486,c_127487,4.640000000000004,c,c,127486,127487
Global,c_127782,c_127487,1.190000000000001,c,c,127782,127487
Global,c_128076,c_128077,24.84000000000002,c,c,128076,128077
Global,c_128092,p_113592,362.5500000000001,c,p,128092,113592
Global,c_128371,c_128372,44.090000000000046,c,c,128371,128372
Global,c_128667,c_128372,1457.150000000001,c,c,128667,128372
Global,p_102281,c_111900,1675.8999999999994,p,c,102281,111900
Global,p_112337,c_126025,0.07,p,c,112337,126025
Global,p_112362,c_126025,0.01,p,c,112362,126025
Global,p_113703,c_127487,67.08000000000006,p,c,113703,127487
Global,c_111900,c_112195,1677.4899999999993,c,c,111900,112195
Global,c_112478,c_112773,4.580000000000004,c,c,112478,112773
Global,c_112479,c_112774,9.340000000000009,c,c,112479,112774
Global,c_112772,c_112773,2.180000000000002,c,c,112772,112773
Global,c_113948,c_114243,8.550000000000008,c,c,113948,114243
Global,c_114242,c_114243,6.870000000000006,c,c,114242,114243
Global,c_114538,c_114243,2.240000000000002,c,c,114538,114243
Global,c_115712,c_116007,2.6000000000000023,c,c,115712,116007
Global,c_116006,c_116007,1.5200000000000014,c,c,116006,116007
Global,c_117184,c_117185,3.530000000000003,c,c,117184,117185
Global,c_123369,c_123370,1.7100000000000015,c,c,123369,123370
Global,c_124547,c_124548,27.790000000000028,c,c,124547,124548
Global,c_124841,c_124842,10.740000000000009,c,c,124841,124842
Global,c_125133,c_125428,28.40000000000002,c,c,125133,125428
Global,c_125134,c_125429,24.690000000000023,c,c,125134,125429
Global,c_125137,c_124842,3.030000000000003,c,c,125137,124842
Global,c_125427,c_125428,4.480000000000004,c,c,125427,125428
Global,c_125430,c_125429,3.340000000000003,c,c,125430,125429
Global,c_125431,c_125726,3.750000000000003,c,c,125431,125726
Global,c_125432,c_125433,3.950000000000004,c,c,125432,125433
Global,c_125435,c_125140,2.530000000000002,c,c,125435,125140
Global,c_125722,c_125723,9.740000000000009,c,c,125722,125723
Global,c_126017,c_126018,8.200000000000006,c,c,126017,126018
Global,c_126025,p_112975,1.5400000000000014,c,p,126025,112975
Global,c_126309,c_126604,13.830000000000007,c,c,126309,126604
Global,c_126310,c_126605,8.250000000000007,c,c,126310,126605
Global,c_126313,c_126018,3.850000000000003,c,c,126313,126018
Global,c_126603,c_126604,27.75000000000001,c,c,126603,126604
Global,c_126606,c_126605,1.5600000000000014,c,c,126606,126605
Global,c_126608,c_126609,1.5600000000000014,c,c,126608,126609
Global,c_126898,c_126899,22.90000000000002,c,c,126898,126899
Global,c_127193,c_127194,11.030000000000008,c,c,127193,127194
Global,c_127487,c_127488,76.80000000000007,c,c,127487,127488
Global,c_128077,c_128078,28.380000000000024,c,c,128077,128078
Global,c_128372,c_128373,1505.120000000001,c,c,128372,128373
Global,p_111923,c_125428,0.01,p,c,111923,125428
Global,p_112111,c_125723,0.01,p,c,112111,125723
Global,p_112353,c_126319,0.09,p,c,112353,126319
Global,p_112757,c_126609,0.29,p,c,112757,126609
Global,p_113288,c_126605,37.53,p,c,113288,126605
Global,p_113347,c_127488,0.01,p,c,113347,127488
Global,p_113592,c_126319,424.79000000000013,p,c,113592,126319
Global,c_112195,c_112194,1680.9799999999993,c,c,112195,112194
Global,c_112773,c_113068,10.640000000000008,c,c,112773,113068
Global,c_112774,c_113069,10.410000000000009,c,c,112774,113069
Global,c_113067,c_113068,3.7200000000000033,c,c,113067,113068
Global,c_113361,c_113362,3.1000000000000028,c,c,113361,113362
Global,c_113655,c_113656,1.210000000000001,c,c,113655,113656
Global,c_114243,c_114244,19.83000000000002,c,c,114243,114244
Global,c_114539,c_114244,3.280000000000003,c,c,114539,114244
Global,c_116007,c_116008,7.980000000000007,c,c,116007,116008
Global,c_116301,c_116302,1.6600000000000017,c,c,116301,116302
Global,c_116596,c_116891,1.3200000000000012,c,c,116596,116891
Global,c_117185,c_117186,5.900000000000005,c,c,117185,117186
Global,c_117479,c_117480,1.120000000000001,c,c,117479,117480
Global,c_123370,c_123371,5.550000000000005,c,c,123370,123371
Global,c_124548,c_124843,29.55000000000003,c,c,124548,124843
Global,c_124842,c_124843,17.130000000000017,c,c,124842,124843
Global,c_125138,c_124843,3.0100000000000025,c,c,125138,124843
Global,c_125140,c_125139,4.050000000000003,c,c,125140,125139
Global,c_125428,p_114039,36.14000000000002,c,p,125428,114039
Global,c_125429,p_114039,31.14000000000003,c,p,125429,114039
Global,c_125433,p_114039,5.590000000000006,c,p,125433,114039
Global,c_125434,c_125139,1.6000000000000014,c,c,125434,125139
Global,c_125723,p_114039,10.94000000000001,c,p,125723,114039
Global,c_125726,p_114039,5.840000000000005,c,p,125726,114039
Global,c_125729,p_114039,1.8400000000000016,c,p,125729,114039
Global,c_126018,p_114039,14.550000000000011,c,p,126018,114039
Global,c_126019,p_114039,2.280000000000002,c,p,126019,114039
Global,c_126021,p_114039,1.2800000000000011,c,p,126021,114039
Global,c_126314,p_114039,3.0400000000000027,c,p,126314,114039
Global,c_126319,p_114039,426.2500000000001,c,p,126319,114039
Global,c_126604,p_114039,45.08000000000002,c,p,126604,114039
Global,c_126605,p_114039,50.29000000000001,c,p,126605,114039
Global,c_126609,p_114039,4.010000000000003,c,p,126609,114039
Global,c_126899,p_114039,24.70000000000002,c,p,126899,114039
Global,c_127194,p_114039,13.620000000000012,c,p,127194,114039
Global,c_127488,p_114039,79.50000000000007,c,p,127488,114039
Global,c_128078,p_114039,29.890000000000025,c,p,128078,114039
Global,c_128373,p_114039,1506.720000000001,c,p,128373,114039
Global,p_102546,c_112194,0.45,p,c,102546,112194
Global,p_112975,c_125139,18.820000000000004,p,c,112975,125139
Global,c_112194,c_112193,1684.8099999999995,c,c,112194,112193
Global,c_113068,c_113363,18.170000000000012,c,c,113068,113363
Global,c_113069,c_113364,12.37000000000001,c,c,113069,113364
Global,c_113362,c_113363,7.100000000000007,c,c,113362,113363
Global,c_113656,c_113657,3.980000000000003,c,c,113656,113657
Global,c_113950,c_113951,2.690000000000002,c,c,113950,113951
Global,c_114244,c_114245,26.190000000000026,c,c,114244,114245
Global,c_114540,c_114245,1.110000000000001,c,c,114540,114245
Global,c_116008,c_116303,9.500000000000007,c,c,116008,116303
Global,c_116302,c_116303,4.900000000000005,c,c,116302,116303
Global,c_116891,c_116892,2.360000000000002,c,c,116891,116892
Global,c_117186,c_117187,7.170000000000006,c,c,117186,117187
Global,c_117480,c_117481,3.230000000000003,c,c,117480,117481
Global,c_118951,c_119246,1.170000000000001,c,c,118951,119246
Global,c_122784,c_122785,2.300000000000002,c,c,122784,122785
Global,c_123077,c_123078,1.8800000000000017,c,c,123077,123078
Global,c_123371,c_123372,9.500000000000009,c,c,123371,123372
Global,c_123665,c_123666,2.5600000000000023,c,c,123665,123666
Global,c_124843,c_124844,53.24000000000005,c,c,124843,124844
Global,c_125139,c_124844,25.86000000000001,c,c,125139,124844
Global,p_114039,c_124844,2500.4100000000017,p,c,114039,124844
Global,c_112193,c_112488,1687.4399999999996,c,c,112193,112488
Global,c_113363,c_113658,29.200000000000024,c,c,113363,113658
Global,c_113364,c_113659,16.160000000000014,c,c,113364,113659
Global,c_113657,c_113658,7.740000000000006,c,c,113657,113658
Global,c_113951,c_113952,4.740000000000004,c,c,113951,113952
Global,c_114245,c_114246,30.270000000000028,c,c,114245,114246
Global,c_114541,c_114246,2.040000000000002,c,c,114541,114246
Global,c_116303,c_116598,16.110000000000014,c,c,116303,116598
Global,c_116892,c_116893,5.1200000000000045,c,c,116892,116893
Global,c_117187,c_117482,8.320000000000007,c,c,117187,117482
Global,c_117481,c_117482,6.640000000000006,c,c,117481,117482
Global,c_119246,c_119247,3.4300000000000033,c,c,119246,119247
Global,c_120725,c_120430,3.8000000000000034,c,c,120725,120430
Global,c_121020,c_121021,2.7500000000000027,c,c,121020,121021
Global,c_121904,c_121905,2.370000000000002,c,c,121904,121905
Global,c_122491,c_122786,1.4700000000000013,c,c,122491,122786
Global,c_122492,c_122493,2.500000000000002,c,c,122492,122493
Global,c_122785,c_122786,6.000000000000005,c,c,122785,122786
Global,c_123078,c_123373,5.240000000000005,c,c,123078,123373
Global,c_123079,c_123080,4.0000000000000036,c,c,123079,123080
Global,c_123372,c_123373,13.420000000000012,c,c,123372,123373
Global,c_123666,c_123667,6.470000000000006,c,c,123666,123667
Global,c_123960,c_123961,2.280000000000002,c,c,123960,123961
Global,c_124844,p_111604,2581.3300000000017,c,p,124844,111604
Global,p_102936,c_112488,4.12,p,c,102936,112488
Global,p_104065,c_114246,0.01,p,c,104065,114246
Global,p_104073,c_114246,0.01,p,c,104073,114246
Global,p_104097,c_114246,0.58,p,c,104097,114246
Global,p_106116,c_116893,0.16,p,c,106116,116893
Global,p_106126,c_116893,0.65,p,c,106126,116893
Global,c_112488,p_104364,1693.3999999999994,c,p,112488,104364
Global,c_113658,c_113953,39.110000000000035,c,c,113658,113953
Global,c_113659,c_113660,20.160000000000018,c,c,113659,113660
Global,c_113952,c_113953,6.970000000000006,c,c,113952,113953
Global,c_114246,c_114247,35.75000000000002,c,c,114246,114247
Global,c_116598,c_116599,18.290000000000017,c,c,116598,116599
Global,c_116893,c_116894,7.600000000000007,c,c,116893,116894
Global,c_117482,c_117483,17.370000000000015,c,c,117482,117483
Global,c_118953,c_118954,1.150000000000001,c,c,118953,118954
Global,c_119247,c_119248,5.810000000000006,c,c,119247,119248
Global,c_119541,c_119542,3.2500000000000027,c,c,119541,119542
Global,c_119839,c_119544,4.0000000000000036,c,c,119839,119544
Global,c_120131,c_120132,1.3200000000000012,c,c,120131,120132
Global,c_120428,c_120133,2.460000000000002,c,c,120428,120133
Global,c_120429,c_120134,3.790000000000003,c,c,120429,120134
Global,c_120430,c_120135,7.800000000000007,c,c,120430,120135
Global,c_120726,c_120431,3.8200000000000034,c,c,120726,120431
Global,c_121021,c_121316,4.990000000000005,c,c,121021,121316
Global,c_121315,c_121316,3.0100000000000025,c,c,121315,121316
Global,c_121610,c_121611,2.8300000000000027,c,c,121610,121611
Global,c_121905,c_121906,5.920000000000005,c,c,121905,121906
Global,c_122199,c_122200,3.160000000000003,c,c,122199,122200
Global,c_122202,p_109852,3.410000000000003,c,p,122202,109852
Global,c_122493,c_122494,5.720000000000005,c,c,122493,122494
Global,c_122496,c_122495,3.160000000000003,c,c,122496,122495
Global,c_122786,c_123081,11.47000000000001,c,c,122786,123081
Global,c_122787,c_122788,3.950000000000004,c,c,122787,122788
Global,c_122790,c_122495,3.9700000000000033,c,c,122790,122495
Global,c_123080,c_123081,8.000000000000007,c,c,123080,123081
Global,c_123373,c_123668,21.88000000000002,c,c,123373,123668
Global,c_123374,c_123375,3.960000000000003,c,c,123374,123375
Global,c_123377,c_123082,3.570000000000003,c,c,123377,123082
Global,c_123667,c_123668,10.34000000000001,c,c,123667,123668
Global,c_123961,c_123962,6.260000000000005,c,c,123961,123962
Global,c_124255,c_124256,1.080000000000001,c,c,124255,124256
Global,c_124259,c_124258,1.2600000000000011,c,c,124259,124258
Global,c_124550,c_124551,1.2900000000000011,c,c,124550,124551
Global,p_106010,c_116599,0.71,p,c,106010,116599
Global,p_107940,c_119542,0.01,p,c,107940,119542
Global,p_107948,c_119542,0.03,p,c,107948,119542
Global,p_107957,c_119542,0.01,p,c,107957,119542
Global,p_107965,c_119542,0.01,p,c,107965,119542
Global,p_107976,c_119542,0.06,p,c,107976,119542
Global,p_107977,c_119542,0.01,p,c,107977,119542
Global,p_107982,c_119542,0.01,p,c,107982,119542
Global,p_107992,c_119542,0.02,p,c,107992,119542
Global,p_108302,c_120134,0.01,p,c,108302,120134
Global,p_108310,c_120134,0.01,p,c,108310,120134
Global,p_108327,c_120134,0.01,p,c,108327,120134
Global,p_108329,c_119837,2.59,p,c,108329,119837
Global,p_108333,c_120133,0.25,p,c,108333,120133
Global,p_109655,c_122200,0.01,p,c,109655,122200
Global,p_109749,c_122494,0.01,p,c,109749,122494
Global,p_110110,c_122789,1.41,p,c,110110,122789
Global,p_110122,c_123083,0.01,p,c,110122,123083
Global,p_110135,c_123083,0.02,p,c,110135,123083
Global,p_110314,c_123081,2.54,p,c,110314,123081
Global,p_110321,c_123376,0.01,p,c,110321,123376
Global,p_110435,c_123670,0.01,p,c,110435,123670
Global,p_110476,c_123668,0.08,p,c,110476,123668
Global,p_110707,c_123965,0.01,p,c,110707,123965
Global,p_111126,c_123670,5.17,p,c,111126,123670
Global,p_111283,c_124551,0.53,p,c,111283,124551
Global,p_111540,c_124551,1.54,p,c,111540,124551
Global,p_111604,c_124551,2584.040000000002,p,c,111604,124551
Global,c_113660,c_113955,24.08000000000002,c,c,113660,113955
Global,c_113953,c_114248,48.46000000000004,c,c,113953,114248
Global,c_113954,c_113955,3.880000000000003,c,c,113954,113955
Global,c_114247,c_114248,38.700000000000024,c,c,114247,114248
Global,c_116599,c_116600,21.10000000000002,c,c,116599,116600
Global,c_116894,c_116895,11.22000000000001,c,c,116894,116895
Global,c_117189,c_117190,3.0900000000000025,c,c,117189,117190
Global,c_117483,c_117484,19.920000000000016,c,c,117483,117484
Global,c_117777,c_117778,1.4500000000000013,c,c,117777,117778
Global,c_118954,c_118955,3.8900000000000032,c,c,118954,118955
Global,c_119248,c_119249,9.100000000000009,c,c,119248,119249
Global,c_119542,p_108320,5.440000000000003,c,p,119542,108320
Global,c_119543,p_108320,2.0100000000000016,c,p,119543,108320
Global,c_119544,c_119249,7.990000000000007,c,c,119544,119249
Global,c_119837,p_108320,3.620000000000001,c,p,119837,108320
Global,c_119838,p_108320,1.2800000000000011,c,p,119838,108320
Global,c_119840,c_119545,4.0000000000000036,c,c,119840,119545
Global,c_120132,p_108320,3.440000000000003,c,p,120132,108320
Global,c_120133,p_108320,4.610000000000004,c,p,120133,108320
Global,c_120134,p_108320,6.210000000000004,c,p,120134,108320
Global,c_120135,c_120136,10.090000000000009,c,c,120135,120136
Global,c_120431,c_120136,7.820000000000007,c,c,120431,120136
Global,c_120727,c_120432,3.670000000000003,c,c,120727,120432
Global,c_121316,c_121317,11.640000000000011,c,c,121316,121317
Global,c_121611,c_121612,6.070000000000006,c,c,121611,121612
Global,c_121906,p_111194,7.950000000000007,c,p,121906,111194
Global,c_122200,p_111194,6.760000000000006,c,p,122200,111194
Global,c_122494,p_111194,7.810000000000007,c,p,122494,111194
Global,c_122495,p_111194,8.600000000000009,c,p,122495,111194
Global,c_122788,p_111194,7.550000000000008,c,p,122788,111194
Global,c_122789,p_111194,2.890000000000001,c,p,122789,111194
Global,c_123081,p_111194,25.01000000000002,c,p,123081,111194
