network_name,child,parent,flow_ha,child_type,parent_type,child_id,parent_id
Global,p_93353,c_97739,1367.3100000000002,p,c,93353,97739
Global,c_97739,p_93347,1368.67,c,p,97739,93347
Global,c_122427,c_122428,1.9800000000000015,c,c,122427,122428
Global,p_93347,c_98031,1372.18,p,c,93347,98031
Global,p_93476,c_98031,1.04,p,c,93476,98031
Global,p_109718,c_122428,0.08,p,c,109718,122428
Global,c_98031,c_98326,1375.69,c,c,98031,98326
Global,c_122428,c_122429,3.0600000000000023,c,c,122428,122429
Global,p_93566,c_98326,0.14,p,c,93566,98326
Global,p_93665,c_98326,0.01,p,c,93665,98326
Global,p_93710,c_98326,0.33,p,c,93710,98326
Global,p_93729,c_98326,0.05,p,c,93729,98326
Global,p_109684,c_122429,0.14,p,c,109684,122429
Global,p_109693,c_122429,0.01,p,c,109693,122429
Global,c_98326,p_94104,1378.22,c,p,98326,94104
Global,c_122429,c_122430,4.310000000000003,c,c,122429,122430
Global,c_123315,c_123316,1.6900000000000015,c,c,123315,123316
Global,c_122430,c_122431,7.4100000000000055,c,c,122430,122431
Global,c_123316,c_123021,3.330000000000003,c,c,123316,123021
Global,c_123628,c_123627,1.3400000000000012,c,c,123628,123627
Global,p_94104,c_99209,1384.75,p,c,94104,99209
Global,c_99209,c_99504,1385.92,c,c,99209,99504
Global,c_122431,c_122726,8.590000000000007,c,c,122431,122726
Global,c_123021,c_122726,5.310000000000005,c,c,123021,122726
Global,c_123317,c_123022,2.380000000000002,c,c,123317,123022
Global,c_123627,c_123922,4.020000000000003,c,c,123627,123922
Global,c_123923,c_123922,3.730000000000003,c,c,123923,123922
Global,p_113174,c_127457,0.01,p,c,113174,127457
Global,p_113189,c_127457,0.01,p,c,113189,127457
Global,p_113228,c_127457,0.12,p,c,113228,127457
Global,p_113242,c_127457,0.01,p,c,113242,127457
Global,p_113254,c_127457,0.01,p,c,113254,127457
Global,p_113285,c_127457,0.05,p,c,113285,127457
Global,p_113317,c_127457,0.09,p,c,113317,127457
Global,p_113370,c_127457,0.27,p,c,113370,127457
Global,c_99504,c_99799,1389.64,c,c,99504,99799
Global,c_122726,c_122727,17.240000000000016,c,c,122726,122727
Global,c_123022,c_122727,5.700000000000005,c,c,123022,122727
Global,c_123023,c_122728,3.4300000000000033,c,c,123023,122728
Global,c_123318,c_123319,3.240000000000003,c,c,123318,123319
Global,c_123922,c_123921,11.740000000000009,c,c,123922,123921
Global,c_124218,c_124217,2.6600000000000024,c,c,124218,124217
Global,c_124810,c_124515,1.5800000000000014,c,c,124810,124515
Global,c_125106,c_125105,1.250000000000001,c,c,125106,125105
Global,c_127163,c_127164,2.7800000000000025,c,c,127163,127164
Global,c_127457,c_127458,2.5800000000000005,c,c,127457,127458
Global,p_94501,c_99799,0.02,p,c,94501,99799
Global,p_94544,c_99799,2.28,p,c,94544,99799
Global,p_109138,c_121255,0.68,p,c,109138,121255
Global,p_109155,c_121255,0.01,p,c,109155,121255
Global,p_109210,c_121550,0.23,p,c,109210,121550
Global,p_109723,c_122434,0.01,p,c,109723,122434
Global,c_99799,p_94581,1392.94,c,p,99799,94581
Global,c_120959,p_109821,1.4200000000000013,c,p,120959,109821
Global,c_121254,p_109821,2.710000000000002,c,p,121254,109821
Global,c_121255,p_109821,2.5000000000000013,c,p,121255,109821
Global,c_121550,p_109821,2.9000000000000026,c,p,121550,109821
Global,c_121843,p_109821,1.080000000000001,c,p,121843,109821
Global,c_122434,p_109821,1.100000000000001,c,p,122434,109821
Global,c_122727,p_110564,25.950000000000024,c,p,122727,110564
Global,c_122728,p_110564,5.510000000000005,c,p,122728,110564
Global,c_122729,p_109970,1.9600000000000015,c,p,122729,109970
Global,c_123024,c_123025,2.240000000000002,c,c,123024,123025
Global,c_123319,c_123320,6.590000000000006,c,c,123319,123320
Global,c_123613,c_123614,2.7900000000000027,c,c,123613,123614
Global,c_123908,c_123909,2.9700000000000024,c,c,123908,123909
Global,c_123921,c_124216,13.21000000000001,c,c,123921,124216
Global,c_124217,c_124216,6.5700000000000065,c,c,124217,124216
Global,c_124220,p_111424,2.070000000000002,c,p,124220,111424
Global,c_124513,c_124512,2.320000000000002,c,c,124513,124512
Global,c_124514,p_111424,2.9400000000000026,c,p,124514,111424
Global,c_124515,p_111424,4.210000000000004,c,p,124515,111424
Global,c_124809,c_124808,1.5600000000000014,c,c,124809,124808
Global,c_125105,c_125104,5.170000000000004,c,c,125105,125104
Global,c_125389,c_125094,3.6800000000000033,c,c,125389,125094
Global,c_125401,c_125400,2.030000000000002,c,c,125401,125400
Global,c_125684,c_125685,3.520000000000003,c,c,125684,125685
Global,c_127164,c_127459,4.2100000000000035,c,c,127164,127459
Global,c_127458,c_127459,5.730000000000004,c,c,127458,127459
Global,c_128049,c_127754,3.870000000000004,c,c,128049,127754
Global,c_128344,c_128345,2.150000000000002,c,c,128344,128345
Global,c_123025,c_123026,5.560000000000005,c,c,123025,123026
Global,c_123320,c_123615,10.21000000000001,c,c,123320,123615
Global,c_123614,c_123615,6.320000000000006,c,c,123614,123615
Global,c_123909,c_123910,5.610000000000005,c,c,123909,123910
Global,c_124205,c_123910,3.1300000000000026,c,c,124205,123910
Global,c_124206,c_123911,3.460000000000003,c,c,124206,123911
Global,c_124216,c_124511,22.99000000000002,c,c,124216,124511
Global,c_124512,c_124511,6.300000000000005,c,c,124512,124511
Global,c_124798,c_124799,1.190000000000001,c,c,124798,124799
Global,c_124808,c_124807,4.930000000000004,c,c,124808,124807
Global,c_125094,c_124799,6.970000000000006,c,c,125094,124799
Global,c_125104,c_125103,8.550000000000008,c,c,125104,125103
Global,c_125390,c_125095,3.8900000000000032,c,c,125390,125095
Global,c_125400,c_125399,5.590000000000005,c,c,125400,125399
Global,c_125685,c_125686,6.260000000000005,c,c,125685,125686
Global,c_125696,c_125695,1.240000000000001,c,c,125696,125695
Global,c_127459,c_127460,12.740000000000009,c,c,127459,127460
Global,c_127754,c_127755,7.800000000000008,c,c,127754,127755
Global,c_128050,c_127755,3.440000000000003,c,c,128050,127755
Global,c_128345,c_128346,5.560000000000005,c,c,128345,128346
Global,c_128935,c_128640,1.7200000000000015,c,c,128935,128640
Global,c_129230,c_129231,2.8500000000000023,c,c,129230,129231
Global,p_94581,c_100092,1395.69,p,c,94581,100092
Global,p_94644,c_100092,0.02,p,c,94644,100092
Global,p_95167,c_100092,3.04,p,c,95167,100092
Global,p_109821,c_122436,85.45,p,c,109821,122436
Global,p_109879,c_122731,0.05,p,c,109879,122731
Global,p_109970,c_122731,4.670000000000002,p,c,109970,122731
Global,p_110564,c_122731,39.24000000000003,p,c,110564,122731
Global,p_110625,c_123615,0.01,p,c,110625,123615
Global,p_110637,c_123615,0.01,p,c,110637,123615
Global,p_111029,c_123910,4.45,p,c,111029,123910
Global,p_111424,c_124807,11.47000000000001,p,c,111424,124807
Global,p_111660,c_124799,0.01,p,c,111660,124799
Global,p_111678,c_125103,0.01,p,c,111678,125103
Global,p_111863,c_124799,0.74,p,c,111863,124799
Global,c_100092,p_95016,1400.57,c,p,100092,95016
Global,c_122436,p_110573,87.09,c,p,122436,110573
Global,c_122731,p_110573,47.16000000000003,c,p,122731,110573
Global,c_122732,p_110573,1.9900000000000015,c,p,122732,110573
Global,c_123026,p_110573,7.010000000000006,c,p,123026,110573
Global,c_123030,c_123325,1.6800000000000015,c,c,123030,123325
Global,c_123326,c_123325,2.040000000000002,c,c,123326,123325
Global,c_123327,c_123622,1.4400000000000013,c,c,123327,123622
Global,c_123615,p_110798,19.37000000000002,c,p,123615,110798
Global,c_123618,c_123619,2.9400000000000026,c,c,123618,123619
Global,c_123910,p_110798,14.730000000000008,c,p,123910,110798
Global,c_123911,p_110798,6.500000000000005,c,p,123911,110798
Global,c_123912,c_123913,1.6800000000000015,c,c,123912,123913
Global,c_124207,c_124208,3.240000000000003,c,c,124207,124208
Global,c_124214,c_124213,1.5900000000000014,c,c,124214,124213
Global,c_124511,c_124510,33.15000000000003,c,c,124511,124510
Global,c_124799,c_124504,12.53000000000001,c,c,124799,124504
Global,c_124807,c_124806,19.920000000000016,c,c,124807,124806
Global,c_125095,c_124800,7.720000000000006,c,c,125095,124800
Global,c_125096,c_124801,3.4300000000000033,c,c,125096,124801
Global,c_125103,c_125102,11.49000000000001,c,c,125103,125102
Global,c_125391,c_125392,2.3100000000000023,c,c,125391,125392
Global,c_125399,c_125398,9.31000000000001,c,c,125399,125398
Global,c_125686,c_125687,8.500000000000007,c,c,125686,125687
Global,c_125695,c_125694,4.940000000000005,c,c,125695,125694
Global,c_125991,c_125990,1.070000000000001,c,c,125991,125990
Global,c_127460,c_127461,15.780000000000012,c,c,127460,127461
Global,c_127755,c_127756,14.590000000000014,c,c,127755,127756
Global,c_128051,c_127756,3.360000000000003,c,c,128051,127756
Global,c_128346,c_128641,8.140000000000008,c,c,128346,128641
Global,c_128640,c_128641,5.3700000000000045,c,c,128640,128641
Global,c_128936,c_128641,3.210000000000002,c,c,128936,128641
Global,c_129231,c_129232,4.780000000000004,c,c,129231,129232
Global,p_110417,c_123621,0.41,p,c,110417,123621
Global,p_110434,c_123621,0.01,p,c,110434,123621
Global,p_110468,c_123621,0.08,p,c,110468,123621
Global,p_110549,c_123621,0.63,p,c,110549,123621
Global,p_111114,c_124213,0.02,p,c,111114,124213
Global,p_111130,c_124213,0.01,p,c,111130,124213
Global,p_113315,c_127461,0.42,p,c,113315,127461
Global,c_123325,c_123620,5.380000000000005,c,c,123325,123620
Global,c_123619,c_123620,5.130000000000004,c,c,123619,123620
Global,c_123621,c_123620,2.240000000000001,c,c,123621,123620
Global,c_123622,c_123917,2.9500000000000024,c,c,123622,123917
Global,c_123913,c_123914,5.470000000000004,c,c,123913,123914
Global,c_124208,c_124209,6.870000000000006,c,c,124208,124209
Global,c_124213,c_124508,4.1700000000000035,c,c,124213,124508
Global,c_124504,c_124209,15.950000000000014,c,c,124504,124209
Global,c_124509,c_124508,3.4700000000000033,c,c,124509,124508
Global,c_124510,c_124805,36.84000000000003,c,c,124510,124805
Global,c_124800,c_124505,11.38000000000001,c,c,124800,124505
Global,c_124801,c_124506,5.840000000000005,c,c,124801,124506
Global,c_124806,c_124805,23.83000000000002,c,c,124806,124805
Global,c_125097,c_124802,2.980000000000002,c,c,125097,124802
Global,c_125102,c_125101,14.980000000000015,c,c,125102,125101
Global,c_125392,c_125393,6.230000000000006,c,c,125392,125393
Global,c_125398,c_125397,11.210000000000012,c,c,125398,125397
Global,c_125687,c_125688,12.480000000000011,c,c,125687,125688
Global,c_125694,c_125693,8.510000000000009,c,c,125694,125693
Global,c_125990,c_125989,5.020000000000005,c,c,125990,125989
Global,c_126285,c_126284,3.870000000000004,c,c,126285,126284
Global,c_126286,c_126581,2.190000000000002,c,c,126286,126581
Global,c_127174,c_127173,1.490000000000001,c,c,127174,127173
Global,c_127461,c_127462,17.480000000000015,c,c,127461,127462
Global,c_127756,c_127757,20.480000000000018,c,c,127756,127757
Global,c_128052,c_127757,2.7700000000000022,c,c,128052,127757
Global,c_128641,c_128642,20.720000000000017,c,c,128641,128642
Global,c_128937,c_128642,3.540000000000003,c,c,128937,128642
Global,c_129232,c_129233,7.2800000000000065,c,c,129232,129233
Global,p_95016,c_100682,1402.6499999999999,p,c,95016,100682
Global,p_95410,c_100682,3.75,p,c,95410,100682
Global,p_110551,c_123620,0.13,p,c,110551,123620
Global,p_110573,c_123620,185.77000000000007,p,c,110573,123620
Global,p_110578,c_123620,0.01,p,c,110578,123620
Global,p_110597,c_123620,0.01,p,c,110597,123620
Global,p_110798,c_123620,57.13000000000003,p,c,110798,123620
Global,p_111003,c_124209,0.01,p,c,111003,124209
Global,p_111012,c_124211,0.01,p,c,111012,124211
Global,p_111019,c_124211,0.01,p,c,111019,124211
Global,p_111064,c_124210,0.04,p,c,111064,124210
Global,p_111081,c_124211,0.01,p,c,111081,124211
Global,p_111665,c_123620,8.88,p,c,111665,123620
Global,p_111677,c_125099,0.01,p,c,111677,125099
Global,p_111832,c_125099,0.3,p,c,111832,125099
Global,p_112039,c_125693,2.31,p,c,112039,125693
Global,p_112116,c_125693,0.51,p,c,112116,125693
Global,c_100682,p_95703,1407.7399999999998,c,p,100682,95703
Global,c_123620,p_112077,265.8200000000001,c,p,123620,112077
Global,c_123914,p_112077,8.270000000000007,c,p,123914,112077
Global,c_123915,p_112077,1.130000000000001,c,p,123915,112077
Global,c_123917,p_112077,5.7400000000000055,c,p,123917,112077
Global,c_124209,p_112077,25.700000000000024,c,p,124209,112077
Global,c_124210,p_112077,3.1700000000000026,c,p,124210,112077
Global,c_124211,p_112077,2.0600000000000014,c,p,124211,112077
Global,c_124505,p_112077,15.140000000000013,c,p,124505,112077
Global,c_124506,p_112077,7.810000000000007,c,p,124506,112077
Global,c_124508,p_112077,8.740000000000009,c,p,124508,112077
Global,c_124802,p_112077,6.460000000000005,c,p,124802,112077
Global,c_124804,p_112077,2.290000000000002,c,p,124804,112077
Global,c_124805,c_125100,64.48000000000005,c,c,124805,125100
Global,c_125098,p_112077,1.3000000000000012,c,p,125098,112077
Global,c_125099,c_125100,1.370000000000001,c,c,125099,125100
Global,c_125101,c_125100,18.980000000000018,c,c,125101,125100
Global,c_125393,p_112077,8.290000000000008,c,p,125393,112077
Global,c_125397,c_125396,15.030000000000015,c,c,125397,125396
Global,c_125688,p_112077,14.720000000000013,c,p,125688,112077
Global,c_125693,c_125692,13.950000000000012,c,c,125693,125692
Global,c_125989,c_125988,8.860000000000008,c,c,125989,125988
Global,c_126284,c_126283,6.830000000000006,c,c,126284,126283
Global,c_126580,c_126579,3.630000000000003,c,c,126580,126579
Global,c_126581,c_126876,5.310000000000005,c,c,126581,126876
Global,c_126877,c_126876,3.140000000000003,c,c,126877,126876
Global,c_127173,c_127172,5.250000000000004,c,c,127173,127172
Global,c_127462,c_127167,19.290000000000017,c,c,127462,127167
Global,c_127469,c_127468,3.160000000000003,c,c,127469,127468
Global,c_127757,c_127758,25.980000000000025,c,c,127757,127758
Global,c_128053,c_127758,3.620000000000003,c,c,128053,127758
Global,c_128348,c_128349,2.9700000000000024,c,c,128348,128349
Global,c_128642,c_128643,27.800000000000022,c,c,128642,128643
Global,c_128938,c_128643,3.620000000000003,c,c,128938,128643
Global,c_129233,c_129234,8.940000000000008,c,c,129233,129234
Global,c_129527,c_129528,2.950000000000003,c,c,129527,129528
Global,p_111907,c_125396,0.03,p,c,111907,125396
Global,p_111915,c_125396,0.01,p,c,111915,125396
Global,p_111960,c_125396,0.45,p,c,111960,125396
Global,p_112634,c_126576,0.01,p,c,112634,126576
Global,p_112788,c_126576,2.17,p,c,112788,126576
Global,p_113141,c_127167,0.01,p,c,113141,127167
Global,p_113155,c_127167,0.01,p,c,113155,127167
Global,p_113185,c_127167,0.22,p,c,113185,127167
Global,p_113879,c_128349,0.01,p,c,113879,128349
Global,p_113910,c_128349,0.1,p,c,113910,128349
Global,c_125100,c_125395,88.77000000000007,c,c,125100,125395
Global,c_125396,c_125395,18.40000000000002,c,c,125396,125395
Global,c_125691,c_125690,3.8400000000000034,c,c,125691,125690
Global,c_125692,c_125987,17.500000000000014,c,c,125692,125987
Global,c_125988,c_125987,12.140000000000011,c,c,125988,125987
Global,c_126280,c_125985,1.6600000000000017,c,c,126280,125985
Global,c_126283,c_126282,10.46000000000001,c,c,126283,126282
Global,c_126576,c_126577,3.8400000000000016,c,c,126576,126577
Global,c_126579,c_126578,7.230000000000006,c,c,126579,126578
Global,c_126875,c_126874,2.710000000000002,c,c,126875,126874
Global,c_126876,c_127171,12.37000000000001,c,c,126876,127171
Global,c_127167,c_126872,22.22000000000002,c,c,127167,126872
Global,c_127172,c_127171,8.930000000000007,c,c,127172,127171
Global,c_127463,c_127168,2.420000000000002,c,c,127463,127168
Global,c_127468,c_127467,6.280000000000006,c,c,127468,127467
Global,c_127758,c_127759,33.31000000000003,c,c,127758,127759
Global,c_127764,c_127763,4.0000000000000036,c,c,127764,127763
Global,c_128054,c_127759,3.690000000000003,c,c,128054,127759
Global,c_128349,c_128350,6.490000000000005,c,c,128349,128350
Global,c_128643,c_128644,34.89000000000003,c,c,128643,128644
Global,c_128939,c_128644,3.770000000000003,c,c,128939,128644
Global,c_129234,c_129235,12.380000000000011,c,c,129234,129235
Global,c_129528,c_129529,6.930000000000006,c,c,129528,129529
Global,p_95703,c_101865,1416.2199999999998,p,c,95703,101865
Global,p_95707,c_101865,1.33,p,c,95707,101865
Global,p_95826,c_101865,0.34,p,c,95826,101865
Global,p_112077,c_125395,401.2800000000002,p,c,112077,125395
Global,p_112101,c_125690,0.01,p,c,112101,125690
Global,p_112278,c_125985,0.01,p,c,112278,125985
Global,p_112960,c_126874,0.01,p,c,112960,126874
Global,p_113129,c_127168,0.02,p,c,113129,127168
Global,p_113137,c_125690,17.37,p,c,113137,125690
Global,p_113260,c_127168,4.3,p,c,113260,127168
Global,p_113880,c_128350,0.02,p,c,113880,128350
Global,p_113888,c_128350,0.25,p,c,113888,128350
Global,c_101865,p_96298,1419.8799999999997,c,p,101865,96298
Global,c_125395,p_114034,511.5500000000003,c,p,125395,114034
Global,c_125690,p_114034,22.810000000000006,c,p,125690,114034
Global,c_125985,p_114034,2.7900000000000027,c,p,125985,114034
Global,c_125986,p_114034,1.8200000000000016,c,p,125986,114034
Global,c_125987,p_114034,31.890000000000025,c,p,125987,114034
Global,c_126282,p_114034,12.450000000000012,c,p,126282,114034
Global,c_126577,p_114034,4.940000000000003,c,p,126577,114034
Global,c_126578,p_114034,9.90000000000001,c,p,126578,114034
Global,c_126872,p_114034,25.530000000000022,c,p,126872,114034
Global,c_126873,p_114034,1.5700000000000014,c,p,126873,114034
Global,c_126874,p_114034,6.200000000000005,c,p,126874,114034
Global,c_127168,p_114034,7.850000000000003,c,p,127168,114034
Global,c_127171,p_114034,23.86000000000002,c,p,127171,114034
Global,c_127464,p_114171,3.3700000000000028,c,p,127464,114171
Global,c_127466,p_114034,1.120000000000001,c,p,127466,114034
Global,c_127467,p_114034,9.81000000000001,c,p,127467,114034
Global,c_127759,p_114171,40.66000000000004,c,p,127759,114171
Global,c_127763,p_114034,6.320000000000006,c,p,127763,114034
Global,c_128055,p_114171,1.8700000000000017,c,p,128055,114171
Global,c_128059,c_128354,3.2900000000000027,c,c,128059,128354
Global,c_128350,p_114171,9.750000000000007,c,p,128350,114171
Global,c_128644,p_114171,42.260000000000034,c,p,128644,114171
Global,c_128645,c_128646,2.7800000000000025,c,c,128645,128646
Global,c_128940,c_128941,3.580000000000003,c,c,128940,128941
Global,c_129235,c_129236,15.980000000000015,c,c,129235,129236
Global,c_129529,c_129530,10.73000000000001,c,c,129529,129530
Global,c_129823,c_129824,3.730000000000003,c,c,129823,129824
Global,p_113794,c_128354,1.16,p,c,113794,128354
Global,c_128354,c_128649,7.880000000000006,c,c,128354,128649
Global,c_128646,c_128647,4.2100000000000035,c,c,128646,128647
Global,c_128941,c_128942,6.590000000000005,c,c,128941,128942
Global,c_129236,c_129237,19.78000000000002,c,c,129236,129237
Global,c_129530,c_129531,14.460000000000012,c,c,129530,129531
Global,c_129824,c_129825,7.540000000000006,c,c,129824,129825
Global,c_130118,c_130119,3.810000000000003,c,c,130118,130119
Global,p_96143,c_102753,0.01,p,c,96143,102753
Global,p_96148,c_102753,0.02,p,c,96148,102753
Global,p_96298,c_102753,1470.6999999999996,p,c,96298,102753
Global,p_114034,c_128647,709.0000000000007,p,c,114034,128647
Global,p_114114,c_128647,0.01,p,c,114114,128647
Global,p_114129,c_128647,0.01,p,c,114129,128647
Global,p_114143,c_128649,0.01,p,c,114143,128649
Global,p_114157,c_128647,0.01,p,c,114157,128647
Global,p_114171,c_128647,110.37000000000009,p,c,114171,128647
Global,p_114182,c_128647,0.01,p,c,114182,128647
Global,p_114222,c_128943,0.01,p,c,114222,128943
Global,c_102753,c_103048,1472.6599999999996,c,c,102753,103048
Global,c_128647,p_114585,824.6700000000008,c,p,128647,114585
Global,c_128649,c_128944,9.940000000000007,c,c,128649,128944
Global,c_128942,p_114585,8.580000000000007,c,p,128942,114585
Global,c_128943,c_128944,1.500000000000001,c,c,128943,128944
Global,c_129237,c_129238,23.650000000000023,c,c,129237,129238
Global,c_129531,c_129532,18.360000000000014,c,c,129531,129532
Global,c_129825,c_129826,11.440000000000008,c,c,129825,129826
Global,c_130119,c_130120,6.790000000000005,c,c,130119,130120
Global,p_96449,c_103048,0.8,p,c,96449,103048
Global,p_114319,c_128944,1.63,p,c,114319,128944
Global,p_114437,c_128944,1.07,p,c,114437,128944
Global,c_103048,c_103049,1475.3799999999997,c,c,103048,103049
Global,c_128944,c_129239,15.170000000000009,c,c,128944,129239
Global,c_129238,c_129239,27.170000000000027,c,c,129238,129239
Global,c_129532,c_129533,22.230000000000018,c,c,129532,129533
Global,c_129826,c_129827,15.430000000000012,c,c,129826,129827
Global,c_130120,c_130121,9.300000000000008,c,c,130120,130121
Global,p_96454,c_103049,0.25,p,c,96454,103049
Global,p_114585,c_129239,837.8100000000007,p,c,114585,129239
Global,p_114720,c_129239,5.89,p,c,114720,129239
Global,c_103049,c_103050,1477.2499999999995,c,c,103049,103050
Global,c_129239,c_129534,887.8000000000008,c,c,129239,129534
Global,c_129533,c_129534,26.07000000000002,c,c,129533,129534
Global,c_129827,c_129828,19.150000000000016,c,c,129827,129828
Global,c_130121,c_130122,12.38000000000001,c,c,130121,130122
Global,p_96310,c_103050,0.18,p,c,96310,103050
Global,c_103050,p_97830,1479.6799999999996,c,p,103050,97830
Global,c_129534,c_129829,916.7500000000008,c,c,129534,129829
Global,c_129828,c_129829,22.40000000000002,c,c,129828,129829
Global,c_130122,c_130123,16.030000000000012,c,c,130122,130123
Global,c_129829,c_130124,942.9800000000008,c,c,129829,130124
Global,c_130123,c_130124,19.720000000000013,c,c,130123,130124
Global,c_130417,c_130418,3.0400000000000027,c,c,130417,130418
Global,p_97698,c_105412,1.82,p,c,97698,105412
Global,p_97830,c_105412,1520.4199999999996,p,c,97830,105412
Global,p_98059,c_105412,17.52,p,c,98059,105412
Global,c_105412,p_99051,1541.3599999999997,c,p,105412,99051
Global,c_130124,c_130125,966.5400000000009,c,c,130124,130125
Global,c_130418,c_130419,6.830000000000005,c,c,130418,130419
Global,c_130712,c_130713,1.8800000000000017,c,c,130712,130713
Global,p_116144,c_130713,3.22,p,c,116144,130713
Global,c_130125,c_130420,969.5800000000008,c,c,130125,130420
Global,c_130419,c_130420,10.78000000000001,c,c,130419,130420
Global,c_130713,c_130714,8.220000000000004,c,c,130713,130714
Global,p_99051,c_106593,1557.1599999999996,p,c,99051,106593
Global,c_106593,p_100209,1559.1999999999996,c,p,106593,100209
Global,c_130420,c_130421,982.9200000000008,c,c,130420,130421
Global,c_130714,c_130715,12.050000000000008,c,c,130714,130715
Global,c_131008,c_131009,1.7200000000000015,c,c,131008,131009
Global,c_130421,c_130422,984.4800000000007,c,c,130421,130422
Global,c_130715,c_130716,14.13000000000001,c,c,130715,130716
Global,c_131009,c_131010,4.010000000000003,c,c,131009,131010
Global,p_100209,c_107478,1597.3599999999997,p,c,100209,107478
Global,c_107478,p_100625,1598.3999999999996,c,p,107478,100625
Global,c_130422,c_130423,986.2900000000006,c,c,130422,130423
Global,c_130716,c_130717,17.46000000000001,c,c,130716,130717
Global,c_131010,c_131011,7.740000000000006,c,c,131010,131011
Global,c_130423,c_130718,987.6300000000007,c,c,130423,130718
Global,c_130717,c_130718,21.440000000000015,c,c,130717,130718
Global,c_131011,c_131012,11.71000000000001,c,c,131011,131012
Global,p_100390,c_108956,0.03,p,c,100390,108956
Global,p_100625,c_108956,1628.6999999999996,p,c,100625,108956
Global,c_108956,c_108955,1630.4899999999996,c,c,108956,108955
Global,c_130718,c_130719,1012.4800000000007,c,c,130718,130719
Global,c_131012,c_131013,14.610000000000012,c,c,131012,131013
Global,p_100506,c_108955,0.28,p,c,100506,108955
Global,c_108955,c_108954,1633.5499999999995,c,c,108955,108954
Global,c_130719,c_131014,1014.1100000000007,c,c,130719,131014
Global,c_131013,c_131014,16.400000000000013,c,c,131013,131014
Global,c_108954,c_109249,1637.4899999999996,c,c,108954,109249
Global,c_131014,c_131015,1033.7800000000007,c,c,131014,131015
Global,c_109249,c_109248,1639.2299999999996,c,c,109249,109248
Global,c_131015,c_131016,1037.1900000000007,c,c,131015,131016
Global,c_131309,c_131310,1.7300000000000015,c,c,131309,131310
Global,c_109248,c_109543,1642.4499999999996,c,c,109248,109543
Global,c_131016,c_131311,1039.4500000000007,c,c,131016,131311
Global,c_131310,c_131311,3.0800000000000027,c,c,131310,131311
Global,p_100822,c_109543,0.55,p,c,100822,109543
Global,c_109543,c_109838,1645.9499999999996,c,c,109543,109838
Global,c_131311,c_131312,1043.6700000000008,c,c,131311,131312
Global,p_100874,c_109838,0.41,p,c,100874,109838
Global,c_109838,c_110133,1649.3999999999996,c,c,109838,110133
Global,c_122774,c_122775,1.4000000000000012,c,c,122774,122775
Global,c_131312,c_131313,1046.3700000000008,c,c,131312,131313
Global,c_131619,c_131620,2.0100000000000016,c,c,131619,131620
Global,c_131902,c_131607,1.9500000000000015,c,c,131902,131607
Global,p_101237,c_110133,0.39,p,c,101237,110133
Global,p_116299,c_131620,0.79,p,c,116299,131620
Global,c_110133,c_110428,1653.5499999999997,c,c,110133,110428
Global,c_122775,c_123070,2.9300000000000024,c,c,122775,123070
Global,c_127478,c_127479,1.210000000000001,c,c,127478,127479
Global,c_127774,c_127479,2.8400000000000025,c,c,127774,127479
Global,c_128069,c_128070,1.2900000000000011,c,c,128069,128070
Global,c_131313,c_131608,1047.8300000000008,c,c,131313,131608
Global,c_131607,c_131608,3.320000000000003,c,c,131607,131608
Global,c_131620,p_116668,5.100000000000004,c,p,131620,116668
Global,c_131903,c_131608,3.460000000000003,c,c,131903,131608
Global,c_132197,c_132198,3.830000000000003,c,c,132197,132198
Global,c_132201,c_132200,2.1300000000000017,c,c,132201,132200
Global,c_132494,c_132199,1.9400000000000015,c,c,132494,132199
Global,c_132495,c_132200,3.0000000000000027,c,c,132495,132200
Global,p_116822,c_132200,1.96,p,c,116822,132200
Global,c_110428,c_110723,1656.4199999999996,c,c,110428,110723
Global,c_123070,c_123365,6.650000000000006,c,c,123070,123365
Global,c_127185,c_127186,2.910000000000003,c,c,127185,127186
Global,c_127479,c_127480,7.2800000000000065,c,c,127479,127480
Global,c_127775,c_127480,3.310000000000003,c,c,127775,127480
Global,c_128070,c_128071,5.220000000000004,c,c,128070,128071
Global,c_128363,c_128658,1.6400000000000017,c,c,128363,128658
Global,c_128364,c_128659,1.6200000000000014,c,c,128364,128659
Global,c_128365,c_128366,3.830000000000003,c,c,128365,128366
Global,c_128661,c_128366,2.9700000000000024,c,c,128661,128366
Global,c_131329,c_131034,1.7800000000000016,c,c,131329,131034
Global,c_131608,c_131609,1055.6900000000007,c,c,131608,131609
Global,c_131613,c_131318,1.4200000000000013,c,c,131613,131318
Global,c_131622,c_131327,1.6700000000000017,c,c,131622,131327
Global,c_131904,c_131609,2.9400000000000026,c,c,131904,131609
Global,c_132198,p_116701,7.400000000000006,c,p,132198,116701
Global,c_132199,p_116701,3.690000000000003,c,p,132199,116701
Global,c_132200,p_116701,8.250000000000005,c,p,132200,116701
Global,p_101533,c_110723,0.08,p,c,101533,110723
Global,p_101547,c_110723,0.35,p,c,101547,110723
Global,p_114189,c_128662,0.44,p,c,114189,128662
Global,p_116366,c_131328,1.68,p,c,116366,131328
Global,p_116668,c_131327,13.200000000000003,p,c,116668,131327
Global,c_110723,c_111018,1659.5699999999995,c,c,110723,111018
Global,c_123365,c_123660,8.650000000000007,c,c,123365,123660
Global,c_123658,c_123953,2.2500000000000018,c,c,123658,123953
Global,c_126892,c_126893,2.030000000000002,c,c,126892,126893
