coarse_cell_id,landuse,SavedRestoredHa,ModelRestorableAreaHa,DifferenceHa,Passes
20027,ForestDryPoor,2.78,2.7800000000000025,-2.6645352591003757e-15,TRUE
20028,ForestDryPoor,3.67,3.670000000000003,-3.1086244689504383e-15,TRUE
20029,ForestDryPoor,3.03,3.030000000000003,-3.1086244689504383e-15,TRUE
20315,ForestDryPoor,3.12,3.1200000000000028,-2.6645352591003757e-15,TRUE
20316,ForestDryPoor,1.22,1.220000000000001,-1.1102230246251565e-15,TRUE
20317,ForestDryPoor,1.44,1.4400000000000013,-1.3322676295501878e-15,TRUE
20322,ForestDryPoor,2.74,2.7400000000000024,-2.220446049250313e-15,TRUE
20323,ForestDryPoor,3.3,3.300000000000003,-3.1086244689504383e-15,TRUE
20324,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
20325,ForestDryPoor,1.45,1.4500000000000013,-1.3322676295501878e-15,TRUE
20606,ForestDryPoor,3,3.0000000000000027,-2.6645352591003757e-15,TRUE
20611,ForestDryPoor,3.67,3.670000000000003,-3.1086244689504383e-15,TRUE
20612,ForestDryPoor,3.14,3.140000000000003,-2.6645352591003757e-15,TRUE
20613,ForestDryPoor,1.64,1.6400000000000017,-1.7763568394002505e-15,TRUE
20617,ForestDryPoor,2.1,2.100000000000002,-1.7763568394002505e-15,TRUE
20618,ForestDryPoor,3.14,3.140000000000003,-2.6645352591003757e-15,TRUE
20619,ForestDryPoor,3.92,3.920000000000003,-3.1086244689504383e-15,TRUE
20620,ForestDryPoor,3.62,3.620000000000003,-3.1086244689504383e-15,TRUE
20907,ForestDryPoor,3.86,3.860000000000003,-3.1086244689504383e-15,TRUE
20908,ForestDryPoor,2.15,2.150000000000002,-2.220446049250313e-15,TRUE
20913,ForestDryPoor,3.94,3.940000000000003,-3.1086244689504383e-15,TRUE
20914,ForestDryPoor,3.69,3.690000000000003,-3.1086244689504383e-15,TRUE
20915,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
20916,ForestDryPoor,3.55,3.5500000000000034,-3.552713678800501e-15,TRUE
20917,ForestDryPoor,2.69,2.690000000000002,-2.220446049250313e-15,TRUE
21199,ForestDryPoor,3.26,3.260000000000003,-3.1086244689504383e-15,TRUE
21203,ForestDryPoor,1.54,1.5400000000000014,-1.3322676295501878e-15,TRUE
21210,ForestDryPoor,3.49,3.490000000000003,-2.6645352591003757e-15,TRUE
21211,ForestDryPoor,3.99,3.990000000000004,-3.9968028886505635e-15,TRUE
21492,ForestDryPoor,2.62,2.6200000000000023,-2.220446049250313e-15,TRUE
21498,ForestDryPoor,1.65,1.6500000000000017,-1.7763568394002505e-15,TRUE
21503,ForestDryPoor,1.83,1.8300000000000016,-1.5543122344752192e-15,TRUE
21505,ForestDryPoor,3.98,3.980000000000003,-3.1086244689504383e-15,TRUE
21506,ForestDryPoor,3.61,3.610000000000003,-3.1086244689504383e-15,TRUE
21509,ForestDryPoor,3.92,3.920000000000003,-3.1086244689504383e-15,TRUE
21787,ForestDryPoor,2.95,2.950000000000003,-2.6645352591003757e-15,TRUE
21789,ForestDryPoor,3.77,3.770000000000003,-3.1086244689504383e-15,TRUE
21790,ForestDryPoor,3.75,3.750000000000003,-3.1086244689504383e-15,TRUE
21798,ForestDryPoor,1.98,1.9800000000000015,-1.5543122344752192e-15,TRUE
21801,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
21804,ForestDryPoor,3.68,3.6800000000000033,-3.1086244689504383e-15,TRUE
21805,ForestDryPoor,3.6,3.600000000000003,-3.1086244689504383e-15,TRUE
22083,ForestDryPoor,3.69,3.690000000000003,-3.1086244689504383e-15,TRUE
22084,ForestDryPoor,3.86,3.860000000000003,-3.1086244689504383e-15,TRUE
22085,ForestDryPoor,3.68,3.6800000000000033,-3.1086244689504383e-15,TRUE
22088,ForestDryPoor,1.59,1.5900000000000014,-1.3322676295501878e-15,TRUE
22094,ForestDryPoor,3.96,3.960000000000003,-3.1086244689504383e-15,TRUE
22099,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
22100,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
22380,ForestDryPoor,3.85,3.850000000000003,-3.1086244689504383e-15,TRUE
22381,ForestDryPoor,3.66,3.6600000000000033,-3.1086244689504383e-15,TRUE
22382,ForestDryPoor,3.95,3.950000000000004,-3.9968028886505635e-15,TRUE
22383,ForestDryPoor,1.98,1.9800000000000015,-1.5543122344752192e-15,TRUE
22389,ForestDryPoor,2.81,2.8100000000000023,-2.220446049250313e-15,TRUE
22391,ForestDryPoor,3.9,3.900000000000003,-3.1086244689504383e-15,TRUE
22392,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
22395,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
22397,ForestDryPoor,3.96,3.960000000000003,-3.1086244689504383e-15,TRUE
22676,ForestDryPoor,3.82,3.8200000000000034,-3.552713678800501e-15,TRUE
22678,ForestDryPoor,1.58,1.5800000000000014,-1.3322676295501878e-15,TRUE
22684,ForestDryPoor,1.6,1.6000000000000014,-1.3322676295501878e-15,TRUE
22687,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
22971,ForestDryPoor,3.9,3.900000000000003,-3.1086244689504383e-15,TRUE
22979,ForestDryPoor,2.05,2.0500000000000016,-1.7763568394002505e-15,TRUE
22982,ForestDryPoor,3.93,3.9300000000000033,-3.1086244689504383e-15,TRUE
22983,ForestDryPoor,3.84,3.8400000000000034,-3.552713678800501e-15,TRUE
23265,ForestDryPoor,3.73,3.730000000000003,-3.1086244689504383e-15,TRUE
23266,ForestDryPoor,3.84,3.8400000000000034,-3.552713678800501e-15,TRUE
23267,ForestDryPoor,3.98,3.980000000000003,-3.1086244689504383e-15,TRUE
23274,ForestDryPoor,3.05,3.0500000000000025,-2.6645352591003757e-15,TRUE
23279,ForestDryPoor,3.91,3.910000000000004,-3.9968028886505635e-15,TRUE
23280,ForestDryPoor,3.92,3.920000000000003,-3.1086244689504383e-15,TRUE
23281,ForestDryPoor,3.91,3.910000000000004,-3.9968028886505635e-15,TRUE
23282,ForestDryPoor,2.69,2.690000000000002,-2.220446049250313e-15,TRUE
23560,ForestDryPoor,3.91,3.910000000000004,-3.9968028886505635e-15,TRUE
23561,ForestDryPoor,3.71,3.710000000000003,-3.1086244689504383e-15,TRUE
23562,ForestDryPoor,2.67,2.6700000000000026,-2.6645352591003757e-15,TRUE
23572,ForestDryPoor,3.87,3.870000000000004,-3.9968028886505635e-15,TRUE
23574,ForestDryPoor,3.79,3.790000000000003,-3.1086244689504383e-15,TRUE
23575,ForestDryPoor,3.7,3.7000000000000033,-3.1086244689504383e-15,TRUE
23576,ForestDryPoor,3.86,3.860000000000003,-3.1086244689504383e-15,TRUE
23870,ForestDryPoor,3.93,3.9300000000000033,-3.1086244689504383e-15,TRUE
23871,ForestDryPoor,3.77,3.770000000000003,-3.1086244689504383e-15,TRUE
23872,ForestDryPoor,1.78,1.7800000000000016,-1.5543122344752192e-15,TRUE
23873,ForestDryPoor,3.32,3.320000000000003,-3.1086244689504383e-15,TRUE
23874,ForestDryPoor,3.99,3.990000000000004,-3.9968028886505635e-15,TRUE
23877,ForestDryPoor,3.68,3.6800000000000033,-3.1086244689504383e-15,TRUE
23880,ForestDryPoor,1.16,1.160000000000001,-1.1102230246251565e-15,TRUE
24147,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
24148,ForestDryPoor,3.97,3.9700000000000033,-3.1086244689504383e-15,TRUE
24149,ForestDryPoor,3.86,3.860000000000003,-3.1086244689504383e-15,TRUE
24165,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
24167,ForestDryPoor,2.49,2.490000000000002,-1.7763568394002505e-15,TRUE
24168,ForestDryPoor,2.49,2.490000000000002,-1.7763568394002505e-15,TRUE
24169,ForestDryPoor,2.67,2.6700000000000026,-2.6645352591003757e-15,TRUE
24170,ForestDryPoor,3.11,3.110000000000003,-3.1086244689504383e-15,TRUE
24173,ForestDryPoor,3.41,3.410000000000003,-2.6645352591003757e-15,TRUE
24176,ForestDryPoor,1.02,1.020000000000001,-8.881784197001252e-16,TRUE
24444,ForestDryPoor,3.98,3.980000000000003,-3.1086244689504383e-15,TRUE
24445,ForestDryPoor,3.82,3.8200000000000034,-3.552713678800501e-15,TRUE
24462,ForestDryPoor,3.72,3.7200000000000033,-3.1086244689504383e-15,TRUE
24465,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
24466,ForestDryPoor,3.25,3.2500000000000027,-2.6645352591003757e-15,TRUE
24468,ForestDryPoor,3.6,3.600000000000003,-3.1086244689504383e-15,TRUE
24740,ForestDryPoor,3.85,3.850000000000003,-3.1086244689504383e-15,TRUE
24757,ForestDryPoor,3.74,3.7400000000000033,-3.1086244689504383e-15,TRUE
24761,ForestDryPoor,3.58,3.580000000000003,-3.1086244689504383e-15,TRUE
25042,ForestDryPoor,1.23,1.230000000000001,-1.1102230246251565e-15,TRUE
25052,ForestDryPoor,3.8,3.8000000000000034,-3.552713678800501e-15,TRUE
25056,ForestDryPoor,3.78,3.7800000000000034,-3.552713678800501e-15,TRUE
25057,ForestDryPoor,2.96,2.960000000000002,-2.220446049250313e-15,TRUE
25058,ForestDryPoor,2.79,2.7900000000000027,-2.6645352591003757e-15,TRUE
25323,ForestDryPoor,1.12,1.120000000000001,-8.881784197001252e-16,TRUE
25330,ForestDryPoor,2.14,2.140000000000002,-1.7763568394002505e-15,TRUE
25341,ForestDryPoor,4,4.0000000000000036,-3.552713678800501e-15,TRUE
25344,ForestDryPoor,3.38,3.380000000000003,-3.1086244689504383e-15,TRUE
25351,ForestDryPoor,3.79,3.790000000000003,-3.1086244689504383e-15,TRUE
25353,ForestDryPoor,2.78,2.7800000000000025,-2.6645352591003757e-15,TRUE
25355,ForestDryPoor,2.94,2.9400000000000026,-2.6645352591003757e-15,TRUE
25356,ForestDryPoor,3.18,3.180000000000003,-2.6645352591003757e-15,TRUE
25359,ForestDryPoor,2.44,2.440000000000002,-2.220446049250313e-15,TRUE
25611,ForestDryPoor,2.96,2.960000000000002,-2.220446049250313e-15,TRUE
25612,ForestDryPoor,3.82,3.8200000000000034,-3.552713678800501e-15,TRUE
25615,ForestDryPoor,3.44,3.440000000000003,-3.1086244689504383e-15,TRUE
25616,ForestDryPoor,3.34,3.340000000000003,-3.1086244689504383e-15,TRUE
25617,ForestDryPoor,2.79,2.7900000000000027,-2.6645352591003757e-15,TRUE
25618,ForestDryPoor,3.19,3.190000000000003,-3.1086244689504383e-15,TRUE
25619,ForestDryPoor,3.11,3.110000000000003,-3.1086244689504383e-15,TRUE
25620,ForestDryPoor,3.5,3.500000000000003,-3.1086244689504383e-15,TRUE
25621,ForestDryPoor,3.54,3.540000000000003,-3.1086244689504383e-15,TRUE
25623,ForestDryPoor,2.73,2.730000000000002,-2.220446049250313e-15,TRUE
25625,ForestDryPoor,1.46,1.4600000000000013,-1.3322676295501878e-15,TRUE
25642,ForestDryPoor,3.64,3.6400000000000032,-3.1086244689504383e-15,TRUE
