item	value
network_shortfall_total_ha	0.00000000
warm_footprint_change_ha	1956.11000000
repair_quality	1.5626000376
selected_cells	2984
item	value
network_shortfall_total_ha	0.00000000
warm_footprint_change_ha	1956.11000000
repair_quality	1.5626000376
selected_cells	2984
