global_budget_only,polygon_area_ha,thirty_percent_target_ha,current_nature_ha,required_new_restoration_ha,restoration_upper_tolerance_ha,maximum_new_restoration_ha,maximum_final_nature_percent,candidate_cells,allowed_action_binaries,same_habitat_binaries,candidate_rook_edges,retained_existing_patches,retained_patch_full_national_area_ha,retained_patch_area_inside_planning_ha,retained_patch_area_outside_planning_ha,retained_full_patches_at_least_5000_ha,candidate_patch_links,required_network_certificates,certificate_membership_binaries,certificate_flow_variables,warm_start_selected_cells,warm_start_label_repairs,notebook07_complete_feasible_start_available,constructive_zero_shortfall_start_available,constructive_connection,constructive_added_restoration_ha,constructive_removed_restoration_ha,effective_warm_start_strategy,biodiversity_checkpoint_source,spatial_contiguity_bonus,new_to_new_adjacency_weight,existing_to_new_adjacency_weight,connected_existing_patch_bonus,patch_connection_normalizer,network_shortfall_tolerance_ha,repair_change_tolerance_ha,feasibility_time_limit_seconds,minimum_change_time_limit_seconds,quality_time_limit_seconds
TRUE,44180.7716616211,13254.231498486328,5985.650000000005,7268.581498486323,16,7284.581498486323,30.036214849578776,7128,48372,74212,11202,2277,6498.34,5727.936128076172,770.40392265625,0,5107,5,18267,55208,2905,0,FALSE,TRUE,Subarea2,18.980000000000018,3.62,constructive_zero_shortfall_start_then_lexicographic_optimization,Optimization/gudenaa_new_area_200m_30pct_existing_adjacency_thr1_forest_rule/coarse_biodiversity_benefits.rds,1.2,0.5,0.5,0.25,851,1e-6,0.01,600,7200,3600
