network_name	coarse_cell_id	counted_area_ha	total_restorable_ha
Global	130122	3.65000000	3.65000000
Global	130123	3.69000000	3.69000000
Global	130138	3.06000000	3.06000000
Global	130139	2.33000000	2.33000000
Global	130150	1.11000000	1.11000000
Global	130417	3.04000000	3.04000000
Global	130429	2.60000000	2.60000000
Global	130430	2.08000000	2.08000000
Global	130433	1.93000000	1.93000000
Global	130434	1.03000000	1.03000000
Global	130438	1.42000000	1.42000000
Global	130444	1.53000000	1.53000000
Global	130712	1.88000000	1.88000000
Global	130713	3.12000000	3.12000000
Global	130714	3.83000000	3.83000000
Global	130715	2.08000000	2.08000000
Global	130716	3.33000000	3.33000000
Global	130717	3.98000000	3.98000000
Global	131012	2.90000000	2.90000000
Global	131013	1.79000000	1.79000000
Global	131014	3.27000000	3.27000000
Global	131015	3.41000000	3.41000000
Global	131021	1.35000000	1.35000000
Global	131024	2.31000000	2.31000000
Global	131028	2.59000000	2.59000000
Global	131033	3.68000000	3.68000000
Global	131310	1.35000000	1.35000000
Global	131311	1.14000000	1.14000000
Global	131312	2.70000000	2.70000000
Global	131320	2.35000000	2.35000000
Global	131323	1.48000000	1.48000000
Global	131327	1.25000000	1.25000000
Global	131328	2.22000000	2.22000000
Global	131329	1.78000000	1.78000000
Global	131607	1.37000000	1.37000000
Global	131608	1.08000000	1.08000000
Global	131610	1.68000000	1.68000000
Global	131620	2.30000000	2.30000000
Global	131903	3.46000000	3.46000000
Global	131904	2.94000000	2.94000000
Global	132200	1.16000000	1.16000000
Global	132201	2.13000000	2.13000000
Subarea1	117489	3.02000000	3.02000000
Subarea1	117784	1.25000000	1.25000000
Subarea1	119254	1.80000000	1.80000000
Subarea1	120137	2.28000000	2.28000000
Subarea1	120138	2.08000000	2.08000000
Subarea1	120139	1.61000000	1.61000000
Subarea1	121319	1.62000000	1.62000000
Subarea1	121613	3.13000000	3.13000000
Subarea1	123083	2.53000000	2.53000000
Subarea1	123325	1.66000000	1.66000000
Subarea1	123621	1.11000000	1.11000000
Subarea1	123622	1.51000000	1.51000000
Subarea1	123917	2.79000000	2.79000000
Subarea1	124210	3.13000000	3.13000000
Subarea1	124550	1.29000000	1.29000000
Subarea1	124551	1.43000000	1.43000000
Subarea1	124844	1.82000000	1.82000000
Subarea1	125099	1.06000000	1.06000000
Subarea1	125139	1.39000000	1.39000000
Subarea1	125690	1.59000000	1.59000000
Subarea1	125985	1.12000000	1.12000000
Subarea1	126319	1.37000000	1.37000000
Subarea1	126609	2.16000000	2.16000000
Subarea1	126899	1.80000000	1.80000000
Subarea1	127194	2.59000000	2.59000000
Subarea1	128077	3.54000000	3.54000000
Subarea1	128078	1.51000000	1.51000000
Subarea1	128092	2.87000000	2.87000000
Subarea1	128386	1.10000000	1.10000000
Subarea1	128647	1.05000000	1.05000000
Subarea1	128966	1.83000000	1.83000000
Subarea1	128974	1.19000000	1.19000000
Subarea1	129238	3.52000000	3.52000000
Subarea1	129245	1.25000000	1.25000000
Subarea1	129533	3.84000000	3.84000000
Subarea1	129543	1.02000000	1.02000000
Subarea1	129544	2.12000000	2.12000000
Subarea1	129553	1.06000000	1.06000000
Subarea1	129828	3.25000000	3.25000000
Subarea1	129841	1.18000000	1.18000000
Subarea1	129843	1.50000000	1.50000000
Subarea1	129844	2.67000000	2.67000000
Subarea1	130122	3.65000000	3.65000000
Subarea1	130123	3.69000000	3.69000000
Subarea1	130138	3.06000000	3.06000000
Subarea1	130139	2.33000000	2.33000000
Subarea1	130417	3.04000000	3.04000000
Subarea1	130434	1.03000000	1.03000000
Subarea1	130712	1.88000000	1.88000000
Subarea1	130713	3.12000000	3.12000000
Subarea1	130714	3.83000000	3.83000000
Subarea1	130715	2.08000000	2.08000000
Subarea1	130716	3.33000000	3.33000000
Subarea1	130717	3.98000000	3.98000000
Subarea1	131012	2.90000000	2.90000000
Subarea1	131013	1.79000000	1.79000000
Subarea1	131014	3.27000000	3.27000000
Subarea1	131015	3.41000000	3.41000000
Subarea1	131310	1.35000000	1.35000000
Subarea1	131311	1.14000000	1.14000000
Subarea1	131312	2.70000000	2.70000000
Subarea1	131607	1.37000000	1.37000000
Subarea1	131608	1.08000000	1.08000000
Subarea1	131610	1.68000000	1.68000000
Subarea1	131903	3.46000000	3.46000000
Subarea1	131904	2.94000000	2.94000000
Subarea2	83543	1.01000000	1.01000000
Subarea2	83841	1.85000000	1.85000000
Subarea2	83842	1.94000000	1.94000000
Subarea2	83843	1.40000000	1.40000000
Subarea2	84136	2.61000000	2.61000000
Subarea2	84137	3.75000000	3.75000000
Subarea2	84138	1.53000000	1.53000000
Subarea2	84430	2.24000000	2.24000000
Subarea2	84431	4.00000000	4.00000000
Subarea2	84432	3.50000000	3.50000000
Subarea2	84433	2.76000000	2.76000000
Subarea2	84446	1.15000000	1.15000000
Subarea2	84448	1.97000000	1.97000000
Subarea2	84449	1.54000000	1.54000000
Subarea2	84450	1.11000000	1.11000000
Subarea2	84736	1.88000000	1.88000000
Subarea2	84737	3.26000000	3.26000000
Subarea2	84738	2.32000000	2.32000000
Subarea2	84739	2.59000000	2.59000000
Subarea2	84740	2.82000000	2.82000000
Subarea2	84741	3.31000000	3.31000000
Subarea2	84742	3.27000000	3.27000000
Subarea2	84743	2.66000000	2.66000000
Subarea2	84744	2.83000000	2.83000000
Subarea2	84745	1.13000000	1.13000000
Subarea2	84746	1.66000000	1.66000000
Subarea2	85022	1.51000000	1.51000000
Subarea2	85024	2.45000000	2.45000000
Subarea2	85025	2.92000000	2.92000000
Subarea2	85026	3.19000000	3.19000000
Subarea2	85027	2.97000000	2.97000000
Subarea2	85028	2.92000000	2.92000000
Subarea2	85029	2.28000000	2.28000000
Subarea2	85030	2.35000000	2.35000000
Subarea2	85032	2.30000000	2.30000000
Subarea2	85037	1.42000000	1.42000000
Subarea2	85038	2.97000000	2.97000000
Subarea2	85039	3.69000000	3.69000000
Subarea2	85040	3.74000000	3.74000000
Subarea2	85041	3.57000000	3.57000000
Subarea2	85042	1.15000000	1.15000000
Subarea2	85318	1.15000000	1.15000000
Subarea2	85319	1.38000000	1.38000000
Subarea2	85330	2.11000000	2.11000000
Subarea2	85331	2.56000000	2.56000000
Subarea2	85334	2.43000000	2.43000000
Subarea2	85337	2.80000000	2.80000000
Subarea2	85616	1.18000000	1.18000000
Subarea2	85617	2.80000000	2.80000000
Subarea2	85618	2.04000000	2.04000000
Subarea2	85619	2.10000000	2.10000000
Subarea2	85620	3.55000000	3.55000000
Subarea2	85621	1.72000000	1.72000000
Subarea2	85632	1.56000000	1.56000000
Subarea2	85633	1.60000000	1.60000000
Subarea2	85909	1.86000000	1.86000000
Subarea2	85912	2.80000000	2.80000000
Subarea2	85913	3.01000000	3.01000000
Subarea2	85914	2.82000000	2.82000000
Subarea2	85916	2.93000000	2.93000000
Subarea2	85927	1.11000000	1.11000000
Subarea2	85928	1.45000000	1.45000000
Subarea2	85929	1.60000000	1.60000000
Subarea2	85930	2.10000000	2.10000000
Subarea2	85931	1.87000000	1.87000000
Subarea2	86207	1.03000000	1.03000000
Subarea2	86208	3.01000000	3.01000000
Subarea2	86209	1.10000000	1.10000000
Subarea2	86210	3.32000000	3.32000000
Subarea2	86213	3.27000000	3.27000000
Subarea2	86214	1.83000000	1.83000000
Subarea2	86221	2.26000000	2.26000000
Subarea2	86222	2.60000000	2.60000000
Subarea2	86225	1.00000000	1.00000000
Subarea2	86227	1.92000000	1.92000000
Subarea2	86228	2.00000000	2.00000000
Subarea2	86503	1.18000000	1.18000000
Subarea2	86504	1.20000000	1.20000000
Subarea2	86506	1.85000000	1.85000000
Subarea2	86508	1.10000000	1.10000000
Subarea2	86509	3.48000000	3.48000000
Subarea2	86510	1.12000000	1.12000000
Subarea2	86516	1.57000000	1.57000000
Subarea2	86524	2.80000000	2.80000000
Subarea2	86536	2.44000000	2.44000000
Subarea2	86805	1.52000000	1.52000000
Subarea2	86808	1.10000000	1.10000000
Subarea2	86819	2.64000000	2.64000000
Subarea2	86821	3.64000000	3.64000000
Subarea2	86822	1.17000000	1.17000000
Subarea2	86823	2.00000000	2.00000000
Subarea2	87113	2.16000000	2.16000000
Subarea2	87114	1.54000000	1.54000000
Subarea2	87116	3.06000000	3.06000000
Subarea2	87117	3.91000000	3.91000000
Subarea2	87118	3.50000000	3.50000000
Subarea2	87119	2.16000000	2.16000000
Subarea2	87127	1.67000000	1.67000000
Subarea2	87130	2.07000000	2.07000000
Subarea2	87132	3.47000000	3.47000000
Subarea2	87136	1.17000000	1.17000000
Subarea2	87408	1.18000000	1.18000000
Subarea2	87409	1.44000000	1.44000000
Subarea2	87411	2.90000000	2.90000000
Subarea2	87412	3.42000000	3.42000000
Subarea2	87413	2.88000000	2.88000000
Subarea2	87414	2.50000000	2.50000000
Subarea2	87415	2.94000000	2.94000000
Subarea2	87416	2.74000000	2.74000000
Subarea2	87421	1.40000000	1.40000000
Subarea2	87423	1.84000000	1.84000000
Subarea2	87424	1.64000000	1.64000000
Subarea2	87425	3.05000000	3.05000000
Subarea2	87427	3.24000000	3.24000000
Subarea2	87428	1.42000000	1.42000000
Subarea2	87430	1.61000000	1.61000000
Subarea2	87705	1.81000000	1.81000000
Subarea2	87706	1.29000000	1.29000000
Subarea2	87707	2.51000000	2.51000000
Subarea2	87711	1.07000000	1.07000000
Subarea2	87713	3.68000000	3.68000000
Subarea2	87714	3.72000000	3.72000000
Subarea2	87715	3.68000000	3.68000000
Subarea2	87716	3.43000000	3.43000000
Subarea2	87717	1.23000000	1.23000000
Subarea2	87719	3.61000000	3.61000000
Subarea2	87720	1.89000000	1.89000000
Subarea2	87722	1.11000000	1.11000000
Subarea2	87723	3.38000000	3.38000000
Subarea2	87724	1.72000000	1.72000000
Subarea2	87725	1.69000000	1.69000000
Subarea2	87726	1.44000000	1.44000000
Subarea2	88003	1.69000000	1.69000000
Subarea2	88008	3.71000000	3.71000000
Subarea2	88009	4.00000000	4.00000000
Subarea2	88010	3.77000000	3.77000000
Subarea2	88011	3.51000000	3.51000000
Subarea2	88012	3.60000000	3.60000000
Subarea2	88014	3.78000000	3.78000000
Subarea2	88015	1.53000000	1.53000000
Subarea2	88018	2.75000000	2.75000000
Subarea2	88019	3.82000000	3.82000000
Subarea2	88021	2.55000000	2.55000000
Subarea2	88304	2.95000000	2.95000000
Subarea2	88306	3.10000000	3.10000000
Subarea2	88307	3.58000000	3.58000000
Subarea2	88308	3.69000000	3.69000000
Subarea2	88309	3.61000000	3.61000000
Subarea2	88310	1.59000000	1.59000000
Subarea2	88314	1.71000000	1.71000000
Subarea2	88316	1.21000000	1.21000000
Subarea2	88605	3.49000000	3.49000000
Subarea2	88609	3.89000000	3.89000000
Subarea2	88610	1.62000000	1.62000000
Subarea2	88611	3.70000000	3.70000000
Subarea2	88612	1.51000000	1.51000000
Subarea2	88613	1.41000000	1.41000000
Subarea2	88900	3.49000000	3.49000000
Subarea2	88901	2.91000000	2.91000000
Subarea2	88903	1.20000000	1.20000000
Subarea2	88904	3.97000000	3.97000000
Subarea2	88905	1.98000000	1.98000000
Subarea2	89196	1.84000000	1.84000000
Subarea2	89199	3.52000000	3.52000000
Subarea2	89200	3.38000000	3.38000000
Subarea2	89201	1.76000000	1.76000000
Subarea2	89202	2.03000000	2.03000000
Subarea2	89491	3.25000000	3.25000000
Subarea2	89786	3.77000000	3.77000000
Subarea2	89787	1.52000000	1.52000000
Subarea2	90082	1.28000000	1.28000000
Subarea2	90378	2.57000000	2.57000000
Subarea2	90383	2.63000000	2.63000000
Subarea2	90384	2.98000000	2.98000000
Subarea2	90385	3.42000000	3.42000000
Subarea2	90386	1.67000000	1.67000000
Subarea2	90673	3.75000000	3.75000000
Subarea2	90674	3.63000000	3.63000000
Subarea2	90675	3.60000000	3.60000000
Subarea2	90676	2.78000000	2.78000000
Subarea2	90677	2.40000000	2.40000000
Subarea2	90678	2.78000000	2.78000000
Subarea2	90681	3.95000000	3.95000000
Subarea2	90976	3.70000000	3.70000000
Subarea2	91271	3.70000000	3.70000000
Subarea2	91566	3.41000000	3.41000000
Subarea2	91861	3.34000000	3.34000000
Subarea2	92156	3.24000000	3.24000000
Subarea2	92157	1.28000000	1.28000000
Subarea2	92160	1.91000000	1.91000000
Subarea2	92163	2.37000000	2.37000000
Subarea2	92164	2.01000000	2.01000000
Subarea2	92451	2.04000000	2.04000000
Subarea2	92452	1.27000000	1.27000000
Subarea2	92456	1.07000000	1.07000000
Subarea2	92457	1.55000000	1.55000000
Subarea2	92458	3.33000000	3.33000000
Subarea2	92459	3.18000000	3.18000000
Subarea2	92460	1.84000000	1.84000000
Subarea2	92461	2.52000000	2.52000000
Subarea2	92747	2.48000000	2.48000000
Subarea2	92754	2.24000000	2.24000000
Subarea2	92755	3.70000000	3.70000000
Subarea2	92756	3.46000000	3.46000000
Subarea2	93042	1.56000000	1.56000000
Subarea2	93043	2.92000000	2.92000000
Subarea2	93044	1.25000000	1.25000000
Subarea2	93045	1.67000000	1.67000000
Subarea2	93046	1.58000000	1.58000000
Subarea2	93051	2.37000000	2.37000000
Subarea2	93052	2.97000000	2.97000000
Subarea2	93053	1.87000000	1.87000000
Subarea2	93337	1.25000000	1.25000000
Subarea2	93338	3.85000000	3.85000000
Subarea2	93339	3.83000000	3.83000000
Subarea2	93343	1.76000000	1.76000000
Subarea2	93347	1.05000000	1.05000000
Subarea2	93348	1.63000000	1.63000000
Subarea2	93349	1.63000000	1.63000000
Subarea2	93637	3.28000000	3.28000000
Subarea2	93638	3.75000000	3.75000000
Subarea2	93639	3.35000000	3.35000000
Subarea2	93640	1.04000000	1.04000000
Subarea2	93931	2.35000000	2.35000000
Subarea2	93932	3.55000000	3.55000000
Subarea2	93933	1.97000000	1.97000000
Subarea2	93934	1.78000000	1.78000000
Subarea2	93935	3.01000000	3.01000000
Subarea2	93936	2.29000000	2.29000000
Subarea2	94226	3.00000000	3.00000000
Subarea2	94231	1.29000000	1.29000000
Subarea2	94232	2.20000000	2.20000000
Subarea2	94521	1.90000000	1.90000000
Subarea2	95111	1.58000000	1.58000000
Subarea2	95406	1.10000000	1.10000000
Subarea2	95701	2.50000000	2.50000000
Subarea2	95993	1.69000000	1.69000000
Subarea2	95995	1.70000000	1.70000000
Subarea2	95996	2.93000000	2.93000000
Subarea2	96288	1.60000000	1.60000000
Subarea2	96289	2.93000000	2.93000000
Subarea2	96290	3.56000000	3.56000000
Subarea2	96291	3.65000000	3.65000000
Subarea2	96292	3.31000000	3.31000000
Subarea2	96293	1.42000000	1.42000000
Subarea2	96585	3.80000000	3.80000000
Subarea2	96586	3.88000000	3.88000000
Subarea2	96587	3.48000000	3.48000000
Subarea2	96588	3.80000000	3.80000000
Subarea2	96589	2.37000000	2.37000000
Subarea2	96880	2.36000000	2.36000000
Subarea2	96881	1.37000000	1.37000000
Subarea2	96882	2.36000000	2.36000000
Subarea2	96883	3.52000000	3.52000000
Subarea2	96884	2.54000000	2.54000000
Subarea2	96885	2.80000000	2.80000000
Subarea2	96886	1.74000000	1.74000000
Subarea2	97176	1.97000000	1.97000000
Subarea2	97177	1.07000000	1.07000000
Subarea2	97180	1.88000000	1.88000000
Subarea3	29099	1.93000000	1.93000000
Subarea3	29100	1.24000000	1.24000000
Subarea3	29389	1.66000000	1.66000000
Subarea3	29390	3.11000000	3.11000000
Subarea3	29393	1.74000000	1.74000000
Subarea3	29394	3.84000000	3.84000000
Subarea3	29395	2.57000000	2.57000000
Subarea3	29683	1.29000000	1.29000000
Subarea3	29684	3.63000000	3.63000000
Subarea3	29685	2.91000000	2.91000000
Subarea3	29687	1.99000000	1.99000000
Subarea3	29688	3.59000000	3.59000000
Subarea3	29689	3.32000000	3.32000000
Subarea3	29690	3.21000000	3.21000000
Subarea3	29691	1.38000000	1.38000000
Subarea3	29978	3.12000000	3.12000000
Subarea3	29979	3.28000000	3.28000000
Subarea3	29981	2.49000000	2.49000000
Subarea3	29982	2.85000000	2.85000000
Subarea3	30272	3.22000000	3.22000000
Subarea3	30273	1.04000000	1.04000000
Subarea3	30274	1.19000000	1.19000000
Subarea3	30275	2.69000000	2.69000000
Subarea3	30276	1.69000000	1.69000000
Subarea3	30278	2.18000000	2.18000000
Subarea3	30279	1.41000000	1.41000000
Subarea3	30568	3.11000000	3.11000000
Subarea3	30569	2.90000000	2.90000000
Subarea3	30859	1.03000000	1.03000000
Subarea3	30860	1.65000000	1.65000000
Subarea3	30861	3.87000000	3.87000000
Subarea3	30863	2.37000000	2.37000000
Subarea3	30864	3.57000000	3.57000000
Subarea3	31156	1.40000000	1.40000000
Subarea3	31157	1.16000000	1.16000000
Subarea3	31165	1.04000000	1.04000000
Subarea3	31166	1.19000000	1.19000000
Subarea3	31167	1.86000000	1.86000000
Subarea3	31168	2.43000000	2.43000000
Subarea3	31448	2.74000000	2.74000000
Subarea3	31449	2.40000000	2.40000000
Subarea3	31450	1.81000000	1.81000000
Subarea3	31451	3.12000000	3.12000000
Subarea3	31452	2.81000000	2.81000000
Subarea3	31453	2.98000000	2.98000000
Subarea3	31454	2.00000000	2.00000000
Subarea3	31456	1.96000000	1.96000000
Subarea3	31746	1.14000000	1.14000000
Subarea3	31747	1.54000000	1.54000000
Subarea3	31748	2.37000000	2.37000000
Subarea3	31749	3.65000000	3.65000000
Subarea3	31755	3.08000000	3.08000000
Subarea3	32044	3.98000000	3.98000000
Subarea3	32045	3.73000000	3.73000000
Subarea3	32046	3.54000000	3.54000000
Subarea3	32048	1.18000000	1.18000000
Subarea3	32049	3.13000000	3.13000000
Subarea3	32338	2.46000000	2.46000000
Subarea3	32339	1.90000000	1.90000000
Subarea3	32340	1.43000000	1.43000000
Subarea3	32341	1.91000000	1.91000000
Subarea3	32342	1.05000000	1.05000000
Subarea3	32629	2.10000000	2.10000000
Subarea3	32634	2.16000000	2.16000000
Subarea3	32635	2.76000000	2.76000000
Subarea3	32636	2.44000000	2.44000000
Subarea3	32637	1.72000000	1.72000000
Subarea3	32927	1.59000000	1.59000000
Subarea3	32928	3.56000000	3.56000000
Subarea3	32929	2.80000000	2.80000000
Subarea3	32930	2.02000000	2.02000000
Subarea3	32931	1.94000000	1.94000000
Subarea3	33221	1.10000000	1.10000000
Subarea3	33222	3.43000000	3.43000000
Subarea3	33223	1.37000000	1.37000000
Subarea3	33224	2.79000000	2.79000000
Subarea3	33514	1.83000000	1.83000000
Subarea3	33516	2.74000000	2.74000000
Subarea3	33517	3.20000000	3.20000000
Subarea3	33518	3.50000000	3.50000000
Subarea3	33519	1.87000000	1.87000000
Subarea3	33809	2.40000000	2.40000000
Subarea3	33810	1.78000000	1.78000000
Subarea3	33811	4.00000000	4.00000000
Subarea3	33812	3.94000000	3.94000000
Subarea3	33813	2.51000000	2.51000000
Subarea3	34104	2.42000000	2.42000000
Subarea3	34107	3.82000000	3.82000000
Subarea3	34108	3.04000000	3.04000000
Subarea3	34404	2.89000000	2.89000000
Subarea3	34991	1.86000000	1.86000000
Subarea3	35286	3.58000000	3.58000000
Subarea3	35867	1.73000000	1.73000000
Subarea3	35868	3.77000000	3.77000000
Subarea3	35869	3.31000000	3.31000000
Subarea3	35876	3.39000000	3.39000000
Subarea3	35877	2.25000000	2.25000000
Subarea3	35878	3.05000000	3.05000000
Subarea3	36164	3.21000000	3.21000000
Subarea3	36165	1.04000000	1.04000000
Subarea3	36168	1.10000000	1.10000000
Subarea3	36171	3.67000000	3.67000000
Subarea3	36172	1.63000000	1.63000000
Subarea3	36173	2.49000000	2.49000000
Subarea3	36448	1.52000000	1.52000000
Subarea3	36458	1.66000000	1.66000000
Subarea3	36464	2.59000000	2.59000000
Subarea3	36465	3.69000000	3.69000000
Subarea3	36466	2.16000000	2.16000000
Subarea3	36467	1.79000000	1.79000000
Subarea3	36468	3.82000000	3.82000000
Subarea3	36469	2.40000000	2.40000000
Subarea3	36741	3.03000000	3.03000000
Subarea3	36743	3.30000000	3.30000000
Subarea3	36744	1.72000000	1.72000000
Subarea3	36749	3.12000000	3.12000000
Subarea3	36750	3.66000000	3.66000000
Subarea3	36757	1.76000000	1.76000000
Subarea3	36760	3.70000000	3.70000000
Subarea3	36761	1.24000000	1.24000000
Subarea3	36762	2.50000000	2.50000000
Subarea3	37036	3.43000000	3.43000000
Subarea3	37037	2.81000000	2.81000000
Subarea3	37038	3.45000000	3.45000000
Subarea3	37039	3.83000000	3.83000000
Subarea3	37042	3.07000000	3.07000000
Subarea3	37043	2.99000000	2.99000000
Subarea3	37044	1.65000000	1.65000000
Subarea3	37326	1.25000000	1.25000000
Subarea3	37327	2.89000000	2.89000000
Subarea3	37328	3.03000000	3.03000000
Subarea3	37329	2.29000000	2.29000000
Subarea3	37330	2.50000000	2.50000000
Subarea3	37331	3.99000000	3.99000000
Subarea3	37333	2.84000000	2.84000000
Subarea3	37334	2.73000000	2.73000000
Subarea3	37335	3.77000000	3.77000000
Subarea3	37336	3.34000000	3.34000000
Subarea3	37337	1.44000000	1.44000000
Subarea3	37623	3.25000000	3.25000000
Subarea3	37630	1.20000000	1.20000000
Subarea3	37633	1.00000000	1.00000000
Subarea3	37928	3.15000000	3.15000000
Subarea3	38221	1.12000000	1.12000000
Subarea3	38222	3.57000000	3.57000000
Subarea3	38512	1.06000000	1.06000000
Subarea3	38515	1.65000000	1.65000000
Subarea3	38809	1.27000000	1.27000000
Subarea3	38810	3.81000000	3.81000000
Subarea3	39104	3.37000000	3.37000000
Subarea3	39105	3.68000000	3.68000000
Subarea3	39397	1.92000000	1.92000000
Subarea3	39398	1.56000000	1.56000000
Subarea3	39989	1.51000000	1.51000000
Subarea3	40284	2.08000000	2.08000000
Subarea3	40577	1.28000000	1.28000000
Subarea3	40578	1.33000000	1.33000000
Subarea3	40579	2.34000000	2.34000000
Subarea3	40872	1.58000000	1.58000000
Subarea3	40873	2.44000000	2.44000000
Subarea3	40874	3.72000000	3.72000000
Subarea3	41167	1.59000000	1.59000000
Subarea3	41168	1.45000000	1.45000000
Subarea3	41461	1.45000000	1.45000000
Subarea3	41462	1.80000000	1.80000000
Subarea3	41463	2.82000000	2.82000000
Subarea3	41464	3.82000000	3.82000000
Subarea3	41755	3.29000000	3.29000000
Subarea3	41756	2.76000000	2.76000000
Subarea3	41757	2.16000000	2.16000000
Subarea3	41758	2.48000000	2.48000000
Subarea3	42050	3.41000000	3.41000000
Subarea3	42051	2.42000000	2.42000000
Subarea3	42344	1.81000000	1.81000000
Subarea3	42345	3.16000000	3.16000000
Subarea3	42347	1.27000000	1.27000000
Subarea4	6166	2.76000000	2.76000000
Subarea4	6167	1.73000000	1.73000000
Subarea4	6461	2.58000000	2.58000000
Subarea4	6756	2.98000000	2.98000000
Subarea4	6757	3.82000000	3.82000000
Subarea4	6758	3.88000000	3.88000000
Subarea4	7050	1.31000000	1.31000000
Subarea4	7051	2.28000000	2.28000000
Subarea4	7052	2.97000000	2.97000000
Subarea4	7344	1.42000000	1.42000000
Subarea4	7345	2.43000000	2.43000000
Subarea4	7346	3.37000000	3.37000000
Subarea4	7347	3.18000000	3.18000000
Subarea4	7639	1.18000000	1.18000000
Subarea4	7640	1.78000000	1.78000000
Subarea4	7641	3.27000000	3.27000000
Subarea4	7642	3.81000000	3.81000000
Subarea4	7936	3.39000000	3.39000000
Subarea4	7937	3.20000000	3.20000000
Subarea4	8230	2.92000000	2.92000000
Subarea4	8231	1.99000000	1.99000000
Subarea4	8232	3.72000000	3.72000000
Subarea4	8233	3.62000000	3.62000000
Subarea4	8524	1.87000000	1.87000000
Subarea4	8525	2.77000000	2.77000000
Subarea4	8528	3.20000000	3.20000000
Subarea4	8820	3.39000000	3.39000000
Subarea4	11170	2.44000000	2.44000000
Subarea4	11172	2.72000000	2.72000000
Subarea4	11464	2.99000000	2.99000000
Subarea4	11465	3.44000000	3.44000000
Subarea4	11466	3.60000000	3.60000000
Subarea4	11467	3.86000000	3.86000000
Subarea4	11468	3.79000000	3.79000000
Subarea4	11759	3.03000000	3.03000000
Subarea4	11761	3.73000000	3.73000000
Subarea4	11762	3.56000000	3.56000000
Subarea4	12054	3.19000000	3.19000000
Subarea4	12350	3.81000000	3.81000000
Subarea4	12640	1.24000000	1.24000000
Subarea4	12641	1.86000000	1.86000000
Subarea4	12643	2.48000000	2.48000000
Subarea4	12645	2.85000000	2.85000000
Subarea4	12646	3.80000000	3.80000000
Subarea4	12647	3.07000000	3.07000000
Subarea4	12943	1.50000000	1.50000000
Subarea4	13237	2.99000000	2.99000000
Subarea4	13528	3.00000000	3.00000000
Subarea4	13529	3.63000000	3.63000000
Subarea4	13530	3.69000000	3.69000000
Subarea4	13531	3.55000000	3.55000000
Subarea4	13532	1.23000000	1.23000000
Subarea4	13825	3.91000000	3.91000000
Subarea4	14416	1.29000000	1.29000000
Subarea4	15890	2.65000000	2.65000000
Subarea4	16183	3.55000000	3.55000000
Subarea4	16184	1.55000000	1.55000000
Subarea4	16185	2.99000000	2.99000000
Subarea4	16479	1.52000000	1.52000000
Subarea4	16772	2.62000000	2.62000000
Subarea4	16773	2.94000000	2.94000000
Subarea4	17064	3.66000000	3.66000000
Subarea4	17363	3.17000000	3.17000000
Subarea4	17364	3.50000000	3.50000000
Subarea4	17365	1.15000000	1.15000000
Subarea4	18841	1.46000000	1.46000000
Subarea4	18842	3.16000000	3.16000000
Subarea4	19136	3.84000000	3.84000000
Subarea4	19430	2.02000000	2.02000000
Subarea4	19431	2.93000000	2.93000000
Subarea4	19725	1.44000000	1.44000000
Subarea4	20020	1.90000000	1.90000000
Subarea4	20312	1.07000000	1.07000000
Subarea4	20313	1.64000000	1.64000000
Subarea4	20314	3.38000000	3.38000000
Subarea4	20315	3.12000000	3.12000000
Subarea4	20316	1.22000000	1.22000000
Subarea4	20317	1.44000000	1.44000000
Subarea4	20606	3.00000000	3.00000000
Subarea4	20607	2.90000000	2.90000000
Subarea4	20608	3.27000000	3.27000000
Subarea4	20612	3.14000000	3.14000000
Subarea4	20613	1.64000000	1.64000000
Subarea4	21498	1.65000000	1.65000000
Subarea4	21788	3.94000000	3.94000000
Subarea4	21793	1.02000000	1.02000000
Subarea4	22082	2.34000000	2.34000000
Subarea4	22083	3.69000000	3.69000000
Subarea4	22377	1.06000000	1.06000000
Subarea4	22378	2.74000000	2.74000000
Subarea4	22383	1.98000000	1.98000000
Subarea4	22672	3.63000000	3.63000000
Subarea4	22966	2.10000000	2.10000000
Subarea4	22967	3.88000000	3.88000000
Subarea4	23262	3.78000000	3.78000000
Subarea4	23556	3.45000000	3.45000000
Subarea4	23557	3.61000000	3.61000000
Subarea4	23558	3.94000000	3.94000000
Subarea4	23851	3.43000000	3.43000000
Subarea4	23852	3.74000000	3.74000000
Subarea4	23853	3.73000000	3.73000000
Subarea4	23857	1.16000000	1.16000000
Subarea4	24146	3.34000000	3.34000000
Subarea4	24147	4.00000000	4.00000000
Subarea4	24148	3.97000000	3.97000000
Subarea4	24441	2.21000000	2.21000000
Subarea4	24736	2.48000000	2.48000000
Subarea4	24737	4.00000000	4.00000000
Subarea4	25031	2.86000000	2.86000000
Subarea4	25032	4.00000000	4.00000000
Subarea4	25033	3.69000000	3.69000000
Subarea4	25034	3.92000000	3.92000000
Subarea4	25035	2.43000000	2.43000000
Subarea4	25325	2.57000000	2.57000000
Subarea4	25326	3.77000000	3.77000000
Subarea4	25327	3.53000000	3.53000000
Subarea4	25328	3.13000000	3.13000000
Subarea4	25330	2.14000000	2.14000000
Subarea4	25618	3.19000000	3.19000000
Subarea4	25619	3.11000000	3.11000000
Subarea4	25620	3.50000000	3.50000000
Subarea4	25621	3.54000000	3.54000000
Subarea4	25622	2.57000000	2.57000000
Subarea4	25623	2.73000000	2.73000000
Subarea4	25625	1.46000000	1.46000000
Subarea4	25899	1.46000000	1.46000000
Subarea4	25900	2.35000000	2.35000000
