network_name	patch_id	counted_area_ha	total_patch_ha
Global	114129	0.01000000	0.01000000
Global	114143	0.01000000	0.01000000
Global	114157	0.01000000	0.01000000
Global	114171	12.46000000	12.46000000
Global	114182	0.01000000	0.01000000
Global	114319	1.63000000	1.63000000
Global	114350	37.56000000	37.56000000
Global	114437	1.07000000	1.07000000
Global	114585	4.56000000	4.56000000
Global	114593	0.01000000	0.01000000
Global	114720	5.89000000	5.89000000
Global	114866	0.03000000	0.03000000
Global	114919	0.03000000	0.03000000
Global	114969	0.03000000	0.03000000
Global	115195	1.30000000	1.30000000
Global	115254	0.01000000	0.01000000
Global	115339	80.07000000	80.07000000
Global	115661	0.01000000	0.01000000
Global	115953	234.16000000	234.16000000
Global	116089	1.39000000	1.39000000
Global	116144	3.22000000	3.22000000
Global	116155	0.51000000	0.51000000
Global	116255	0.01000000	0.01000000
Global	116258	61.34000000	61.34000000
Global	116298	69.32000000	69.32000000
Global	116299	0.79000000	0.79000000
Global	116311	0.07000000	0.07000000
Global	116340	11.27000000	11.27000000
Global	116366	1.68000000	1.68000000
Global	116446	7.62000000	7.62000000
Global	116668	8.10000000	8.10000000
Global	116701	6.70000000	6.70000000
Global	116822	1.96000000	1.96000000
Subarea1	108191	6.00000015	6.00000000
Subarea1	109133	5.46999434	7.12000000
Subarea1	109150	15.16999976	15.17000000
Subarea1	109215	0.11999990	0.12000000
Subarea1	109219	0.01000000	0.01000000
Subarea1	109240	0.00999995	0.01000000
Subarea1	109749	0.01000000	0.01000000
Subarea1	109852	8.38000010	8.38000000
Subarea1	110314	2.54000029	2.54000000
Subarea1	111126	5.17000015	5.17000000
Subarea1	111194	20.95000000	20.95000000
Subarea1	111283	0.53000005	0.53000000
Subarea1	111540	1.54000010	1.54000000
Subarea1	111604	2.71000000	2.71000000
Subarea1	112111	0.01000000	0.01000000
Subarea1	112337	0.07000000	0.07000000
Subarea1	112353	0.09000000	0.09000000
Subarea1	112362	0.01000000	0.01000000
Subarea1	112757	0.29000015	0.29000000
Subarea1	112975	17.23939893	17.28000000
Subarea1	113288	37.52999990	37.53000000
Subarea1	113347	0.00999995	0.01000000
Subarea1	113592	62.24000010	62.24000000
Subarea1	113693	17.69979985	17.70000000
Subarea1	113983	0.61000000	0.61000000
Subarea1	114039	207.71000000	207.71000000
Subarea1	114350	37.54500010	37.56000000
Subarea1	114593	0.01000000	0.01000000
Subarea1	115195	1.30000005	1.30000000
Subarea1	115254	0.01000000	0.01000000
Subarea1	115339	79.85699883	80.07000000
Subarea1	115953	234.02300093	234.16000000
Subarea1	116089	1.39000010	1.39000000
Subarea1	116258	61.33999985	61.34000000
Subarea1	116298	69.31999966	69.32000000
Subarea1	116311	0.06999995	0.07000000
Subarea1	116340	11.27000010	11.27000000
Subarea1	116446	7.62000005	7.62000000
Subarea1	116701	6.69999995	6.70000000
Subarea2	84163	0.03000000	0.03000000
Subarea2	84208	0.53000005	0.53000000
Subarea2	84211	0.03000005	0.03000000
Subarea2	84239	0.00999995	0.01000000
Subarea2	84280	0.23000005	0.23000000
Subarea2	84625	0.62000010	0.62000000
Subarea2	84627	4.94000020	4.94000000
Subarea2	84660	0.08000000	0.08000000
Subarea2	84706	0.18000000	0.18000000
Subarea2	84746	0.28999990	0.29000000
Subarea2	84753	0.01000000	0.01000000
Subarea2	84760	0.01000000	0.01000000
Subarea2	84762	12.00034836	13.51000000
Subarea2	84767	0.64000010	0.64000000
Subarea2	84782	0.01000000	0.01000000
Subarea2	84788	0.13000005	0.13000000
Subarea2	84802	0.10000005	0.10000000
Subarea2	84805	0.23000000	0.23000000
Subarea2	84811	0.11000000	0.11000000
Subarea2	84815	0.00999995	0.01000000
Subarea2	84818	3.36000005	3.36000000
Subarea2	84844	0.07999995	0.08000000
Subarea2	84861	0.70999995	0.71000000
Subarea2	84992	0.01000000	0.01000000
Subarea2	85049	4.77999990	4.78000000
Subarea2	85057	0.00560029	0.12000000
Subarea2	85076	0.39000000	0.39000000
Subarea2	85127	3.99000010	3.99000000
Subarea2	85137	0.01000000	0.01000000
Subarea2	85146	0.01000005	0.01000000
Subarea2	85202	0.22000000	0.22000000
Subarea2	85203	0.46999995	0.47000000
Subarea2	85212	0.03000000	0.03000000
Subarea2	85244	0.01000005	0.01000000
Subarea2	85289	0.16019878	0.23000000
Subarea2	85308	8.78000010	8.78000000
Subarea2	85377	4.89959961	8.83000000
Subarea2	85462	9.18620747	19.66000000
Subarea2	85465	8.60999976	8.61000000
Subarea2	85472	12.93999985	12.94000000
Subarea2	85491	0.01000000	0.01000000
Subarea2	85531	0.06000000	0.06000000
Subarea2	85547	0.08000010	0.08000000
Subarea2	85564	0.81999995	0.82000000
Subarea2	85565	1.47999990	1.48000000
Subarea2	85571	1.38000000	1.38000000
Subarea2	85586	0.69000005	0.69000000
Subarea2	85608	0.05000000	0.05000000
Subarea2	85684	0.64999990	0.65000000
Subarea2	85703	10.07422683	12.61000000
Subarea2	85704	10.42020786	34.94000000
Subarea2	85708	0.02000000	0.02000000
Subarea2	85733	0.92000000	0.92000000
Subarea2	85736	2.44280205	2.85000000
Subarea2	85751	2.36379897	2.96000000
Subarea2	85754	0.09000000	0.09000000
Subarea2	85773	0.01000000	0.01000000
Subarea2	85807	2.74000000	2.74000000
Subarea2	85845	0.14999995	0.15000000
Subarea2	85853	3.52999995	3.53000000
Subarea2	85856	0.16000000	0.16000000
Subarea2	85860	0.01000000	0.01000000
Subarea2	85864	2.85540000	2.98000000
Subarea2	85873	0.07000005	0.07000000
Subarea2	85874	0.01000000	0.01000000
Subarea2	85921	0.13999990	0.14000000
Subarea2	85925	0.70999985	0.71000000
Subarea2	85929	0.01000000	0.01000000
Subarea2	86006	0.01999995	0.02000000
Subarea2	86011	5.25000010	5.25000000
Subarea2	86088	3.77457791	4.90000000
Subarea2	86098	2.13262725	4.47000000
Subarea2	86116	1.59000005	1.59000000
Subarea2	86117	0.31000005	0.31000000
Subarea2	86217	7.91359990	8.04000000
Subarea2	86265	13.56159990	15.92000000
Subarea2	86287	0.14007480	0.32000000
Subarea2	86448	0.72606394	2.19000000
Subarea2	86653	0.85162534	3.23000000
Subarea2	86658	0.01000000	0.01000000
Subarea2	86697	0.01000000	0.01000000
Subarea2	86707	0.01000000	0.01000000
Subarea2	86715	0.88000000	0.88000000
Subarea2	86721	8.71368140	9.86000000
Subarea2	86723	9.92359985	10.01000000
Subarea2	86766	0.16000000	0.16000000
Subarea2	86832	2.93999990	2.94000000
Subarea2	86863	1.72120078	1.82000000
Subarea2	86875	3.08000020	3.08000000
Subarea2	86893	0.05920083	0.33000000
Subarea2	86922	0.01000005	0.01000000
Subarea2	86940	0.01000000	0.01000000
Subarea2	86948	15.34999980	15.35000000
Subarea2	86965	0.01000000	0.01000000
Subarea2	86978	1.26820249	5.71000000
Subarea2	87028	2.75259541	9.94000000
Subarea2	87050	5.19120537	7.64000000
Subarea2	87085	10.47999976	10.48000000
Subarea2	87099	0.01000000	0.01000000
Subarea2	87242	0.01000000	0.01000000
Subarea2	87282	3.17000005	3.17000000
Subarea2	87317	0.93440249	10.23000000
Subarea2	87354	2.12999976	2.13000000
Subarea2	87391	1.20999995	1.21000000
Subarea2	87431	4.60299687	5.17000000
Subarea2	87632	8.33999995	8.34000000
Subarea2	87660	1.34999985	1.35000000
Subarea2	87781	0.17000005	0.17000000
Subarea2	87806	1.80000015	1.80000000
Subarea2	87839	3.13000015	3.13000000
Subarea2	87969	21.98000010	21.98000000
Subarea2	88263	3.72999985	3.73000000
Subarea2	88305	20.87000020	20.87000000
Subarea2	89563	0.02000000	0.02000000
Subarea2	89568	0.28999995	0.29000000
Subarea2	89671	5.92000015	5.92000000
Subarea2	89731	0.90000000	0.90000000
Subarea2	89832	6.99000024	6.99000000
Subarea2	89895	0.81000000	0.81000000
Subarea2	89904	8.84000010	8.84000000
Subarea2	89911	0.02000000	0.02000000
Subarea2	89944	0.01000000	0.01000000
Subarea2	89960	0.00999995	0.01000000
Subarea2	90011	0.04000000	0.04000000
Subarea2	90019	0.01000000	0.01000000
Subarea2	90028	0.01000005	0.01000000
Subarea2	90056	0.03999995	0.04000000
Subarea2	90067	0.01000000	0.01000000
Subarea2	90109	1.39000000	1.39000000
Subarea2	90129	0.48000015	0.48000000
Subarea2	90191	0.01000000	0.01000000
Subarea2	90204	0.01000005	0.01000000
Subarea2	90216	15.34999951	15.35000000
Subarea2	90223	0.06000005	0.06000000
Subarea2	90306	0.21000000	0.21000000
Subarea2	90516	1.88999990	1.89000000
Subarea2	90679	0.01000000	0.01000000
Subarea2	90705	0.01000000	0.01000000
Subarea2	90738	0.01000000	0.01000000
Subarea2	90769	0.01000000	0.01000000
Subarea2	90788	0.01000000	0.01000000
Subarea2	90797	0.01000000	0.01000000
Subarea2	90807	0.01000005	0.01000000
Subarea2	90811	0.03000000	0.03000000
Subarea2	90833	0.01000000	0.01000000
Subarea2	90840	0.02000000	0.02000000
Subarea2	90905	5.38361731	30.05000000
Subarea2	91233	1.71999995	1.72000000
Subarea2	91237	21.95999976	21.96000000
Subarea2	91348	4.43000029	4.43000000
Subarea2	91945	0.49999995	0.50000000
Subarea2	91951	0.02000000	0.02000000
Subarea2	92003	0.82000005	0.82000000
Subarea2	92010	0.96000000	0.96000000
Subarea2	92044	0.89600488	11.26000000
Subarea2	92064	0.00999995	0.01000000
Subarea2	92094	0.74999995	0.75000000
Subarea2	92099	0.01000000	0.01000000
Subarea2	92319	50.50141138	65.82000000
Subarea2	92321	0.17419678	1.18000000
Subarea2	92474	3.05399521	4.90000000
Subarea2	92518	0.02000005	0.02000000
Subarea2	92693	0.00999995	0.01000000
Subarea2	92705	1.83000000	1.83000000
Subarea2	92741	0.51000000	0.51000000
Subarea2	92833	2.67000005	2.67000000
Subarea2	92904	2.07000005	2.07000000
Subarea2	93103	4.16000000	4.16000000
Subarea2	93318	14.00819570	16.30000000
Subarea3	57460	1.00999985	1.01000000
Subarea3	57490	0.00999995	0.01000000
Subarea3	57579	0.32000000	0.32000000
Subarea3	57592	7.56999990	7.57000000
Subarea3	57630	0.01000000	0.01000000
Subarea3	57660	0.02000000	0.02000000
Subarea3	57820	4.54999995	4.55000000
Subarea3	57891	12.24000020	12.24000000
Subarea3	57963	0.09999990	0.10000000
Subarea3	57991	5.60999985	5.61000000
Subarea3	58045	0.03000000	0.03000000
Subarea3	58109	2.45000005	2.45000000
Subarea3	58119	0.29000005	0.29000000
Subarea3	58162	2.04000005	2.04000000
Subarea3	58189	0.22000000	0.22000000
Subarea3	58319	2.77000029	2.77000000
Subarea3	58441	3.59000015	3.59000000
Subarea3	58451	80.98999985	80.99000000
Subarea3	58481	0.01000000	0.01000000
Subarea3	58486	1.73999995	1.74000000
Subarea3	58536	28.94000000	28.94000000
Subarea3	58579	0.01000000	0.01000000
Subarea3	58583	4.02999980	4.03000000
Subarea3	58591	0.02000000	0.02000000
Subarea3	58592	0.00999995	0.01000000
Subarea3	58597	0.01000000	0.01000000
Subarea3	58621	0.01000005	0.01000000
Subarea3	58797	9.38178662	9.46000000
Subarea3	58875	39.75999971	39.76000000
Subarea3	58955	0.81000005	0.81000000
Subarea3	58973	0.03000000	0.03000000
Subarea3	58975	7.99000000	7.99000000
Subarea3	58980	3.14999995	3.15000000
Subarea3	59013	0.83000010	0.83000000
Subarea3	59120	23.99945427	25.44000000
Subarea3	59200	0.01000005	0.01000000
Subarea3	59201	0.01000000	0.01000000
Subarea3	59205	0.01000000	0.01000000
Subarea3	59206	4.61000010	4.61000000
Subarea3	59208	0.01000000	0.01000000
Subarea3	59224	0.61000010	0.61000000
Subarea3	59228	0.25300215	2.57000000
Subarea3	59244	8.38999995	8.39000000
Subarea3	59251	3.21000005	3.21000000
Subarea3	59302	1.55000000	1.55000000
Subarea3	59506	12.21999985	12.22000000
Subarea3	59579	16.14000020	16.14000000
Subarea3	59602	1.74999990	1.75000000
Subarea3	59736	0.27000010	0.27000000
Subarea3	59903	14.69999976	14.70000000
Subarea3	60155	7.69000015	7.69000000
Subarea3	60259	14.14999990	14.15000000
Subarea3	60277	0.67999990	0.68000000
Subarea3	60340	1.79000005	1.79000000
Subarea3	60446	0.01000000	0.01000000
Subarea3	60732	0.12000000	0.12000000
Subarea3	60756	0.01000000	0.01000000
Subarea3	60771	0.01000000	0.01000000
Subarea3	60782	0.01000000	0.01000000
Subarea3	60790	0.08999995	0.09000000
Subarea3	60796	0.03000000	0.03000000
Subarea3	60808	0.01000000	0.01000000
Subarea3	60812	1.27999990	1.28000000
Subarea3	60817	0.02000000	0.02000000
Subarea3	60827	0.02999995	0.03000000
Subarea3	60829	0.11000000	0.11000000
Subarea3	60837	0.01000000	0.01000000
Subarea3	60838	79.73999966	79.74000000
Subarea3	60845	0.01000005	0.01000000
Subarea3	60855	0.02000000	0.02000000
Subarea3	60856	2.25999985	2.26000000
Subarea3	60866	0.02000000	0.02000000
Subarea3	60871	0.00999995	0.01000000
Subarea3	60873	1.00999990	1.01000000
Subarea3	60874	0.01000000	0.01000000
Subarea3	60892	0.98540215	8.21000000
Subarea3	60898	3.57000000	3.57000000
Subarea3	60900	0.89000005	0.89000000
Subarea3	60918	3.14999990	3.15000000
Subarea3	60933	0.12319966	0.34000000
Subarea3	60944	0.30000005	0.30000000
Subarea3	61015	1.61999980	1.62000000
Subarea3	61032	0.00380010	0.01000000
Subarea3	61042	0.01000005	0.01000000
Subarea3	61059	0.01000000	0.01000000
Subarea3	61060	0.07999995	0.08000000
Subarea3	61071	0.06000005	0.06000000
Subarea3	61087	5.32999976	5.33000000
Subarea3	61092	5.49999990	5.50000000
Subarea3	61132	1.12999985	1.13000000
Subarea3	61154	2.28919824	5.58000000
Subarea3	61207	15.29000000	15.29000000
Subarea3	61214	0.00999995	0.01000000
Subarea3	61286	2.66346467	4.31000000
Subarea3	61358	0.01000000	0.01000000
Subarea3	61381	6.55000020	6.55000000
Subarea3	61384	1.73000000	1.73000000
Subarea3	61399	0.06000000	0.06000000
Subarea3	61405	0.02000000	0.02000000
Subarea3	61455	3.95999995	3.96000000
Subarea3	61605	2.94999995	2.95000000
Subarea3	61799	3.67999985	3.68000000
Subarea3	61948	2.44000005	2.44000000
Subarea3	62029	8.96999971	8.97000000
Subarea3	62207	0.93179912	2.35000000
Subarea3	62259	0.10000005	0.10000000
Subarea3	62321	3.12999995	3.13000000
Subarea3	62608	1.39000000	1.39000000
Subarea3	62613	9.33999971	9.34000000
Subarea3	62660	55.84999985	55.85000000
Subarea3	62678	0.02000000	0.02000000
Subarea3	62705	0.12000015	0.12000000
Subarea3	62721	2.80999980	2.81000000
Subarea3	62722	0.03000005	0.03000000
Subarea3	62906	4.03000005	4.03000000
Subarea3	62982	3.73000005	3.73000000
Subarea3	63085	0.13000005	0.13000000
Subarea3	63163	0.80000000	0.80000000
Subarea3	63290	8.21000015	8.21000000
Subarea3	63307	2.16000010	2.16000000
Subarea3	63336	1.51000010	1.51000000
Subarea4	48846	0.02000000	0.02000000
Subarea4	48891	0.02000005	0.02000000
Subarea4	48930	0.10000000	0.10000000
Subarea4	48954	0.09000005	0.09000000
Subarea4	49368	0.00899985	0.01000000
Subarea4	49398	0.21160073	2.56000000
Subarea4	49406	0.35999990	0.36000000
Subarea4	49411	1.56619971	1.63000000
Subarea4	49421	0.01000005	0.01000000
Subarea4	49426	0.01000000	0.01000000
Subarea4	49432	14.92999990	14.93000000
Subarea4	49657	0.59000005	0.59000000
Subarea4	49661	0.01000005	0.01000000
Subarea4	49766	0.88000000	0.88000000
Subarea4	49779	0.41000010	0.41000000
Subarea4	49922	13.78999995	13.79000000
Subarea4	49985	1.02000010	1.02000000
Subarea4	50001	2.87000010	2.87000000
Subarea4	50016	0.09000000	0.09000000
Subarea4	50034	0.01000000	0.01000000
Subarea4	50041	0.02000000	0.02000000
Subarea4	50045	0.04000005	0.04000000
Subarea4	50046	0.02000005	0.02000000
Subarea4	50047	0.01000000	0.01000000
Subarea4	50050	1.54000000	1.54000000
Subarea4	50072	0.06000000	0.06000000
Subarea4	50086	0.01999995	0.02000000
Subarea4	50102	0.01999995	0.02000000
Subarea4	50123	0.01999995	0.02000000
Subarea4	50131	6.00000024	6.00000000
Subarea4	50133	0.02000000	0.02000000
Subarea4	50176	0.09999995	0.10000000
Subarea4	50190	0.02000000	0.02000000
Subarea4	50200	0.02000005	0.02000000
Subarea4	50210	2.25000000	2.25000000
Subarea4	50212	0.02000005	0.02000000
Subarea4	50229	0.02000000	0.02000000
Subarea4	50243	0.01000000	0.01000000
Subarea4	50260	0.01999995	0.02000000
Subarea4	50275	0.01999995	0.02000000
Subarea4	50288	0.02000000	0.02000000
Subarea4	50301	0.01000000	0.01000000
Subarea4	50321	0.02000005	0.02000000
Subarea4	50325	9.86000000	9.86000000
Subarea4	50340	0.02000005	0.02000000
Subarea4	50351	2.86000005	2.86000000
Subarea4	50373	30.95999971	30.96000000
Subarea4	51356	0.06000000	0.06000000
Subarea4	51442	0.13000010	0.13000000
Subarea4	51572	4.56000005	4.56000000
Subarea4	51815	3.25000010	3.25000000
Subarea4	51941	7.95000005	7.95000000
Subarea4	52034	0.21000005	0.21000000
Subarea4	52647	44.98860249	45.16000000
Subarea4	52935	2.28999946	2.29000000
Subarea4	52978	0.59999990	0.60000000
Subarea4	53546	0.50999995	0.51000000
Subarea4	53667	2.85999985	2.86000000
Subarea4	54156	13.07000015	13.07000000
Subarea4	54172	0.01000000	0.01000000
Subarea4	55798	62.88000024	62.88000000
Subarea4	56094	0.23000010	0.23000000
Subarea4	56160	1.77999990	1.78000000
Subarea4	56192	0.02000000	0.02000000
Subarea4	56204	0.45999995	0.46000000
Subarea4	56210	2.64099639	4.31000000
Subarea4	56355	5.73000005	5.73000000
Subarea4	56397	10.65999980	10.66000000
Subarea4	56432	4.50000000	4.50000000
Subarea4	56674	0.01000005	0.01000000
Subarea4	56694	4.66000015	4.66000000
Subarea4	57004	0.06999995	0.07000000
Subarea4	57093	47.00000010	47.00000000
Subarea4	57109	7.34000000	7.34000000
Subarea4	57355	0.71999985	0.72000000
Subarea4	57389	0.30000005	0.30000000
Subarea4	57395	0.42999990	0.43000000
Subarea4	57439	14.52000044	14.52000000
Subarea4	57573	0.01000000	0.01000000
Subarea4	57584	0.01000005	0.01000000
Subarea4	57598	3.74000010	3.74000000
Subarea4	57796	3.66999985	3.67000000
Subarea4	57997	0.02000005	0.02000000
Subarea4	58082	1.40000000	1.40000000
Subarea4	58107	21.64999995	21.65000000
Subarea4	58293	4.81999976	4.82000000
Subarea4	58315	1.41999985	1.42000000
Subarea4	58370	1.38420078	2.91000000
Subarea4	58416	2.21000000	2.21000000
Subarea4	58472	0.89999990	0.90000000
Subarea4	58556	5.00479966	5.03000000
Subarea4	58676	2.00379946	13.24000000
Subarea4	58777	3.56140088	3.58000000
Subarea4	58865	9.71439980	10.31000000
Subarea4	59082	10.05579790	12.49000000
