coarse_cell_id	landuse	restored_ha	biodiversity	existing_nature_contact_edges
25659	ForestWetPoor	2.79000000	233.60957578	0.00000000
25660	ForestWetPoor	3.24000000	356.31020754	0.00000000
25944	ForestWetPoor	3.96000000	266.50611890	0.00000000
25945	ForestWetPoor	3.96000000	271.57929131	0.00000000
25946	ForestWetPoor	3.87000000	319.48634465	0.00000000
25947	ForestWetPoor	3.91000000	331.35925498	0.00000000
25948	ForestWetPoor	1.74000000	79.69540317	0.00000000
25949	ForestWetPoor	2.45000000	91.26877748	0.00000000
25950	ForestWetPoor	3.58000000	133.95286240	0.00000000
25951	ForestWetPoor	1.64000000	65.95114888	0.00000000
25952	ForestWetPoor	3.67000000	251.76789095	0.00000000
25953	ForestWetPoor	3.52000000	392.52399027	0.00000000
25954	ForestWetPoor	2.64000000	362.10681196	0.00000000
25955	ForestWetPoor	3.93000000	523.45645260	0.00000000
25956	ForestWetPoor	2.62000000	326.68328749	0.00000000
26239	ForestWetPoor	2.96000000	206.40011804	0.00000000
26240	ForestWetPoor	3.56000000	237.23486718	0.00000000
26241	ForestWetPoor	3.30000000	274.62033588	0.00000000
26242	ForestWetPoor	4.00000000	348.81694408	0.00000000
26243	ForestWetPoor	1.40000000	64.00795037	0.00000000
26245	ForestWetPoor	2.25000000	83.73289293	0.00000000
26246	ForestWetPoor	3.65000000	122.01029487	0.00000000
26247	ForestWetPoor	3.46000000	196.19026415	0.00000000
26248	ForestWetPoor	3.28000000	442.29528666	0.00000000
26249	ForestWetPoor	2.94000000	404.63326390	0.00000000
26250	ForestWetPoor	2.42000000	334.71767865	0.00000000
26251	ForestWetPoor	3.26000000	340.07116974	0.00000000
26534	ForestWetPoor	3.84000000	229.43818676	0.00000000
26535	ForestWetPoor	2.68000000	179.41129130	0.00000000
26536	ForestWetPoor	3.23000000	241.47000079	0.00000000
26537	ForestWetPoor	2.53000000	186.05785753	0.00000000
26538	ForestWetPoor	3.61000000	171.22155187	0.00000000
26540	ForestWetPoor	1.19000000	33.38951944	0.00000000
26541	ForestWetPoor	3.50000000	104.21706862	0.00000000
26542	ForestWetPoor	1.82000000	52.97076913	0.00000000
26543	ForestWetPoor	2.12000000	176.26106248	0.00000000
26544	ForestWetPoor	1.92000000	222.54603592	0.00000000
26545	ForestWetPoor	2.91000000	314.24662106	0.00000000
26546	ForestWetPoor	3.94000000	379.31194680	0.00000000
26547	ForestWetPoor	1.79000000	170.65550313	0.00000000
26778	ForestWetPoor	1.75000000	227.78441656	0.00000000
26791	ForestWetPoor	3.89000000	3.74111830	0.00000000
26792	ForestWetPoor	3.97000000	1.59825990	0.00000000
26793	ForestWetPoor	3.91000000	3.76570427	0.00000000
26794	ForestWetPoor	4.00000000	3.85238271	0.00000000
26836	ForestWetPoor	2.74000000	78.84710463	0.00000000
26837	ForestWetPoor	2.54000000	65.63423236	0.00000000
26838	ForestWetPoor	3.94000000	149.74094922	0.00000000
26839	ForestWetPoor	3.37000000	324.84847619	0.00000000
26840	ForestWetPoor	3.72000000	372.46612336	0.00000000
26841	ForestWetPoor	3.84000000	344.19309574	0.00000000
26842	ForestWetPoor	2.91000000	139.33263187	0.00000000
27089	ForestWetPoor	3.83000000	11.60084930	0.00000000
27090	ForestWetPoor	3.96000000	63.91636280	0.00000000
27131	ForestWetPoor	3.69000000	157.18767663	0.00000000
27132	ForestWetPoor	3.28000000	126.73927657	0.00000000
27133	ForestWetPoor	3.01000000	55.11447194	0.00000000
27134	ForestWetPoor	3.46000000	57.41698789	0.00000000
27135	ForestWetPoor	4.00000000	95.28961479	0.00000000
27136	ForestWetPoor	2.48000000	22.32837652	0.00000000
27137	ForestWetPoor	3.49000000	97.56703321	0.00000000
27385	ForestWetPoor	1.60000000	54.02094590	0.00000000
27426	ForestWetPoor	2.70000000	162.34184507	0.00000000
27427	ForestWetPoor	3.67000000	183.57350062	0.00000000
27428	ForestWetPoor	3.21000000	147.19872202	0.00000000
27429	ForestWetPoor	2.52000000	62.19744020	0.00000000
27430	ForestWetPoor	2.77000000	64.23194441	0.00000000
27431	ForestWetPoor	3.30000000	98.27388817	0.00000000
27432	ForestWetPoor	3.52000000	223.01496682	0.00000000
27722	ForestWetPoor	3.01000000	234.19950630	0.00000000
27723	ForestWetPoor	3.49000000	234.09591269	0.00000000
27724	ForestWetPoor	3.78000000	203.36426246	0.00000000
27725	ForestWetPoor	4.00000000	209.68258137	0.00000000
27726	ForestWetPoor	3.84000000	248.37045256	0.00000000
27727	ForestWetPoor	3.61000000	323.78853927	0.00000000
28526	ForestWetPoor	1.55000000	239.89713546	0.00000000
28603	ForestWetPoor	2.55000000	535.70955311	0.00000000
28604	ForestWetPoor	3.88000000	230.74724742	0.00000000
28821	ForestWetPoor	1.49000000	232.80045443	0.00000000
28895	ForestWetPoor	3.23000000	515.11268601	0.00000000
28896	ForestWetPoor	3.37000000	822.60117880	0.00000000
28897	ForestWetPoor	3.17000000	768.23719025	0.00000000
28898	ForestWetPoor	3.55000000	860.32833137	0.00000000
28899	ForestWetPoor	4.00000000	771.16457334	0.00000000
29095	ForestWetPoor	1.87000000	408.02890871	0.00000000
29191	ForestWetPoor	1.20000000	290.81542258	0.00000000
29193	ForestWetPoor	1.69000000	406.56611852	0.00000000
29194	ForestWetPoor	3.14000000	748.67491940	0.00000000
29489	ForestWetPoor	2.29000000	520.76110477	0.00000000
30037	ForestWetPoor	1.55000000	472.47521965	0.00000000
30038	ForestWetPoor	1.63000000	448.28284935	0.00000000
30039	ForestWetPoor	2.55000000	564.64308495	0.00000000
30040	ForestWetPoor	1.24000000	135.23885418	0.00000000
30335	ForestWetPoor	3.07000000	501.02821519	0.00000000
30617	ForestWetPoor	1.51000000	167.62503802	0.00000000
31761	ForestWetPoor	1.50000000	293.55696246	0.00000000
31762	ForestWetPoor	1.55000000	360.16172331	0.00000000
32056	ForestWetPoor	1.17000000	250.24044295	0.00000000
32057	ForestWetPoor	1.27000000	341.76142915	0.00000000
39691	ForestWetPoor	1.70000000	276.54826017	0.00000000
39951	ForestWetPoor	1.74000000	426.42316913	0.00000000
39952	ForestWetPoor	3.42000000	945.32023935	0.00000000
39953	ForestWetPoor	3.86000000	998.24128699	0.00000000
39986	ForestWetPoor	2.31000000	591.61552567	0.00000000
40247	ForestWetPoor	1.02000000	319.00329646	0.00000000
40248	ForestWetPoor	1.90000000	555.24678010	0.00000000
41165	ForestWetPoor	1.27000000	362.52139931	0.00000000
41167	ForestWetPoor	1.59000000	487.55986147	0.00000000
41461	ForestWetPoor	1.45000000	462.10588197	0.00000000
41462	ForestWetPoor	1.80000000	459.97622000	0.00000000
41463	ForestWetPoor	2.82000000	600.38813223	0.00000000
41755	ForestWetPoor	3.29000000	758.69490458	0.00000000
41756	ForestWetPoor	2.76000000	768.56841466	0.00000000
41757	ForestWetPoor	2.16000000	562.46451721	0.00000000
41758	ForestWetPoor	2.48000000	525.30092224	0.00000000
42050	ForestWetPoor	3.41000000	813.37408036	0.00000000
42051	ForestWetPoor	2.42000000	663.66473558	0.00000000
42345	ForestWetPoor	3.16000000	696.93789762	0.00000000
42346	ForestWetPoor	1.11000000	219.18686372	0.00000000
55553	ForestWetPoor	3.79000000	867.45426786	0.00000000
55554	ForestWetPoor	3.40000000	758.87715364	0.00000000
55555	ForestWetPoor	3.44000000	832.09942407	0.00000000
55848	ForestWetPoor	1.76000000	410.02705410	0.00000000
55849	ForestWetPoor	2.38000000	615.96622521	0.00000000
55850	ForestWetPoor	1.61000000	422.28964019	0.00000000
56143	ForestWetPoor	1.77000000	390.00944057	0.00000000
56144	ForestWetPoor	1.18000000	300.91560191	0.00000000
56145	ForestWetPoor	1.61000000	395.58968882	0.00000000
56439	ForestWetPoor	1.61000000	379.40869915	0.00000000
56440	ForestWetPoor	2.37000000	510.02279257	0.00000000
60261	ForestWetPoor	2.29000000	587.22618963	0.00000000
60262	ForestWetPoor	3.71000000	953.23469374	0.00000000
60263	ForestWetPoor	3.66000000	898.57233442	0.00000000
60556	ForestWetPoor	2.49000000	660.11693368	0.00000000
60557	ForestWetPoor	3.71000000	928.85941253	0.00000000
60558	ForestWetPoor	3.77000000	901.78546296	0.00000000
60848	ForestWetPoor	1.26000000	339.67688192	0.00000000
60849	ForestWetPoor	2.02000000	578.49214377	0.00000000
60851	ForestWetPoor	1.89000000	494.88639345	0.00000000
60852	ForestWetPoor	3.74000000	844.82803160	0.00000000
60853	ForestWetPoor	3.63000000	834.79926517	0.00000000
61144	ForestWetPoor	1.18000000	314.05853555	0.00000000
61145	ForestWetPoor	1.12000000	309.91389898	0.00000000
61146	ForestWetPoor	1.37000000	291.97924063	0.00000000
64990	ForestWetPoor	3.48000000	1202.42889706	0.00000000
64991	ForestWetPoor	4.00000000	1279.42905882	0.00000000
65285	ForestWetPoor	3.00000000	1084.94690147	0.00000000
65286	ForestWetPoor	2.97000000	965.74549918	0.00000000
65580	ForestWetPoor	2.63000000	936.40935000	6.00000000
65581	ForestWetPoor	3.88000000	1263.10874353	0.00000000
65876	ForestWetPoor	3.66000000	1074.62149670	0.00000000
67945	ForestWetPoor	1.98000000	377.37666772	19.00000000
72654	ForestWetPoor	1.10000000	359.24435316	0.00000000
72655	ForestWetPoor	3.65000000	909.89778584	0.00000000
72948	ForestWetPoor	1.03000000	430.49831916	0.00000000
72950	ForestWetPoor	1.09000000	267.57456443	0.00000000
73245	ForestWetPoor	1.07000000	254.35716161	0.00000000
74124	ForestWetPoor	2.59000000	930.04504401	0.00000000
74128	ForestWetPoor	3.71000000	1133.63989532	0.00000000
74423	ForestWetPoor	1.36000000	437.54674060	0.00000000
75594	ForestWetPoor	2.15000000	741.71704996	0.00000000
75602	ForestWetPoor	1.55000000	428.80354174	0.00000000
75603	ForestWetPoor	1.79000000	423.46139326	0.00000000
75889	ForestWetPoor	2.00000000	707.36261535	0.00000000
75895	ForestWetPoor	2.68000000	1335.85261714	0.00000000
75896	ForestWetPoor	3.37000000	1560.86154059	0.00000000
75897	ForestWetPoor	2.46000000	826.67937845	0.00000000
75905	ForestWetPoor	1.52000000	714.72866185	0.00000000
76190	ForestWetPoor	1.78000000	796.48172551	0.00000000
76191	ForestWetPoor	3.14000000	1278.62312007	0.00000000
76192	ForestWetPoor	3.57000000	1007.42284030	0.00000000
76199	ForestWetPoor	2.28000000	963.24165891	0.00000000
76200	ForestWetPoor	2.28000000	997.11512867	0.00000000
76484	ForestWetPoor	1.10000000	440.11491303	0.00000000
76485	ForestWetPoor	1.88000000	742.79811255	0.00000000
76486	ForestWetPoor	2.75000000	950.95295295	0.00000000
76487	ForestWetPoor	3.16000000	839.13523209	0.00000000
76494	ForestWetPoor	3.14000000	1060.43040949	0.00000000
76495	ForestWetPoor	1.28000000	454.90929143	0.00000000
76771	ForestWetPoor	1.19000000	479.27548949	0.00000000
76772	ForestWetPoor	1.20000000	518.53216615	0.00000000
76775	ForestWetPoor	2.43000000	710.08660241	0.00000000
76776	ForestWetPoor	2.72000000	802.29330980	0.00000000
76777	ForestWetPoor	1.07000000	294.86794936	0.00000000
76779	ForestWetPoor	1.66000000	551.00426749	0.00000000
76780	ForestWetPoor	2.15000000	727.93063423	0.00000000
76781	ForestWetPoor	1.95000000	631.36910143	0.00000000
76789	ForestWetPoor	1.07000000	271.52820539	0.00000000
77068	ForestWetPoor	1.18000000	314.15432249	0.00000000
77069	ForestWetPoor	3.16000000	740.32638713	0.00000000
77070	ForestWetPoor	3.44000000	751.29136173	0.00000000
77071	ForestWetPoor	3.71000000	857.41480163	0.00000000
77072	ForestWetPoor	1.89000000	393.81471931	0.00000000
77073	ForestWetPoor	2.33000000	451.41647267	0.00000000
77074	ForestWetPoor	2.12000000	440.78750043	0.00000000
77075	ForestWetPoor	2.00000000	535.16398048	0.00000000
83265	ForestWetPoor	3.07000000	340.50849852	0.00000000
83266	ForestWetPoor	1.48000000	199.23414778	0.00000000
83560	ForestWetPoor	1.75000000	163.94923763	0.00000000
83561	ForestWetPoor	2.00000000	228.12143971	0.00000000
85328	ForestWetPoor	1.51000000	415.81403677	0.00000000
93330	ForestWetPoor	1.56000000	141.42803701	0.00000000
93331	ForestWetPoor	1.25000000	119.53596874	0.00000000
93626	ForestWetPoor	1.89000000	184.11113096	0.00000000
93920	ForestWetPoor	2.11000000	270.89668391	0.00000000
93921	ForestWetPoor	2.88000000	327.15023562	0.00000000
93922	ForestWetPoor	1.31000000	118.33657081	0.00000000
93923	ForestWetPoor	1.04000000	79.37215200	0.00000000
93924	ForestWetPoor	2.34000000	166.58724146	0.00000000
94215	ForestWetPoor	2.19000000	521.37238797	12.00000000
94216	ForestWetPoor	1.42000000	228.62279944	18.00000000
94217	ForestWetPoor	3.34000000	418.73799118	0.00000000
94218	ForestWetPoor	3.43000000	346.19902765	0.00000000
94219	ForestWetPoor	2.51000000	193.45017585	0.00000000
94511	ForestWetPoor	1.00000000	293.81152160	27.00000000
94512	ForestWetPoor	3.04000000	532.68461563	14.00000000
94513	ForestWetPoor	2.30000000	279.69729551	27.00000000
94514	ForestWetPoor	2.37000000	247.09437562	15.00000000
94806	ForestWetPoor	1.57000000	650.75578306	20.00000000
94807	ForestWetPoor	1.70000000	545.34668151	25.00000000
94808	ForestWetPoor	1.21000000	232.37182030	34.00000000
94810	ForestWetPoor	1.76000000	178.53420183	0.00000000
94811	ForestWetPoor	2.44000000	154.64976224	0.00000000
94812	ForestWetPoor	2.13000000	130.71045667	13.00000000
95389	ForestWetPoor	2.36000000	496.44826794	14.00000000
95684	ForestWetPoor	2.82000000	685.35286120	19.00000000
95965	ForestWetPoor	2.04000000	484.39043330	26.00000000
95974	ForestWetPoor	2.09000000	954.15290932	4.00000000
96258	ForestWetPoor	1.71000000	427.56758093	0.00000000
96259	ForestWetPoor	2.82000000	706.96899734	24.00000000
96260	ForestWetPoor	1.19000000	291.41335293	53.00000000
96269	ForestWetPoor	2.81000000	1336.12873290	0.00000000
96270	ForestWetPoor	1.75000000	882.48681994	27.00000000
96555	ForestWetPoor	3.54000000	885.23547642	0.00000000
96556	ForestWetPoor	3.78000000	854.55368235	0.00000000
96849	ForestWetPoor	2.29000000	570.53873863	0.00000000
96850	ForestWetPoor	3.86000000	973.34623775	0.00000000
96851	ForestWetPoor	2.81000000	616.38837025	0.00000000
96853	ForestWetPoor	2.44000000	612.30244424	0.00000000
96880	ForestWetPoor	2.36000000	242.68451817	23.00000000
96884	ForestWetPoor	2.54000000	462.32950687	18.00000000
97145	ForestWetPoor	2.18000000	463.40545408	0.00000000
97146	ForestWetPoor	3.43000000	787.84768124	0.00000000
97147	ForestWetPoor	2.15000000	516.68502563	0.00000000
97148	ForestWetPoor	3.03000000	776.56669903	0.00000000
97149	ForestWetPoor	1.89000000	572.23068789	0.00000000
97175	ForestWetPoor	3.13000000	288.37414707	18.00000000
97176	ForestWetPoor	1.97000000	177.40410412	17.00000000
97441	ForestWetPoor	1.50000000	417.31126012	0.00000000
99204	ForestWetPoor	2.88000000	989.40896637	0.00000000
99499	ForestWetPoor	1.67000000	574.00614910	0.00000000
99793	ForestWetPoor	2.77000000	715.14718473	0.00000000
99794	ForestWetPoor	3.01000000	929.49307135	0.00000000
99797	ForestWetPoor	2.40000000	674.76725458	0.00000000
99799	ForestWetPoor	1.00000000	304.54298994	0.00000000
99816	ForestWetPoor	2.70000000	287.16281565	11.00000000
100092	ForestWetPoor	1.82000000	490.71960479	8.00000000
100093	ForestWetPoor	2.51000000	784.29815916	9.00000000
100097	ForestWetPoor	2.33000000	783.31368996	0.00000000
100388	ForestWetPoor	1.10000000	386.02211627	11.00000000
100980	ForestWetPoor	2.76000000	1038.22587036	27.00000000
101568	ForestWetPoor	2.36000000	990.87570232	6.00000000
101863	ForestWetPoor	1.02000000	390.03592408	0.00000000
101865	ForestWetPoor	1.99000000	842.15248799	34.00000000
101867	ForestWetPoor	1.76000000	647.22472348	22.00000000
102163	ForestWetPoor	2.24000000	893.41904992	20.00000000
102454	ForestWetPoor	1.59000000	521.79791871	0.00000000
102455	ForestWetPoor	2.89000000	1010.72681065	10.00000000
102459	ForestWetPoor	2.40000000	949.15753409	11.00000000
102751	ForestWetPoor	1.70000000	546.66607869	17.00000000
102753	ForestWetPoor	1.93000000	682.96715029	25.00000000
102754	ForestWetPoor	1.80000000	652.10091877	27.00000000
102755	ForestWetPoor	3.05000000	1083.11967438	0.00000000
103046	ForestWetPoor	3.43000000	914.49118040	0.00000000
103049	ForestWetPoor	1.62000000	517.51550710	0.00000000
103050	ForestWetPoor	2.25000000	711.50249295	0.00000000
103341	ForestWetPoor	1.99000000	402.68815173	0.00000000
103345	ForestWetPoor	2.70000000	714.14864904	0.00000000
103640	ForestWetPoor	2.89000000	784.78841676	0.00000000
104231	ForestWetPoor	3.22000000	838.98445062	0.00000000
104232	ForestWetPoor	1.50000000	477.67034219	0.00000000
107483	ForestWetPoor	2.43000000	701.89170802	0.00000000
108075	ForestWetPoor	1.13000000	380.94546512	0.00000000
108663	ForestWetPoor	1.27000000	536.93198429	0.00000000
111021	ForestWetPoor	1.30000000	230.92383951	0.00000000
113666	ForestWetPoor	2.00000000	470.85569850	0.00000000
113960	ForestWetPoor	1.07000000	351.34302945	0.00000000
114255	ForestWetPoor	2.50000000	843.84340262	0.00000000
117489	ForestWetPoor	3.02000000	314.02911309	0.00000000
118372	ForestWetPoor	1.07000000	170.34686746	0.00000000
119254	ForestWetPoor	1.80000000	243.86561310	0.00000000
120134	ForestWetPoor	2.39000000	926.81526689	0.00000000
125395	ForestWetPoor	3.10000000	996.22702440	0.00000000
125396	ForestWetPoor	2.88000000	841.61322619	19.00000000
125690	ForestWetPoor	1.59000000	570.10928584	0.00000000
125985	ForestWetPoor	1.12000000	370.20611192	0.00000000
7363	ForestWetRich	2.49000000	182.98588301	0.00000000
7364	ForestWetRich	3.56000000	177.42048394	0.00000000
7365	ForestWetRich	1.57000000	84.20860622	0.00000000
7366	ForestWetRich	1.00000000	46.36547783	0.00000000
7658	ForestWetRich	3.44000000	239.68288698	0.00000000
7659	ForestWetRich	2.48000000	165.28522871	0.00000000
7660	ForestWetRich	3.56000000	233.19980529	0.00000000
7661	ForestWetRich	2.57000000	123.09068725	0.00000000
10895	ForestWetRich	3.66000000	358.95032482	0.00000000
10896	ForestWetRich	3.36000000	407.55064085	0.00000000
10897	ForestWetRich	1.72000000	230.99904654	0.00000000
11189	ForestWetRich	3.67000000	271.67371082	0.00000000
11190	ForestWetRich	3.59000000	325.53479873	0.00000000
11191	ForestWetRich	3.63000000	488.27853758	0.00000000
11484	ForestWetRich	3.83000000	244.45808893	0.00000000
11485	ForestWetRich	3.55000000	288.87275096	0.00000000
11486	ForestWetRich	2.50000000	265.09111627	0.00000000
11487	ForestWetRich	1.73000000	220.63557693	0.00000000
16768	ForestWetRich	3.26000000	336.28201241	0.00000000
16769	ForestWetRich	1.69000000	210.01738799	0.00000000
18846	ForestWetRich	2.39000000	137.66073918	0.00000000
18847	ForestWetRich	3.83000000	370.65087342	0.00000000
18848	ForestWetRich	3.95000000	356.88718106	0.00000000
18849	ForestWetRich	3.06000000	239.75657099	0.00000000
18850	ForestWetRich	1.42000000	87.14008535	0.00000000
19141	ForestWetRich	3.25000000	292.08585892	0.00000000
19142	ForestWetRich	4.00000000	409.21018674	0.00000000
19143	ForestWetRich	2.84000000	317.56918917	0.00000000
19144	ForestWetRich	3.00000000	265.48641604	0.00000000
19438	ForestWetRich	1.03000000	128.42664905	0.00000000
19439	ForestWetRich	1.46000000	173.60271074	0.00000000
20311	ForestWetRich	1.49000000	130.76242457	0.00000000
20312	ForestWetRich	1.07000000	94.46804848	0.00000000
20313	ForestWetRich	1.64000000	117.65925857	0.00000000
20314	ForestWetRich	3.38000000	191.26231556	0.00000000
20604	ForestWetRich	1.58000000	102.54295076	0.00000000
20605	ForestWetRich	1.55000000	105.91065092	0.00000000
20606	ForestWetRich	3.00000000	246.95778378	0.00000000
20607	ForestWetRich	2.90000000	246.56995276	0.00000000
20608	ForestWetRich	3.27000000	207.86263251	0.00000000
20609	ForestWetRich	3.92000000	170.89222858	0.00000000
20899	ForestWetRich	2.25000000	125.71678125	0.00000000
20900	ForestWetRich	3.60000000	286.97306266	0.00000000
20903	ForestWetRich	3.56000000	211.26398546	0.00000000
20904	ForestWetRich	4.00000000	190.77302893	0.00000000
21195	ForestWetRich	1.33000000	106.40946766	0.00000000
21198	ForestWetRich	3.45000000	213.68680713	0.00000000
21199	ForestWetRich	3.26000000	163.70310996	0.00000000
21490	ForestWetRich	1.51000000	109.81365737	0.00000000
21491	ForestWetRich	3.18000000	229.48622107	0.00000000
21492	ForestWetRich	2.62000000	204.51693623	0.00000000
21493	ForestWetRich	3.92000000	246.70303981	0.00000000
21786	ForestWetRich	2.03000000	210.11448213	0.00000000
21787	ForestWetRich	2.95000000	301.56156620	0.00000000
21788	ForestWetRich	3.94000000	383.58044588	0.00000000
22081	ForestWetRich	1.09000000	111.77693075	0.00000000
22082	ForestWetRich	2.34000000	215.08714955	0.00000000
22083	ForestWetRich	3.69000000	298.13175839	0.00000000
22377	ForestWetRich	1.06000000	107.40695180	0.00000000
22378	ForestWetRich	2.74000000	236.51635949	0.00000000
22672	ForestWetRich	3.63000000	418.88482276	0.00000000
22673	ForestWetRich	3.78000000	368.28462538	0.00000000
22966	ForestWetRich	2.10000000	239.43952712	0.00000000
22967	ForestWetRich	3.88000000	411.86134160	0.00000000
22968	ForestWetRich	3.94000000	320.08438006	0.00000000
23260	ForestWetRich	1.85000000	296.31711819	0.00000000
23261	ForestWetRich	3.16000000	372.62560771	0.00000000
23262	ForestWetRich	3.78000000	305.93528639	0.00000000
23263	ForestWetRich	3.81000000	267.22992337	0.00000000
23554	ForestWetRich	1.04000000	162.73034505	0.00000000
23555	ForestWetRich	2.50000000	437.44100582	0.00000000
23556	ForestWetRich	3.45000000	486.03422207	0.00000000
23557	ForestWetRich	3.61000000	393.72119835	0.00000000
23558	ForestWetRich	3.94000000	217.38031018	0.00000000
23850	ForestWetRich	2.76000000	466.52035559	0.00000000
23851	ForestWetRich	3.43000000	532.49584631	0.00000000
23852	ForestWetRich	3.74000000	423.19113603	0.00000000
23853	ForestWetRich	3.73000000	198.62555789	0.00000000
24146	ForestWetRich	3.34000000	481.47568308	0.00000000
24147	ForestWetRich	4.00000000	406.66003362	0.00000000
24148	ForestWetRich	3.97000000	259.02773774	0.00000000
24441	ForestWetRich	2.21000000	342.52296286	0.00000000
24442	ForestWetRich	3.78000000	446.99746266	0.00000000
24443	ForestWetRich	3.78000000	256.42072129	0.00000000
24736	ForestWetRich	2.48000000	391.69231097	0.00000000
24737	ForestWetRich	4.00000000	574.84528478	0.00000000
24738	ForestWetRich	4.00000000	358.47084473	0.00000000
25031	ForestWetRich	2.86000000	539.21954917	0.00000000
25032	ForestWetRich	4.00000000	700.10204912	0.00000000
25033	ForestWetRich	3.69000000	461.10093812	0.00000000
25321	ForestWetRich	1.22000000	37.25906127	0.00000000
25322	ForestWetRich	1.20000000	101.11574645	0.00000000
25323	ForestWetRich	1.12000000	133.58161626	0.00000000
25325	ForestWetRich	2.57000000	478.05704851	0.00000000
25326	ForestWetRich	3.77000000	689.46768373	0.00000000
25327	ForestWetRich	3.53000000	556.07236187	0.00000000
25328	ForestWetRich	3.13000000	327.84147566	0.00000000
25617	ForestWetRich	2.79000000	190.03774996	0.00000000
25618	ForestWetRich	3.19000000	309.98833724	0.00000000
25619	ForestWetRich	3.11000000	406.06744057	0.00000000
25620	ForestWetRich	3.50000000	570.73428716	0.00000000
25621	ForestWetRich	3.54000000	583.10983688	0.00000000
25913	ForestWetRich	3.99000000	314.60600288	0.00000000
25914	ForestWetRich	3.97000000	354.97580546	0.00000000
25915	ForestWetRich	3.88000000	367.49037020	0.00000000
25916	ForestWetRich	3.87000000	339.52161400	0.00000000
27097	ForestWetRich	2.09000000	74.66774488	0.00000000
28610	ForestWetRich	1.07000000	215.11126291	0.00000000
28611	ForestWetRich	1.28000000	246.92313575	0.00000000
28834	ForestWetRich	2.07000000	105.51986504	0.00000000
28835	ForestWetRich	1.38000000	65.37641692	0.00000000
28904	ForestWetRich	2.50000000	457.85919974	0.00000000
28905	ForestWetRich	2.45000000	467.89597184	0.00000000
28906	ForestWetRich	2.53000000	475.40912769	0.00000000
29129	ForestWetRich	3.89000000	245.71176193	0.00000000
29130	ForestWetRich	4.00000000	235.71238575	0.00000000
29131	ForestWetRich	3.56000000	268.85229355	0.00000000
29132	ForestWetRich	1.04000000	86.57986935	0.00000000
29199	ForestWetRich	3.94000000	452.03806205	0.00000000
29200	ForestWetRich	2.74000000	450.13929577	0.00000000
29201	ForestWetRich	1.41000000	237.18036580	0.00000000
29424	ForestWetRich	3.93000000	478.18165987	0.00000000
29425	ForestWetRich	3.98000000	408.93322260	0.00000000
29426	ForestWetRich	3.32000000	357.26676447	0.00000000
29427	ForestWetRich	3.79000000	350.44879061	0.00000000
29430	ForestWetRich	2.28000000	243.81573530	0.00000000
29715	ForestWetRich	1.76000000	307.23219034	0.00000000
29716	ForestWetRich	3.64000000	606.94012016	0.00000000
29717	ForestWetRich	1.51000000	255.87326931	0.00000000
29719	ForestWetRich	2.85000000	530.36409381	0.00000000
29720	ForestWetRich	3.52000000	635.28069645	0.00000000
29721	ForestWetRich	2.71000000	479.70717599	0.00000000
29722	ForestWetRich	3.83000000	424.53976771	0.00000000
30011	ForestWetRich	1.36000000	301.54319592	0.00000000
30012	ForestWetRich	2.53000000	460.85213826	0.00000000
30013	ForestWetRich	2.61000000	541.42449597	0.00000000
30014	ForestWetRich	1.96000000	442.60120939	0.00000000
30015	ForestWetRich	1.25000000	259.37276637	0.00000000
30017	ForestWetRich	1.91000000	322.06152430	0.00000000
30908	ForestWetRich	1.30000000	207.60048127	0.00000000
30909	ForestWetRich	1.17000000	155.00679154	0.00000000
31211	ForestWetRich	2.44000000	683.52714144	0.00000000
31448	ForestWetRich	2.74000000	931.41655455	0.00000000
31449	ForestWetRich	2.40000000	846.13904260	0.00000000
31450	ForestWetRich	1.81000000	553.65923505	0.00000000
31505	ForestWetRich	1.77000000	430.94738876	0.00000000
31797	ForestWetRich	1.09000000	319.07331932	0.00000000
31798	ForestWetRich	1.48000000	356.56052840	0.00000000
31799	ForestWetRich	1.33000000	388.78849256	0.00000000
31800	ForestWetRich	1.33000000	323.65183779	0.00000000
40813	ForestWetRich	3.33000000	721.95155022	33.00000000
41109	ForestWetRich	2.35000000	444.36925534	35.00000000
41405	ForestWetRich	2.55000000	541.27005755	14.00000000
42013	ForestWetRich	1.35000000	371.58128017	0.00000000
42014	ForestWetRich	2.47000000	786.83589746	0.00000000
42015	ForestWetRich	1.53000000	429.64316133	0.00000000
60560	ForestWetRich	1.30000000	262.24791103	3.00000000
60561	ForestWetRich	1.02000000	224.53487469	0.00000000
61437	ForestWetRich	2.81000000	698.20924513	0.00000000
61438	ForestWetRich	1.41000000	368.40881134	0.00000000
61445	ForestWetRich	1.80000000	402.60874129	3.00000000
61446	ForestWetRich	2.63000000	621.03282290	0.00000000
61447	ForestWetRich	1.79000000	399.46190594	0.00000000
69418	ForestWetRich	2.94000000	675.03440766	0.00000000
69419	ForestWetRich	3.47000000	951.02661691	0.00000000
69713	ForestWetRich	1.27000000	351.59186096	12.00000000
69714	ForestWetRich	1.76000000	566.21106885	29.00000000
69715	ForestWetRich	2.31000000	733.25902547	16.00000000
70002	ForestWetRich	1.62000000	559.51257413	0.00000000
70008	ForestWetRich	1.28000000	361.30477689	0.00000000
70296	ForestWetRich	1.09000000	379.34042130	0.00000000
70297	ForestWetRich	2.18000000	778.30495309	0.00000000
70303	ForestWetRich	2.81000000	765.43107257	0.00000000
70304	ForestWetRich	2.04000000	596.29144076	0.00000000
