network_name	coarse_cell_id	counted_area_ha	total_restorable_ha
Subarea4	19135	3.17000000	3.17000000
Subarea4	19136	3.84000000	3.84000000
Subarea4	19429	1.37000000	1.37000000
Subarea4	19430	2.02000000	2.02000000
Subarea4	19725	1.44000000	1.44000000
Subarea4	20020	1.90000000	1.90000000
Subarea4	20021	3.48000000	3.48000000
Subarea4	20313	1.64000000	1.64000000
Subarea4	20314	3.38000000	3.38000000
Subarea4	20315	3.12000000	3.12000000
Subarea4	20316	1.22000000	1.22000000
Subarea4	20611	3.67000000	3.67000000
Subarea4	20612	3.14000000	3.14000000
Subarea4	20613	1.64000000	1.64000000
Subarea4	20908	2.15000000	2.15000000
Subarea4	21203	1.54000000	1.54000000
Subarea4	21498	1.65000000	1.65000000
Subarea4	21793	1.02000000	1.02000000
Subarea4	22672	3.63000000	3.63000000
Subarea4	22966	2.10000000	2.10000000
Subarea4	22967	3.88000000	3.88000000
Subarea4	23261	3.16000000	3.16000000
Subarea4	23556	3.45000000	3.45000000
Subarea4	23850	2.76000000	2.76000000
Subarea4	23851	3.43000000	3.43000000
Subarea4	23852	3.74000000	3.74000000
Subarea4	23853	3.73000000	3.73000000
Subarea4	24147	4.00000000	4.00000000
Subarea4	24442	3.78000000	3.78000000
Subarea4	24736	2.48000000	2.48000000
Subarea4	24737	4.00000000	4.00000000
Subarea4	24738	4.00000000	4.00000000
Subarea4	25031	2.86000000	2.86000000
Subarea4	25032	4.00000000	4.00000000
Subarea4	25033	3.69000000	3.69000000
Subarea4	25035	2.43000000	2.43000000
Subarea4	25325	2.57000000	2.57000000
Subarea4	25326	3.77000000	3.77000000
Subarea4	25607	1.21000000	1.21000000
Subarea4	25621	3.54000000	3.54000000
Subarea4	25625	1.46000000	1.46000000
Subarea4	25901	1.77000000	1.77000000
Subarea4	25902	3.53000000	3.53000000
Subarea4	25903	3.38000000	3.38000000
Subarea4	25914	3.97000000	3.97000000
Subarea4	25915	3.88000000	3.88000000
Subarea4	25916	3.87000000	3.87000000
Subarea4	25917	3.97000000	3.97000000
Subarea4	25920	2.72000000	2.72000000
Subarea4	26194	2.83000000	2.83000000
Subarea4	26195	3.85000000	3.85000000
Subarea4	26196	2.35000000	2.35000000
Subarea4	26198	3.42000000	3.42000000
Subarea4	26199	3.71000000	3.71000000
Subarea4	26200	3.90000000	3.90000000
Subarea4	26212	3.54000000	3.54000000
Subarea4	26213	3.61000000	3.61000000
Subarea4	26214	3.92000000	3.92000000
Subarea4	26215	1.82000000	1.82000000
Subarea4	26485	2.28000000	2.28000000
Subarea4	26487	2.51000000	2.51000000
Subarea4	26488	3.64000000	3.64000000
Subarea4	26489	3.87000000	3.87000000
Subarea4	26490	3.61000000	3.61000000
Subarea4	26495	3.93000000	3.93000000
Subarea4	26507	2.46000000	2.46000000
Subarea4	26778	1.75000000	1.75000000
Subarea4	26779	1.98000000	1.98000000
Subarea4	26780	1.30000000	1.30000000
Subarea4	26783	3.94000000	3.94000000
Subarea4	26784	3.98000000	3.98000000
Subarea4	26790	3.81000000	3.81000000
Subarea4	26791	3.89000000	3.89000000
Subarea4	26792	3.97000000	3.97000000
Subarea4	26793	3.91000000	3.91000000
Subarea4	26794	4.00000000	4.00000000
Subarea4	26802	3.76000000	3.76000000
Subarea4	26803	3.28000000	3.28000000
Subarea4	27073	3.15000000	3.15000000
Subarea4	27075	3.08000000	3.08000000
Subarea4	27077	3.84000000	3.84000000
Subarea4	27078	3.86000000	3.86000000
Subarea4	27089	3.83000000	3.83000000
Subarea4	27090	3.96000000	3.96000000
Subarea4	27094	2.37000000	2.37000000
Subarea4	27097	2.09000000	2.09000000
Subarea4	27365	2.06000000	2.06000000
Subarea4	27366	3.53000000	3.53000000
Subarea4	27367	3.79000000	3.79000000
Subarea4	27368	3.96000000	3.96000000
Subarea4	27369	3.89000000	3.89000000
Subarea4	27385	1.60000000	1.60000000
Subarea4	27657	1.22000000	1.22000000
Subarea4	27659	2.48000000	2.48000000
Subarea4	27660	3.83000000	3.83000000
Subarea4	27662	4.00000000	4.00000000
Subarea4	27663	4.00000000	4.00000000
Subarea4	27664	3.91000000	3.91000000
Subarea4	27678	1.64000000	1.64000000
Subarea4	27954	1.61000000	1.61000000
Subarea4	28251	2.70000000	2.70000000
Subarea4	28266	1.02000000	1.02000000
Subarea4	28268	3.60000000	3.60000000
Subarea4	28269	3.95000000	3.95000000
Subarea4	28563	3.19000000	3.19000000
Subarea4	28564	3.80000000	3.80000000
Subarea4	28853	1.99000000	1.99000000
Subarea4	28854	3.58000000	3.58000000
Subarea4	28856	3.99000000	3.99000000
Subarea4	28857	3.59000000	3.59000000
Subarea4	28858	2.84000000	2.84000000
Subarea4	28859	3.81000000	3.81000000
Subarea4	29148	2.56000000	2.56000000
Subarea4	29149	3.87000000	3.87000000
Subarea4	29150	3.22000000	3.22000000
Subarea4	29151	2.30000000	2.30000000
Subarea4	29153	1.92000000	1.92000000
Subarea4	29154	3.92000000	3.92000000
Subarea4	29155	2.55000000	2.55000000
Subarea4	29445	1.93000000	1.93000000
Subarea4	29447	2.93000000	2.93000000
Subarea4	29449	1.57000000	1.57000000
Subarea4	29739	1.43000000	1.43000000
Subarea4	30026	3.04000000	3.04000000
Subarea4	30035	1.73000000	1.73000000
Subarea4	30317	1.16000000	1.16000000
Subarea4	30318	3.16000000	3.16000000
Subarea4	30321	3.68000000	3.68000000
Subarea4	30322	3.76000000	3.76000000
Subarea4	30324	3.98000000	3.98000000
Subarea4	30326	3.78000000	3.78000000
Subarea4	30327	2.74000000	2.74000000
Subarea4	30611	3.93000000	3.93000000
Subarea4	30612	2.50000000	2.50000000
Subarea4	30617	1.51000000	1.51000000
Subarea4	30618	3.70000000	3.70000000
Subarea4	30619	3.67000000	3.67000000
Subarea4	30621	3.21000000	3.21000000
Subarea4	30905	3.34000000	3.34000000
Subarea4	30907	3.45000000	3.45000000
Subarea4	30912	3.04000000	3.04000000
Subarea4	30913	3.66000000	3.66000000
Subarea4	30914	3.78000000	3.78000000
Subarea4	30915	3.79000000	3.79000000
Subarea4	30916	3.38000000	3.38000000
Subarea4	30917	1.74000000	1.74000000
Subarea4	31202	1.76000000	1.76000000
Subarea4	31205	3.92000000	3.92000000
Subarea4	31208	3.72000000	3.72000000
Subarea4	31209	2.98000000	2.98000000
Subarea4	31210	2.34000000	2.34000000
Subarea4	31211	2.44000000	2.44000000
Subarea4	31500	3.83000000	3.83000000
Subarea4	31501	3.72000000	3.72000000
Subarea4	31502	1.54000000	1.54000000
Subarea4	31794	3.37000000	3.37000000
Subarea4	31795	3.46000000	3.46000000
Subarea4	31797	1.09000000	1.09000000
Subarea4	31798	1.48000000	1.48000000
Subarea4	32089	1.95000000	1.95000000
