patch_id,subarea_id,ExistingPatchAreaHaBySubarea
96981,1,0.009999951171875
97000,1,0.05
97063,1,1.10999990234375
97254,1,0.01
97316,1,20.800000048828124
97400,1,16.218628637695314
97574,1,0.13999990234375
97632,1,0.03
97636,1,0.559999951171875
97648,1,2.97
97698,1,1.8200001953125
97766,1,0.269999951171875
97788,1,0.090000048828125
97797,1,0.29
97814,1,0.009999951171875
97826,1,0.01
97830,1,40.739999609375
97855,1,0.049999951171875
97867,1,0.01
97916,1,0.890000146484375
97947,1,0.01
98042,1,3.92000009765625
98051,1,0.3472025390625
98059,1,17.52
98085,1,0.269999951171875
98507,1,1.0893764892578126
98642,1,1.359999853515625
98829,1,12.7099998046875
98972,1,0.010000048828125
99051,1,15.800000146484376
99173,1,0.09
99185,1,0.009999951171875
99191,1,2.999999853515625
99214,1,0.389999951171875
99230,1,0.009999951171875
99335,1,15.88000029296875
99515,1,0.01
99663,1,0.00400029296875
99788,1,0.17999990234375
99812,1,0.619999951171875
99843,1,0.09
99845,1,0.029999951171875
99864,1,0.009999951171875
99902,1,0.06
99930,1,0.239999951171875
99944,1,0.009999951171875
99957,1,1.02000009765625
99987,1,0.54
100008,1,0.81
100059,1,0.73
100098,1,0.01
100162,1,0.609999951171875
100202,1,0.180000048828125
100209,1,38.16000043945313
100390,1,0.03
100506,1,0.279999951171875
100519,1,0.01
100587,1,0.5
100625,1,30.29999990234375
100650,1,19.9499998046875
100822,1,0.55
100874,1,0.410000048828125
100892,1,0.03
100935,1,0.19
100941,1,0.01
100948,1,0.110000048828125
100951,1,0.009999951171875
100974,1,0.019999951171875
100979,1,0.570000048828125
100986,1,0.01
100987,1,0.01
100996,1,0.010000048828125
101005,1,0.010000048828125
101030,1,0.069999951171875
101032,1,0.04
101052,1,0.019999951171875
101107,1,0.030000048828125
101120,1,0.04
101130,1,0.009999951171875
101151,1,0.009999951171875
101168,1,0.01
101174,1,0.05
101207,1,0.28000009765625
101221,1,0.020000048828125
101228,1,0.260000048828125
101231,1,0.01
101237,1,0.389999951171875
101247,1,0.019999951171875
101257,1,0.030000048828125
101260,1,0.01
101274,1,0.01
101287,1,0.180000048828125
101292,1,0.010000048828125
101300,1,0.01
101318,1,0.010000048828125
101364,1,0.050000048828125
101456,1,0.62000009765625
101490,1,0.869999853515625
101533,1,0.08
101538,1,0.090000048828125
101547,1,0.349999951171875
101580,1,0.49
101586,1,0.01
101598,1,0.219999951171875
101619,1,0.02
101791,1,0.499999951171875
101980,1,0.020000048828125
101982,1,0.090000048828125
101990,1,0.01
102032,1,0.05
102064,1,0.210000048828125
102069,1,0.07
102082,1,0.04
102102,1,0.04
102127,1,0.01
102263,1,0.58999990234375
102281,1,1.263798974609375
102357,1,1.689999951171875
102445,1,1.789999951171875
102468,1,0.40999990234375
102474,1,0.02
102497,1,0.12
102533,1,0.01
102546,1,0.449999951171875
102604,1,3.03
102653,1,0.13
102707,1,0.46
102803,1,0.5362001953125
102936,1,4.119999951171875
103226,1,0.01
103409,1,0.029999951171875
103532,1,1.91
103544,1,0.060000048828125
103580,1,0.029999951171875
103661,1,0.180000048828125
103678,1,0.109999951171875
103980,1,1.76000009765625
104015,1,0.01
104065,1,0.01
104073,1,0.01
104097,1,0.580000048828125
104237,1,0.320000146484375
104364,1,17.130000048828126
104437,1,0.099999951171875
104469,1,0.03
104638,1,2.069999951171875
104654,1,0.470000048828125
104712,1,8.8800001953125
104802,1,0.049999951171875
104845,1,5.339999853515625
104912,1,14.550000390625
104915,1,1.340000048828125
104948,1,0.009999951171875
105077,1,1.98
105111,1,4.490000244140625
105117,1,1.02
105308,1,0.02
105325,1,0.02
105341,1,0.02
105380,1,0.1
105408,1,0.02
105416,1,0.01
105452,1,0.2
105511,1,2.24999990234375
105698,1,0.338799462890625
105872,1,0.78640029296875
106002,1,7.58000029296875
106010,1,0.614801513671875
106116,1,0.160000048828125
106126,1,0.649999951171875
106335,1,0.589999951171875
106635,1,0.010000048828125
106640,1,28.799999267578126
106647,1,0.01
106664,1,0.01
106684,1,0.020000048828125
106688,1,0.009999951171875
107038,1,0.01
107055,1,0.01
107069,1,0.010000048828125
107153,1,2.150000048828125
107161,1,0.01
107177,1,0.009999951171875
107192,1,0.01
107204,1,0.01
107413,1,0.680000048828125
107549,1,0.27439609375
107568,1,1.660000048828125
107716,1,1.649999755859375
107720,1,0.01
107848,1,0.4928169921875
107940,1,0.01
107948,1,0.03
107957,1,0.01
107965,1,0.01
107972,1,18.050000390625
107976,1,0.059999951171875
107977,1,0.009999951171875
107982,1,0.010000048828125
107992,1,0.02
108191,1,6.000000146484375
108207,1,0.100000048828125
108208,1,0.300000048828125
108209,1,0.03
108229,1,0.9200001953125
108251,1,0.53
108261,1,0.010000048828125
108274,1,0.009999951171875
108283,1,0.01
108302,1,0.010000048828125
108310,1,0.01
108320,1,7.41000009765625
108321,1,0.7099998046875
108327,1,0.01
108329,1,2.59
108333,1,0.25
109133,1,5.4699943359375
109138,1,0.170398828125
109150,1,15.169999755859376
109155,1,0.01
109210,1,0.230000048828125
109215,1,0.11999990234375
109219,1,0.01
109240,1,0.009999951171875
109464,1,0.29539951171875
109655,1,0.01
109684,1,0.031999560546875
109693,1,0.009799951171875
109718,1,0.006199658203125
109723,1,0.010000048828125
109749,1,0.01
109821,1,58.631552001953125
109852,1,8.38000009765625
109879,1,0.05
109970,1,2.710000146484375
110110,1,1.41
110122,1,0.010000048828125
110135,1,0.02
110314,1,2.54000029296875
110321,1,0.010000048828125
110417,1,0.410000048828125
110434,1,0.009999951171875
110435,1,0.010000048828125
110465,1,0.60999990234375
110468,1,0.079999951171875
110476,1,0.080000048828125
110549,1,0.63000009765625
110551,1,0.129999951171875
110564,1,7.77999990234375
110573,1,35.31579614257812
110578,1,0.009999951171875
110597,1,0.009999951171875
110625,1,0.009999951171875
110637,1,0.01
110707,1,0.009999951171875
110798,1,16.529999755859375
111003,1,0.010000048828125
111012,1,0.010000048828125
111019,1,0.01
111029,1,4.449999755859375
111064,1,0.04
111081,1,0.010000048828125
111114,1,0.020000048828125
111126,1,5.170000146484375
111130,1,0.01
111194,1,20.95
111283,1,0.530000048828125
111379,1,2.79999990234375
111424,1,2.250000048828125
111540,1,1.54000009765625
111604,1,2.71
111613,1,1.53000009765625
111660,1,0.010000048828125
111665,1,8.879999951171875
111669,1,0.030000048828125
111677,1,0.01
111678,1,0.01
111719,1,1.07000009765625
111737,1,0.2039549560546875
111832,1,0.30000009765625
111863,1,0.74000009765625
111907,1,0.03
111915,1,0.01
111923,1,0.01
111960,1,0.45
112039,1,2.3100001953125
112077,1,24.6400001953125
112101,1,0.010000048828125
112111,1,0.01
112116,1,0.50999990234375
112213,1,0.93540087890625
112278,1,0.01
112337,1,0.07
112353,1,0.09
112362,1,0.01
112634,1,0.01
112757,1,0.290000146484375
112788,1,0.504802734375
112960,1,0.009999951171875
112962,1,2.4789306640625
112975,1,17.23939892578125
113107,1,0.209999951171875
113129,1,0.02
113137,1,14.550805517578125
113141,1,0.01
113155,1,0.01
113160,1,1.0837970703125
113174,1,0.01
113185,1,0.22000009765625
113189,1,0.010000048828125
113218,1,0.08
113228,1,0.12
113242,1,0.010000048828125
113254,1,0.01
113260,1,4.300000048828125
113285,1,0.05
113288,1,37.52999990234375
113315,1,0.3912001953125
113317,1,0.09
113347,1,0.009999951171875
113370,1,0.27
113584,1,0.01
113592,1,62.24000009765625
113693,1,17.699799853515625
113703,1,10.910000244140624
113794,1,1.159999951171875
113879,1,0.01
113880,1,0.02
113888,1,0.25
113910,1,0.1
113983,1,0.61
114034,1,28.590000244140626
114039,1,207.71
114114,1,0.01
114129,1,0.009999951171875
114143,1,0.01
114157,1,0.01
114171,1,12.459999951171875
114182,1,0.01
114189,1,0.440000048828125
114222,1,0.01
114319,1,1.629999951171875
114350,1,37.54500009765625
114437,1,1.070000048828125
114585,1,4.56000009765625
114593,1,0.01
114720,1,5.889999853515625
114866,1,0.030000048828125
114919,1,0.030000048828125
114969,1,0.030000048828125
115041,1,0.07
115195,1,1.300000048828125
115254,1,0.01
115339,1,79.856998828125
115661,1,0.009999951171875
115953,1,234.0230009277344
116084,1,0.010000048828125
116089,1,1.39000009765625
116144,1,3.22
116155,1,0.509999951171875
116255,1,0.01
116258,1,61.33999985351562
116298,1,69.31999965820313
116299,1,0.789999951171875
116311,1,0.069999951171875
116340,1,11.27000009765625
116366,1,1.47416279296875
116446,1,7.620000048828125
116668,1,6.253632861328125
116701,1,6.699999951171875
116822,1,1.960000146484375
79547,2,1.5442296630859376
80250,2,0.349999951171875
80305,2,1.899999951171875
80507,2,0.020000048828125
80521,2,0.029999951171875
80854,2,1.390502392578125
80871,2,5.869999951171875
80872,2,0.01
80880,2,0.0094859130859375
80885,2,0.07
80897,2,0.0041921875
80920,2,0.013122607421875
81099,2,3.319999853515625
81145,2,0.02
81148,2,0.240000048828125
81150,2,0.01
81160,2,1.13000009765625
81192,2,3.5307985595703126
81215,2,0.010000048828125
81221,2,1.350000048828125
81234,2,0.07
81242,2,0.190000048828125
81269,2,1.09999990234375
81270,2,0.220000048828125
81275,2,0.01
81278,2,0.0027335205078125
81280,2,0.010000048828125
81291,2,0.01
81292,2,0.010000048828125
81300,2,0.01
81310,2,0.010000048828125
81311,2,0.009999951171875
81312,2,0.049999951171875
81322,2,6.960000048828125
81325,2,0.01
81326,2,0.1290452392578125
81331,2,0.02
81332,2,0.01
81341,2,0.01
81347,2,0.009999951171875
81358,2,0.01
81367,2,0.26999990234375
81368,2,0.010000048828125
81375,2,0.01
81399,2,0.05
81404,2,0.910000048828125
81405,2,0.179999951171875
81407,2,0.32
81409,2,0.06
81410,2,0.019999951171875
81411,2,0.070000048828125
81420,2,0.01
81430,2,0.02
81438,2,0.02
81477,2,0.88999990234375
81487,2,0.39
81524,2,0.03
81532,2,0.010000048828125
81537,2,0.02
81547,2,0.02
81553,2,0.030000048828125
81563,2,0.02
81571,2,0.04
81578,2,0.05
81589,2,0.030000048828125
81650,2,0.129999951171875
81659,2,0.753600146484375
81667,2,0.901201513671875
82020,2,0.308397607421875
82072,2,0.009599951171875
82077,2,0.01
82087,2,0.009999951171875
82164,2,0.01
82171,2,0.009999951171875
82178,2,0.01
82217,2,0.009999951171875
82232,2,0.150000048828125
82238,2,1.29
82277,2,0.3135990234375
82325,2,0.01
82331,2,0.01
82374,2,0.19999990234375
82416,2,6.0400001953125
82448,2,0.009999951171875
82463,2,0.01
82464,2,0.01
82466,2,0.17
82469,2,0.010000048828125
82470,2,0.02
82478,2,0.02
82484,2,0.01
82485,2,0.01
82493,2,0.009999951171875
82494,2,0.01
82504,2,0.01
82505,2,0.020000048828125
82520,2,0.010000048828125
82521,2,0.109999951171875
82524,2,0.55999990234375
82529,2,0.01
82532,2,1.2699998046875
82538,2,0.009999951171875
82547,2,0.01
82548,2,0.01
82555,2,0.02
82579,2,1.479999951171875
82669,2,19.1299998046875
82677,2,0.58
82722,2,3.459999853515625
82736,2,0.189999853515625
82802,2,0.169999951171875
82830,2,2.399999853515625
82842,2,0.69
82883,2,0.02
82889,2,0.05
82921,2,1.650000146484375
82988,2,0.39999990234375
83016,2,4.05
83056,2,5.460000048828125
83070,2,2.880000048828125
83126,2,0.059999951171875
83127,2,0.550000048828125
83142,2,0.41000009765625
83186,2,9.34
83202,2,7.37299443359375
83207,2,1.2146344970703125
83222,2,5.5743951171875
83237,2,0.14999990234375
83247,2,0.01
83253,2,0.01
83295,2,0.01
83306,2,0.08
83322,2,0.120000048828125
83337,2,0.04
83347,2,0.010000048828125
83370,2,0.010000048828125
83372,2,2.020000048828125
83374,2,0.19999990234375
83384,2,6.33
83405,2,5.360993701171875
83426,2,0.04
83463,2,0.04
83477,2,0.11899990234375
83480,2,0.0096
83491,2,0.010000048828125
83523,2,0.01
83530,2,0.610000048828125
83535,2,0.01
83549,2,0.009999951171875
83557,2,0.01
83566,2,0.01
83574,2,0.010000048828125
83606,2,0.01
83616,2,0.01
83619,2,2.360000146484375
83631,2,0.030000048828125
83692,2,2.39000009765625
83738,2,0.590000146484375
83748,2,0.569999951171875
83853,2,0.039999951171875
83921,2,0.009999951171875
84005,2,0.50160166015625
84154,2,7.01000009765625
84163,2,0.03
84208,2,0.530000048828125
84211,2,0.030000048828125
84239,2,0.009999951171875
84280,2,0.230000048828125
84281,2,1.77999990234375
84306,2,0.29000009765625
84346,2,0.32
84402,2,0.03
84414,2,0.01
84424,2,0.009999951171875
84433,2,0.109200048828125
84449,2,0.01
84522,2,0.41
84554,2,0.029999951171875
84616,2,1.140000048828125
84617,2,0.05
84618,2,3.880000048828125
84625,2,0.62000009765625
84627,2,4.9400001953125
84639,2,0.09779912109375
84660,2,0.08
84706,2,0.18
84709,2,0.280000048828125
84715,2,0.29000009765625
84718,2,0.010000048828125
84737,2,0.560000048828125
84746,2,0.28999990234375
84753,2,0.01
84756,2,0.66
84760,2,0.01
84762,2,12.000348364257812
84767,2,0.64000009765625
84769,2,0.24
84782,2,0.01
84788,2,0.130000048828125
84802,2,0.100000048828125
84805,2,0.23
84811,2,0.11
84815,2,0.009999951171875
84818,2,3.360000048828125
84825,2,0.170000048828125
84844,2,0.079999951171875
84861,2,0.709999951171875
84868,2,0.29
84875,2,0.97
84880,2,0.0160769287109375
84967,2,0.11
84992,2,0.01
84997,2,0.01
85017,2,0.04
85043,2,0.04
85049,2,4.77999990234375
85052,2,0.01
85055,2,1.957799267578125
85057,2,0.00560029296875
85066,2,0.019999951171875
85076,2,0.39
85093,2,0.01
85113,2,1.34479814453125
85127,2,3.99000009765625
85137,2,0.01
85138,2,0.009999951171875
85143,2,1.33000009765625
85146,2,0.010000048828125
85150,2,1.800000048828125
85151,2,0.81000009765625
85155,2,0.01
85202,2,0.22
85203,2,0.469999951171875
85212,2,0.03
85213,2,0.698997021484375
85225,2,0.019999951171875
85244,2,0.010000048828125
85289,2,0.160198779296875
85308,2,8.78000009765625
85353,2,0.03
85355,2,0.1508017578125
85377,2,4.899599609375
85462,2,9.186207470703126
85463,2,0.856600732421875
85465,2,8.609999755859375
85472,2,12.939999853515625
85476,2,0.01
85491,2,0.01
85509,2,5.280000244140625
85517,2,0.043213427734375
85531,2,0.06
85547,2,0.08000009765625
85564,2,0.819999951171875
85565,2,1.47999990234375
85571,2,1.38
85582,2,0.00179990234375
85586,2,0.690000048828125
85608,2,0.05
85634,2,0.2575998046875
85684,2,0.64999990234375
85703,2,10.074226831054688
85704,2,10.420207861328125
85708,2,0.02
85733,2,0.92
85736,2,2.44280205078125
85751,2,2.363798974609375
85754,2,0.09
85773,2,0.01
85807,2,2.74
85845,2,0.149999951171875
85853,2,3.529999951171875
85856,2,0.16
85860,2,0.01
85864,2,2.8554
85873,2,0.070000048828125
85874,2,0.01
85900,2,0.12000009765625
85921,2,0.13999990234375
85925,2,0.709999853515625
85929,2,0.01
85931,2,0.2127990234375
86006,2,0.019999951171875
86011,2,5.25000009765625
86073,2,2.219999755859375
86088,2,3.7745779052734374
86098,2,2.13262724609375
86116,2,1.590000048828125
86117,2,0.310000048828125
86217,2,7.91359990234375
86265,2,13.56159990234375
86287,2,0.1400748046875
86326,2,0.08184208984375
86347,2,0.301196337890625
86402,2,5.49999990234375
86433,2,0.009999951171875
86441,2,0.02
86448,2,0.7260639404296875
86475,2,0.01
86625,2,0.010000048828125
86637,2,0.01
86653,2,0.851625341796875
86658,2,0.01
86661,2,1.040399658203125
86697,2,0.01
86707,2,0.01
86715,2,0.88
86721,2,8.713681396484375
86723,2,9.923599853515626
86730,2,0.63239443359375
86766,2,0.16
86822,2,0.049999951171875
86832,2,2.93999990234375
86863,2,1.72120078125
86865,2,0.133800537109375
86875,2,3.0800001953125
86893,2,0.059200830078125
86922,2,0.010000048828125
86940,2,0.01
86948,2,15.3499998046875
86965,2,0.01
86978,2,1.268202490234375
87015,2,0.00579990234375
87028,2,2.75259541015625
87043,2,0.5136
87050,2,5.19120537109375
87085,2,10.479999755859374
87099,2,0.01
87242,2,0.01
87282,2,3.170000048828125
87308,2,5.66600009765625
87317,2,0.934402490234375
87354,2,2.129999755859375
87391,2,1.209999951171875
87431,2,4.602996875
87495,2,0.780000146484375
87558,2,2.020000146484375
87609,2,0.01
87623,2,0.01
87629,2,0.010000048828125
87632,2,8.339999951171874
87642,2,0.01
87649,2,0.009999951171875
87660,2,1.349999853515625
87781,2,0.170000048828125
87806,2,1.800000146484375
87839,2,3.130000146484375
87969,2,21.98000009765625
88018,2,2.49
88263,2,3.729999853515625
88305,2,20.8700001953125
88494,2,0.24
88636,2,0.01
88681,2,0.39999990234375
88827,2,0.16
88856,2,0.030000048828125
89563,2,0.02
89568,2,0.289999951171875
89671,2,5.920000146484375
89731,2,0.9
89832,2,6.990000244140625
89895,2,0.81
89904,2,8.84000009765625
89911,2,0.02
89944,2,0.01
89960,2,0.009999951171875
90011,2,0.04
90019,2,0.01
90028,2,0.010000048828125
90056,2,0.039999951171875
90067,2,0.01
90105,2,0.597601904296875
90109,2,1.39
90116,2,0.050000048828125
90129,2,0.480000146484375
90191,2,0.01
90204,2,0.010000048828125
90216,2,15.34999951171875
90223,2,0.060000048828125
90306,2,0.21
90468,2,0.303600048828125
90516,2,1.88999990234375
90679,2,0.01
90682,2,0.4759939453125
90705,2,0.01
90738,2,0.01
90769,2,0.01
90788,2,0.01
90797,2,0.01
90807,2,0.010000048828125
90811,2,0.03
90833,2,0.01
90840,2,0.02
90905,2,5.383617309570313
90906,2,1.52
90956,2,0.35919541015625
90978,2,0.02
91021,2,0.301398681640625
91061,2,0.019999951171875
91064,2,2.6214013671875
91070,2,0.770000146484375
91075,2,0.01
91076,2,8.369999560546875
91092,2,1.279999853515625
91211,2,0.850000048828125
91233,2,1.719999951171875
91237,2,21.959999755859375
91348,2,4.43000029296875
91359,2,0.010000048828125
91386,2,0.07
91394,2,0.55
91396,2,0.01
91397,2,0.04
91411,2,0.06
91446,2,0.21
91458,2,0.120000048828125
91500,2,0.050000048828125
91516,2,0.429999951171875
91535,2,0.03
91555,2,0.01
91583,2,0.01
91606,2,0.11
91618,2,0.009999951171875
91628,2,0.869999951171875
91635,2,0.01
91696,2,4.985916748046875
91723,2,0.079999951171875
91729,2,0.020000048828125
91731,2,0.07
91732,2,0.01
91733,2,29.98000029296875
91795,2,5.3800001953125
91797,2,1.21
91803,2,0.019999951171875
91811,2,0.150000048828125
91823,2,3.66
91829,2,0.01
91839,2,0.160000048828125
91853,2,0.150000048828125
91864,2,0.849999951171875
91880,2,1.9200001953125
91888,2,1.08
91905,2,0.01
91917,2,0.010000048828125
91918,2,0.009999951171875
91919,2,0.95000009765625
91921,2,0.24999990234375
91945,2,0.499999951171875
91951,2,0.02
92003,2,0.820000048828125
92005,2,0.010000048828125
92010,2,0.96
92044,2,0.8960048828125
92052,2,0.21
92064,2,0.009999951171875
92094,2,0.749999951171875
92099,2,0.01
92117,2,0.079999951171875
92119,2,0.009999951171875
92135,2,0.01
92185,2,11.924577734375
92189,2,0.01
92199,2,11.670000146484375
92206,2,9.510000439453124
92237,2,0.010000048828125
92242,2,0.1
92243,2,0.010000048828125
92245,2,5.440000244140625
92256,2,0.009999951171875
92257,2,0.01
92309,2,0.039999951171875
92312,2,0.45999990234375
92319,2,50.50141137695312
92321,2,0.17419677734375
92337,2,0.004399755859375
92342,2,0.00859990234375
92350,2,0.018799755859375
92358,2,0.450000048828125
92360,2,0.64999990234375
92377,2,0.64
92395,2,0.189999951171875
92474,2,3.05399521484375
92499,2,0.87
92518,2,0.020000048828125
92548,2,0.01
92693,2,0.009999951171875
92701,2,0.410000048828125
92704,2,0.800204296875
92705,2,1.83
92741,2,0.51
92801,2,0.49728310546875
92822,2,0.01
92833,2,2.670000048828125
92850,2,0.009999951171875
92875,2,10.800000048828124
92888,2,0.109999951171875
92897,2,0.009999951171875
92904,2,2.070000048828125
92907,2,1.8
92956,2,2.06999521484375
92960,2,0.439999951171875
92997,2,2.435799560546875
93019,2,0.070000048828125
93059,2,1.19999990234375
93074,2,0.010000048828125
93081,2,0.01
93082,2,0.01
93089,2,0.01
93102,2,0.159999951171875
93103,2,4.16
93131,2,0.05
93140,2,3.170000146484375
93166,2,0.389999951171875
93193,2,9.78000009765625
93194,2,0.49000009765625
93196,2,0.04
93219,2,0.019999951171875
93238,2,0.04
93239,2,0.03
93241,2,0.05
93248,2,0.01
93249,2,0.01
93250,2,0.03
93256,2,0.01
93265,2,0.010000048828125
93266,2,0.010000048828125
93285,2,0.01
93286,2,0.01
93296,2,0.01
93318,2,14.008195703125
93327,2,0.02
93347,2,2.144994921875
93353,2,85.54280087890625
93363,2,0.11
93371,2,0.010000048828125
93377,2,0.01
93465,2,0.009999951171875
93473,2,0.083782177734375
93476,2,0.9840181396484375
93492,2,0.01
93499,2,0.029999951171875
93502,2,0.04
93505,2,0.02
93538,2,0.16
93547,2,0.11
93566,2,0.0348456298828125
93575,2,0.029999951171875
93626,2,0.009999951171875
93650,2,0.019999951171875
93655,2,13.509999755859376
93790,2,12.849999853515625
93901,2,0.540000146484375
93936,2,41.06
93950,2,0.06
93994,2,0.79000009765625
94123,2,8.939999853515625
94236,2,2.03
94341,2,0.43000009765625
94402,2,0.08
94415,2,0.4756813232421875
94460,2,0.12
57460,3,1.009999853515625
57490,3,0.009999951171875
57579,3,0.32
57592,3,7.56999990234375
57630,3,0.01
57660,3,0.02
57711,3,22.93999990234375
57820,3,4.549999951171875
57891,3,12.2400001953125
57963,3,0.09999990234375
57991,3,5.609999853515625
58045,3,0.03
58109,3,2.450000048828125
58119,3,0.290000048828125
58162,3,2.040000048828125
58189,3,0.22
58319,3,2.77000029296875
58441,3,3.590000146484375
58451,3,80.98999985351563
58481,3,0.01
58486,3,1.739999951171875
58531,3,1.37
58536,3,28.94
58579,3,0.01
58583,3,4.0299998046875
58591,3,0.02
58592,3,0.009999951171875
58597,3,0.01
58621,3,0.010000048828125
58797,3,9.38178662109375
58861,3,0.0022001953125
58875,3,39.75999970703125
58930,3,0.28680126953125
58955,3,0.810000048828125
58973,3,0.03
58975,3,7.99
58980,3,3.149999951171875
59013,3,0.83000009765625
59120,3,23.999454272460937
59183,3,0.81000009765625
59200,3,0.010000048828125
59201,3,0.01
59205,3,0.01
59206,3,4.61000009765625
59208,3,0.01
59224,3,0.61000009765625
59228,3,0.2530021484375
59235,3,0.219000048828125
59244,3,8.389999951171875
59251,3,3.210000048828125
59302,3,1.55
59506,3,12.219999853515626
59579,3,16.1400001953125
59602,3,1.74999990234375
59718,3,0.02
59736,3,0.27000009765625
59903,3,14.699999755859375
60155,3,7.690000146484375
60259,3,14.14999990234375
60277,3,0.67999990234375
60340,3,1.790000048828125
60446,3,0.01
60460,3,9.99951171875e-4
60632,3,0.01
60695,3,0.01
60732,3,0.12
60756,3,0.01
60771,3,0.01
60782,3,0.01
60790,3,0.089999951171875
60796,3,0.03
60808,3,0.01
60812,3,1.27999990234375
60817,3,0.02
60827,3,0.029999951171875
60829,3,0.11
60837,3,0.01
60838,3,79.73999965820313
60845,3,0.010000048828125
60855,3,0.02
60856,3,2.259999853515625
60866,3,0.02
60871,3,0.009999951171875
60873,3,1.00999990234375
60874,3,0.01
60884,3,0.4985983642578125
60892,3,0.9854021484375
60898,3,3.57
60900,3,0.890000048828125
60918,3,3.14999990234375
60930,3,1.6135434814453125
60933,3,0.123199658203125
60944,3,0.300000048828125
60977,3,0.010000048828125
60982,3,0.01
60993,3,0.02
61000,3,0.009999951171875
61015,3,1.6199998046875
61032,3,0.00380009765625
61042,3,0.010000048828125
61059,3,0.01
61060,3,0.079999951171875
61071,3,0.060000048828125
61087,3,5.329999755859375
61092,3,5.49999990234375
61127,3,0.01
61132,3,1.129999853515625
61138,3,0.029999951171875
61146,3,0.01
61154,3,2.2891982421875
61157,3,0.02
61207,3,15.29
61214,3,0.009999951171875
61286,3,2.6634646728515623
61358,3,0.01
61381,3,6.5500001953125
61384,3,1.73
61399,3,0.06
61405,3,0.02
61455,3,3.959999951171875
61552,3,0.01
61605,3,2.949999951171875
61715,3,0.131000537109375
61799,3,3.679999853515625
61888,3,0.825595263671875
61903,3,0.01
61947,3,0.12980029296875
61948,3,2.440000048828125
61975,3,1.470000048828125
61982,3,0.00840068359375
61985,3,0.16679931640625
62029,3,8.96999970703125
62046,3,0.7963998046875
62051,3,0.07819892578125
62068,3,0.1117986328125
62089,3,0.029999951171875
62099,3,1.001997265625
62109,3,0.441197802734375
62149,3,1.0167974609375
62207,3,0.93179912109375
62245,3,1.179999951171875
62248,3,2.35240068359375
62259,3,0.100000048828125
