Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Hydrachna processifera,Hydrachna processifera,5774116,NA,5774116,99,EXACT,ACCEPTED,Hydrachna processifera,"Hydrachna processifera Koenike, 1903",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna processifera,SPECIES,5774116
Hydrachna skorikowi,Hydrachna skorikowi,5774136,NA,5774136,99,EXACT,ACCEPTED,Hydrachna skorikowi,"Hydrachna skorikowi Piersig, 1900",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,Hydrachna skorikowi,SPECIES,5774136
Hydractinia echinata,Hydractinia echinata,2265871,NA,2265871,99,EXACT,ACCEPTED,Hydractinia echinata,"Hydractinia echinata (Fleming, 1828)",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,Hydractinia echinata,SPECIES,2265871
Hydraecia micacea,Hydraecia micacea,1796678,NA,1796678,99,EXACT,ACCEPTED,Hydraecia micacea,"Hydraecia micacea Esper, 1789",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia micacea,SPECIES,1796678
Hydraecia nordstroemi,Hydraecia nordstroemi,1796668,NA,1796668,99,EXACT,ACCEPTED,Hydraecia nordstroemi,"Hydraecia nordstroemi Horke, 1952",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia nordstroemi,SPECIES,1796668
Hydraecia petasitis,Hydraecia petasitis,1796666,NA,1796666,99,EXACT,ACCEPTED,Hydraecia petasitis,"Hydraecia petasitis Doubleday, 1847",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia petasitis,SPECIES,1796666
Hydraecia ultima,Hydraecia ultima,1796644,NA,1796644,99,EXACT,ACCEPTED,Hydraecia ultima,"Hydraecia ultima Holst, 1965",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia ultima,SPECIES,1796644
Hydraena britteni,Hydraena britteni,5748098,NA,5748098,99,EXACT,ACCEPTED,Hydraena britteni,"Hydraena britteni Joy, 1907",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena britteni,SPECIES,5748098
Hydraena gracilis,Hydraena gracilis,5748088,NA,5748088,97,EXACT,ACCEPTED,Hydraena gracilis,"Hydraena gracilis Germar, 1823",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena gracilis,SPECIES,5748088
Hydraena nigrita,Hydraena nigrita,5748138,NA,5748138,97,EXACT,ACCEPTED,Hydraena nigrita,"Hydraena nigrita Germar, 1823",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena nigrita,SPECIES,5748138
Hydraena palustris,Hydraena palustris,5748058,NA,5748058,99,EXACT,ACCEPTED,Hydraena palustris,"Hydraena palustris Erichson, 1837",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena palustris,SPECIES,5748058
Hydraena pulchella,Hydraena pulchella,5748091,NA,5748091,97,EXACT,ACCEPTED,Hydraena pulchella,"Hydraena pulchella Germar, 1823",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena pulchella,SPECIES,5748091
Hydraena riparia,Hydraena riparia,5748171,NA,5748171,97,EXACT,ACCEPTED,Hydraena riparia,"Hydraena riparia Kugelann, 1794",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena riparia,SPECIES,5748171
Hydraena testacea,Hydraena testacea,5748191,NA,5748191,99,EXACT,ACCEPTED,Hydraena testacea,"Hydraena testacea Curtis, 1830",Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena testacea,SPECIES,5748191
Hydraeomyces halipli,Hydraeomyces halipli,2610620,NA,2610620,99,EXACT,ACCEPTED,Hydraeomyces halipli,Hydraeomyces halipli (Thaxt.) Thaxt.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydraeomyces,Hydraeomyces halipli,SPECIES,2610620
Hydrallmania falcata,Hydrallmania falcata,2268835,NA,2268835,99,EXACT,ACCEPTED,Hydrallmania falcata,"Hydrallmania falcata (Linnaeus, 1758)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Hydrallmania,Hydrallmania falcata,SPECIES,2268835
Hydrangea anomala,Hydrangea anomala,7318939,NA,7318939,99,EXACT,ACCEPTED,Hydrangea anomala,Hydrangea anomala D.Don,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea anomala,SPECIES,7318939
Hydrangea paniculata,Hydrangea paniculata,2985995,NA,2985995,97,EXACT,ACCEPTED,Hydrangea paniculata,Hydrangea paniculata Siebold,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea paniculata,SPECIES,2985995
Hydrelia flammeolaria,Hydrelia flammeolaria,5146379,NA,5146379,99,EXACT,ACCEPTED,Hydrelia flammeolaria,"Hydrelia flammeolaria (Hufnagel, 1767)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydrelia,Hydrelia flammeolaria,SPECIES,5146379
Hydrelia sylvata,Hydrelia sylvata,5146342,NA,5146342,99,EXACT,ACCEPTED,Hydrelia sylvata,"Hydrelia sylvata (Denis & Schiffermüller) , 1775",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydrelia,Hydrelia sylvata,SPECIES,5146342
Hydrellia maura,Hydrellia albiceps,1617693,NA,1617693,99,EXACT,ACCEPTED,Hydrellia albiceps,"Hydrellia albiceps (Meigen, 1824)",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia albiceps,SPECIES,1617693
Hydrellia albilabris,Hydrellia albilabris,1617649,NA,1617649,99,EXACT,ACCEPTED,Hydrellia albilabris,"Hydrellia albilabris (Meigen, 1830)",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia albilabris,SPECIES,1617649
Hydrellia fulviceps,Hydrellia fulviceps,1617677,NA,1617677,99,EXACT,ACCEPTED,Hydrellia fulviceps,"Hydrellia fulviceps (Stenhammar, 1844)",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia fulviceps,SPECIES,1617677
Hydrellia griseola,Hydrellia griseola,1617497,NA,1617497,99,EXACT,ACCEPTED,Hydrellia griseola,"Hydrellia griseola (Fallén, 1813)",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia griseola,SPECIES,1617497
Hydrellia porphyrops,Hydrellia porphyrops,1617608,NA,1617608,99,EXACT,ACCEPTED,Hydrellia porphyrops,"Hydrellia porphyrops Haliday, 1839",Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia porphyrops,SPECIES,1617608
Hydrilla verticillata ,Hydrilla verticillata,5329570,NA,5329570,98,EXACT,ACCEPTED,Hydrilla verticillata,Hydrilla verticillata (L.f.) Royle,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrilla,Hydrilla verticillata,SPECIES,5329570
Hydriomena furcata,Hydriomena furcata,1979473,NA,1979473,99,EXACT,ACCEPTED,Hydriomena furcata,"Hydriomena furcata (Thunberg, 1784)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena furcata,SPECIES,1979473
Hydriomena impluviata,Hydriomena impluviata,1979308,NA,1979308,99,EXACT,ACCEPTED,Hydriomena impluviata,"Hydriomena impluviata (Denis & Schiffermüller) , 1775",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena impluviata,SPECIES,1979308
Hydriomena ruberata,Hydriomena ruberata,1979430,NA,1979430,99,EXACT,ACCEPTED,Hydriomena ruberata,Hydriomena ruberata (Freyer),Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena ruberata,SPECIES,1979430
Hydrobaenus distylus,Hydrobaenus distylus,1453232,NA,1453232,98,EXACT,ACCEPTED,Hydrobaenus distylus,"Hydrobaenus distylus (Kieffer, 1915)",Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Hydrobaenus,Hydrobaenus distylus,SPECIES,1453232
Hydrobaenus lugubris,Hydrobaenus lugubris,1453255,NA,1453255,99,EXACT,ACCEPTED,Hydrobaenus lugubris,"Hydrobaenus lugubris Fries, 1830",Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Hydrobaenus,Hydrobaenus lugubris,SPECIES,1453255
Hydrobaenus pilipes,Hydrobaenus pilipes,1453234,NA,1453234,99,EXACT,ACCEPTED,Hydrobaenus pilipes,"Hydrobaenus pilipes (Malloch, 1915)",Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Hydrobaenus,Hydrobaenus pilipes,SPECIES,1453234
Hydrobates pelagicus,Hydrobates pelagicus,4408455,NA,4408455,99,EXACT,ACCEPTED,Hydrobates pelagicus,"Hydrobates pelagicus (Linnaeus, 1758)",Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates pelagicus,SPECIES,4408455
Hydrobia acuta,Hydrobia acuta,4361880,NA,4361880,99,EXACT,ACCEPTED,Hydrobia acuta,"Hydrobia acuta (Draparnaud, 1805)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,Hydrobia acuta,SPECIES,4361880
Hydrobius fuscipes,Hydrobius fuscipes,4988130,NA,4988130,99,EXACT,ACCEPTED,Hydrobius fuscipes,"Hydrobius fuscipes (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrobius,Hydrobius fuscipes,SPECIES,4988130
Hydrobius rottenbergii,Hydrobius rottenbergii,7393313,NA,7393313,99,EXACT,ACCEPTED,Hydrobius rottenbergii,"Hydrobius rottenbergii Gerhardt, 1872",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrobius,Hydrobius rottenbergii,SPECIES,7393313
Hydrobius subrotundus,Hydrobius subrotundus,8012102,NA,8012102,99,EXACT,ACCEPTED,Hydrobius subrotundus,"Hydrobius subrotundus Stephens, 1829",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrobius,Hydrobius subrotundus,SPECIES,8012102
Hydrochara caraboides,Hydrochara caraboides,4434004,NA,4434004,99,EXACT,ACCEPTED,Hydrochara caraboides,"Hydrochara caraboides (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrochara,Hydrochara caraboides,SPECIES,4434004
Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,5329266,NA,5329266,99,EXACT,ACCEPTED,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrocharis,Hydrocharis morsus-ranae,SPECIES,5329266
Hydrochoreutes krameri,Hydrochoreutes krameri,5774269,NA,5774269,99,EXACT,ACCEPTED,Hydrochoreutes krameri,"Hydrochoreutes krameri Piersig, 1896",Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Hydrochoreutes,Hydrochoreutes krameri,SPECIES,5774269
Hydrochoreutes ungulatus,Hydrochoreutes ungulatus,5173842,NA,5173842,99,EXACT,ACCEPTED,Hydrochoreutes ungulatus,"Hydrochoreutes ungulatus (Koch, 1836)",Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Hydrochoreutes,Hydrochoreutes ungulatus,SPECIES,5173842
Hydrochus brevis,Hydrochus brevis,5745451,NA,5745451,99,EXACT,ACCEPTED,Hydrochus brevis,"Hydrochus brevis (Herbst, 1793)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrochidae,Hydrochus,Hydrochus brevis,SPECIES,5745451
Hydrochus crenatus,Hydrochus crenatus,8063413,NA,8063413,99,EXACT,ACCEPTED,Hydrochus crenatus,"Hydrochus crenatus (Fabricius, 1792)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrochidae,Hydrochus,Hydrochus crenatus,SPECIES,8063413
Hydrochus elongatus,Hydrochus elongatus,5745443,NA,5745443,99,EXACT,ACCEPTED,Hydrochus elongatus,"Hydrochus elongatus (Schaller, 1783)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrochidae,Hydrochus,Hydrochus elongatus,SPECIES,5745443
Hydrochus ignicollis,Hydrochus ignicollis,5745452,NA,5745452,99,EXACT,ACCEPTED,Hydrochus ignicollis,"Hydrochus ignicollis Motschulsky, 1860",Animalia,Arthropoda,Insecta,Coleoptera,Hydrochidae,Hydrochus,Hydrochus ignicollis,SPECIES,5745452
Hydrochus megaphallus,Hydrochus megaphallus,5745453,NA,5745453,99,EXACT,ACCEPTED,Hydrochus megaphallus,"Hydrochus megaphallus Berge Henegouwen, 1988",Animalia,Arthropoda,Insecta,Coleoptera,Hydrochidae,Hydrochus,Hydrochus megaphallus,SPECIES,5745453
Hydrocoloeus minutus,Hydrocoloeus minutus,6065841,NA,6065841,99,EXACT,ACCEPTED,Hydrocoloeus minutus,"Hydrocoloeus minutus (Pallas, 1776)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,Hydrocoloeus minutus,SPECIES,6065841
Hydrocotyle novae-zeelandiae,Hydrocotyle novae-zeelandiae,3636471,NA,3636471,99,EXACT,ACCEPTED,Hydrocotyle novae-zeelandiae,Hydrocotyle novae-zeelandiae DC.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle novae-zeelandiae,SPECIES,3636471
Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,7978544,NA,7978544,97,EXACT,ACCEPTED,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides L.fil.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle ranunculoides,SPECIES,7978544
Hydrocotyle vulgaris,Hydrocotyle vulgaris,3034606,NA,3034606,97,EXACT,ACCEPTED,Hydrocotyle vulgaris,Hydrocotyle vulgaris L.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle vulgaris,SPECIES,3034606
Hydrodictyon reticulatum,Hydrodictyon reticulatum,2641977,NA,2641977,97,EXACT,ACCEPTED,Hydrodictyon reticulatum,Hydrodictyon reticulatum (L.) Lagerh.,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Hydrodictyon,Hydrodictyon reticulatum,SPECIES,2641977
Hydrodroma despiciens,Hydrodroma despiciens,2180496,NA,2180496,99,EXACT,ACCEPTED,Hydrodroma despiciens,"Hydrodroma despiciens (O.F.Müller, 1776)",Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma,Hydrodroma despiciens,SPECIES,2180496
Hydroglyphus geminus,Hydroglyphus geminus,4469950,NA,4469950,99,EXACT,ACCEPTED,Hydroglyphus geminus,"Hydroglyphus geminus (Fabricius, 1792)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroglyphus,Hydroglyphus geminus,SPECIES,4469950
Hydroglyphus hamulatus,Hydroglyphus hamulatus,4469948,NA,4469948,99,EXACT,ACCEPTED,Hydroglyphus hamulatus,"Hydroglyphus hamulatus (Gyllenhal, 1813)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroglyphus,Hydroglyphus hamulatus,SPECIES,4469948
Hydroides norvegica,Hydroides norvegica,2328216,NA,2328216,99,EXACT,ACCEPTED,Hydroides norvegica,"Hydroides norvegica Gunnerus, 1768",Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides norvegica,SPECIES,2328216
Hydrolithon boreale,Hydrolithon boreale,2654787,NA,2654787,99,EXACT,ACCEPTED,Hydrolithon boreale,Hydrolithon boreale (Foslie) Y.M.Chamberlain,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hydrolithaceae,Hydrolithon,Hydrolithon boreale,SPECIES,2654787
Hydrometra gracilenta,Hydrometra gracilenta,4485514,NA,4485514,99,EXACT,ACCEPTED,Hydrometra gracilenta,"Hydrometra gracilenta Horváth, 1899",Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,Hydrometra gracilenta,SPECIES,4485514
Hydrometra stagnorum,Hydrometra stagnorum,2049340,NA,2049340,99,EXACT,ACCEPTED,Hydrometra stagnorum,"Hydrometra stagnorum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,Hydrometra stagnorum,SPECIES,2049340
Hydromya dorsalis,Hydromya dorsalis,1444065,NA,1444065,99,EXACT,ACCEPTED,Hydromya dorsalis,"Hydromya dorsalis (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Hydromya,Hydromya dorsalis,SPECIES,1444065
Hydromyza livens,Hydromyza livens,1555749,NA,1555749,99,EXACT,ACCEPTED,Hydromyza livens,"Hydromyza livens (Fabricius, 1794)",Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Hydromyza,Hydromyza livens,SPECIES,1555749
Hydrophana sphaerospora,Hydrophana sphaerospora,10888414,NA,10888414,99,EXACT,ACCEPTED,Hydrophana sphaerospora,Hydrophana sphaerospora (Bourdot & Galzin) Malysheva & Spirin,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,Hydrophana,Hydrophana sphaerospora,SPECIES,10888414
Hydrophilomyces atroseptatus,Hydrophilomyces atroseptatus,3440827,NA,3440827,99,EXACT,ACCEPTED,Hydrophilomyces atroseptatus,Hydrophilomyces atroseptatus T.Majewski,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydrophilomyces,Hydrophilomyces atroseptatus,SPECIES,3440827
Hydrophilomyces gracilis,Hydrophilomyces gracilis,3440835,NA,3440835,99,EXACT,ACCEPTED,Hydrophilomyces gracilis,Hydrophilomyces gracilis T.Majewski,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydrophilomyces,Hydrophilomyces gracilis,SPECIES,3440835
Hydrophilomyces hamatus,Hydrophilomyces hamatus,3440829,NA,3440829,99,EXACT,ACCEPTED,Hydrophilomyces hamatus,Hydrophilomyces hamatus T.Majewski,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Hydrophilomyces,Hydrophilomyces hamatus,SPECIES,3440829
Hydrophilus aterrimus,Hydrophilus aterrimus,5745344,NA,5745344,99,EXACT,ACCEPTED,Hydrophilus aterrimus,"Hydrophilus aterrimus Eschscholtz, 1822",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilus,Hydrophilus aterrimus,SPECIES,5745344
Hydrophilus piceus,Hydrophilus piceus,5745349,NA,5745349,99,EXACT,ACCEPTED,Hydrophilus piceus,"Hydrophilus piceus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilus,Hydrophilus piceus,SPECIES,5745349
Hydrophoria lancifer,Hydrophoria lancifer,1573577,NA,1573577,99,EXACT,ACCEPTED,Hydrophoria lancifer,"Hydrophoria lancifer (Harris, 1780)",Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hydrophoria,Hydrophoria lancifer,SPECIES,1573577
Hydrophoria linogrisea,Hydrophoria linogrisea,1573593,NA,1573593,99,EXACT,ACCEPTED,Hydrophoria linogrisea,"Hydrophoria linogrisea (Meigen, 1826)",Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hydrophoria,Hydrophoria linogrisea,SPECIES,1573593
Hydrophoria ruralis,Hydrophoria ruralis,1573555,NA,1573555,99,EXACT,ACCEPTED,Hydrophoria ruralis,"Hydrophoria ruralis (Meigen, 1826)",Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hydrophoria,Hydrophoria ruralis,SPECIES,1573555
Hydrophoria silvicola,Hydrophoria silvicola,1573575,NA,1573575,99,EXACT,ACCEPTED,Hydrophoria silvicola,"Hydrophoria silvicola (Robineau-Desvoidy, 1830)",Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hydrophoria,Hydrophoria silvicola,SPECIES,1573575
Hydrophorus albiceps,Hydrophorus albiceps,5084497,NA,5084497,99,EXACT,ACCEPTED,Hydrophorus albiceps,"Hydrophorus albiceps Frey, 1915",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus albiceps,SPECIES,5084497
Hydrophorus balticus,Hydrophorus balticus,5084490,NA,5084490,99,EXACT,ACCEPTED,Hydrophorus balticus,"Hydrophorus balticus (Meigen, 1824)",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus balticus,SPECIES,5084490
Hydrophorus bipunctatus,Hydrophorus bipunctatus,5084525,NA,5084525,99,EXACT,ACCEPTED,Hydrophorus bipunctatus,"Hydrophorus bipunctatus (Lehmann, 1822)",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus bipunctatus,SPECIES,5084525
Hydrophorus borealis,Hydrophorus borealis,5084394,NA,5084394,97,EXACT,ACCEPTED,Hydrophorus borealis,"Hydrophorus borealis Loew, 1857",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus borealis,SPECIES,5084394
Hydrophorus litoreus,Hydrophorus litoreus,5084473,NA,5084473,99,EXACT,ACCEPTED,Hydrophorus litoreus,"Hydrophorus litoreus Fallén, 1823",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus litoreus,SPECIES,5084473
Hydrophorus nebulosus,Hydrophorus nebulosus,5084445,NA,5084445,99,EXACT,ACCEPTED,Hydrophorus nebulosus,"Hydrophorus nebulosus Fallén, 1823",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus nebulosus,SPECIES,5084445
Hydrophorus oceanus,Hydrophorus oceanus,5084484,NA,5084484,99,EXACT,ACCEPTED,Hydrophorus oceanus,"Hydrophorus oceanus (Macquart, 1838)",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus oceanus,SPECIES,5084484
Hydrophorus praecox,Hydrophorus praecox,5084517,NA,5084517,99,EXACT,ACCEPTED,Hydrophorus praecox,"Hydrophorus praecox (Lehmann, 1822)",Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hydrophorus,Hydrophorus praecox,SPECIES,5084517
Hydropisphaera peziza,Hydropisphaera peziza,9183851,NA,9183851,99,EXACT,ACCEPTED,Hydropisphaera peziza,Hydropisphaera peziza (Tode) Dumort.,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Hydropisphaera,Hydropisphaera peziza,SPECIES,9183851
Hydropus subalpinus,Hydropodia subalpina,12213418,NA,12213418,99,EXACT,ACCEPTED,Hydropodia subalpina,"Hydropodia subalpina (Höhn.) Vizzini, Consiglio & M.Marchetti",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Hydropodia,Hydropodia subalpina,SPECIES,12213418
Hydroporus angustatus,Hydroporus angustatus,4470023,NA,4470023,99,EXACT,ACCEPTED,Hydroporus angustatus,"Hydroporus angustatus Sturm, 1835",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus angustatus,SPECIES,4470023
Hydroporus brevis,Hydroporus brevis,4470043,NA,4470043,99,EXACT,ACCEPTED,Hydroporus brevis,"Hydroporus brevis R.F.Sahlberg, 1834",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus brevis,SPECIES,4470043
Hydroporus discretus,Hydroporus discretus,4470033,NA,4470033,99,EXACT,ACCEPTED,Hydroporus discretus,"Hydroporus discretus Fairmaire & Brisout de Barneville, 1859",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus discretus,SPECIES,4470033
Hydroporus dorsalis,Hydroporus dorsalis,6995752,NA,6995752,99,EXACT,ACCEPTED,Hydroporus dorsalis,"Hydroporus dorsalis (Fabricius, 1787)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus dorsalis,SPECIES,6995752
Hydroporus elongatulus,Hydroporus elongatulus,4470006,NA,4470006,99,EXACT,ACCEPTED,Hydroporus elongatulus,"Hydroporus elongatulus Sturm, 1835",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus elongatulus,SPECIES,4470006
Hydroporus erythrocephalus,Hydroporus erythrocephalus,4470065,NA,4470065,99,EXACT,ACCEPTED,Hydroporus erythrocephalus,"Hydroporus erythrocephalus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus erythrocephalus,SPECIES,4470065
Hydroporus figuratus,Hydroporus figuratus,9333869,NA,9333869,99,EXACT,ACCEPTED,Hydroporus figuratus,"Hydroporus figuratus (Gyllenhal, 1826)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus figuratus,SPECIES,9333869
Hydroporus fuscipennis,Hydroporus fuscipennis,1038249,NA,1038249,99,EXACT,ACCEPTED,Hydroporus fuscipennis,"Hydroporus fuscipennis Schaum, 1868",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus fuscipennis,SPECIES,1038249
Hydroporus glabriusculus,Hydroporus glabriusculus,1038226,NA,1038226,99,EXACT,ACCEPTED,Hydroporus glabriusculus,"Hydroporus glabriusculus Aubé, 1838",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus glabriusculus,SPECIES,1038226
Hydroporus gyllenhalii,Hydroporus gyllenhalii,4470028,NA,4470028,99,EXACT,ACCEPTED,Hydroporus gyllenhalii,"Hydroporus gyllenhalii Schiödte, 1841",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus gyllenhalii,SPECIES,4470028
Hydroporus incognitus,Hydroporus incognitus,4470076,NA,4470076,99,EXACT,ACCEPTED,Hydroporus incognitus,"Hydroporus incognitus Sharp, 1869",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus incognitus,SPECIES,4470076
Hydroporus longicornis,Hydroporus longicornis,1038214,NA,1038214,99,EXACT,ACCEPTED,Hydroporus longicornis,"Hydroporus longicornis Sharp, 1871",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus longicornis,SPECIES,1038214
Hydroporus melanarius,Hydroporus melanarius,4470073,NA,4470073,99,EXACT,ACCEPTED,Hydroporus melanarius,"Hydroporus melanarius Sturm, 1835",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus melanarius,SPECIES,4470073
Hydroporus memnonius,Hydroporus memnonius,4470056,NA,4470056,99,EXACT,ACCEPTED,Hydroporus memnonius,"Hydroporus memnonius Nicolai, 1822",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus memnonius,SPECIES,4470056
Hydroporus morio,Hydroporus morio,1038224,NA,1038224,99,EXACT,ACCEPTED,Hydroporus morio,"Hydroporus morio Aubé, 1838",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporus,Hydroporus morio,SPECIES,1038224
