coarse_cell_id,NatureHa,AgricultureHa,ProductionForestHa,EligibleAreaHa,UncoveredEligibleHa,IsCandidate,ProductionForestShare,IsProductionForestCell
5582,0,3.9700000000000033,0,3.9700000000000033,0,TRUE,0,0
5583,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
5584,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
5585,0,3.7400000000000033,0,3.7400000000000033,0,TRUE,0,0
5586,0,3.7900000000000036,0,3.7900000000000036,0,TRUE,0,0
5587,1.030000000000001,1.8400000000000016,0,1.8400000000000016,0.20000000000000018,TRUE,0,0
5592,1.6600000000000015,0.040000000000000036,1.170000000000001,1.210000000000001,0,TRUE,0.9669421487603306,1
5593,0,0.7500000000000007,1.250000000000001,2.0000000000000018,0,TRUE,0.625,1
5594,0,3.8900000000000032,0,3.8900000000000032,0,TRUE,0,0
5595,2.230000000000002,1.4000000000000012,0,1.4000000000000012,0,TRUE,0,0
5873,0,2.610000000000002,0,2.610000000000002,0,TRUE,0,0
5874,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
5875,0,3.530000000000003,0,3.530000000000003,0,TRUE,0,0
5876,0,3.730000000000003,0,3.730000000000003,0,TRUE,0,0
5877,0,3.650000000000003,0,3.650000000000003,0,TRUE,0,0
5878,0,3.610000000000003,0,3.610000000000003,0,TRUE,0,0
5879,0,3.3700000000000028,0,3.3700000000000028,0,TRUE,0,0
5880,0,3.520000000000003,0,3.520000000000003,0,TRUE,0,0
5881,0.5300000000000005,2.650000000000002,0,2.650000000000002,0.1200000000000001,TRUE,0,0
5888,0,0,3.260000000000003,3.260000000000003,0,TRUE,1,1
5889,0,0.7900000000000007,0.6500000000000006,1.4400000000000013,0,TRUE,0.4513888888888889,0
5890,0.18000000000000016,1.4600000000000013,0,1.4600000000000013,0.28000000000000025,TRUE,0,0
5891,1.6700000000000015,1.150000000000001,0,1.150000000000001,0.09000000000000008,TRUE,0,0
6165,0,1.6600000000000015,0.08000000000000007,1.7400000000000015,0,TRUE,0.04597701149425287,0
6166,0,1.7200000000000015,1.040000000000001,2.7600000000000025,0,TRUE,0.37681159420289856,0
6167,0,1.6300000000000014,0.10000000000000009,1.7300000000000015,0,TRUE,0.057803468208092484,0
6168,0,3.8700000000000037,0.020000000000000018,3.8900000000000032,0,TRUE,0.0051413881748071984,0
6169,0,3.9100000000000037,0,3.9100000000000037,0,TRUE,0,0
6170,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
6171,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
6172,0,3.9900000000000038,0,3.9900000000000038,0,TRUE,0,0
6173,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
6174,0,3.9200000000000035,0,3.9200000000000035,0,TRUE,0,0
6175,0,2.8500000000000023,0,2.8500000000000023,1.010000000000001,TRUE,0,0
6183,0.18000000000000016,0,3.450000000000003,3.450000000000003,0,TRUE,1,1
6184,0,0.020000000000000018,2.6300000000000026,2.650000000000002,0,TRUE,0.9924528301886794,1
6185,0,3.1000000000000028,0.020000000000000018,3.1200000000000028,0,TRUE,0.00641025641025641,0
6186,0,3.570000000000003,0.10000000000000009,3.6700000000000035,0.1200000000000001,TRUE,0.027247956403269755,0
6187,0.3200000000000003,0.4500000000000004,2.2700000000000022,2.7200000000000024,0,TRUE,0.8345588235294118,1
6188,0.7400000000000007,2.5800000000000023,0.19000000000000017,2.7700000000000022,0,TRUE,0.06859205776173286,0
6189,0.8600000000000008,1.3200000000000012,0,1.3200000000000012,0.010000000000000009,TRUE,0,0
6461,0,2.5800000000000023,0,2.5800000000000023,0,TRUE,0,0
6462,0,3.730000000000003,0.1200000000000001,3.850000000000003,0,TRUE,0.031168831168831172,0
6463,0,3.7100000000000035,0.07000000000000006,3.7800000000000034,0,TRUE,0.018518518518518517,0
6464,0,3.9400000000000035,0,3.9400000000000035,0,TRUE,0,0
6465,0,3.770000000000003,0,3.770000000000003,0,TRUE,0,0
6466,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
6467,0,3.8300000000000036,0,3.8300000000000036,0,TRUE,0,0
6468,0,3.8700000000000037,0,3.8700000000000037,0,TRUE,0,0
6469,0,3.9000000000000035,0,3.9000000000000035,0.10000000000000009,TRUE,0,0
6470,0.9200000000000008,2.0100000000000016,0,2.0100000000000016,0.6400000000000006,TRUE,0,0
6478,0.9100000000000008,1.250000000000001,1.5900000000000014,2.8400000000000025,0,TRUE,0.5598591549295775,1
6479,0,1.130000000000001,2.8700000000000028,4.0000000000000036,0,TRUE,0.7175,1
6481,0,1.5900000000000014,0.8100000000000007,2.400000000000002,0,TRUE,0.3375,0
6482,0,2.5500000000000025,0.6500000000000006,3.200000000000003,0,TRUE,0.203125,0
6483,0,1.220000000000001,0.4600000000000004,1.6800000000000015,0,TRUE,0.27380952380952384,0
6484,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
6485,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
6486,0.10000000000000009,3.6800000000000033,0,3.6800000000000033,0,TRUE,0,0
6487,0.5700000000000005,1.5100000000000013,0,1.5100000000000013,0.1100000000000001,TRUE,0,0
6754,0,1.150000000000001,0,1.150000000000001,0,TRUE,0,0
6755,0,2.180000000000002,0,2.180000000000002,0,TRUE,0,0
6756,0,2.9800000000000026,0,2.9800000000000026,0,TRUE,0,0
6757,0,3.8200000000000034,0,3.8200000000000034,0,TRUE,0,0
6758,0,3.8800000000000034,0,3.8800000000000034,0,TRUE,0,0
6759,0,3.9400000000000035,0,3.9400000000000035,0,TRUE,0,0
6760,0,3.8300000000000036,0,3.8300000000000036,0,TRUE,0,0
6761,0,3.8400000000000034,0,3.8400000000000034,0,TRUE,0,0
6762,0,3.8300000000000036,0,3.8300000000000036,0,TRUE,0,0
6763,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
6764,0.2300000000000002,3.110000000000003,0,3.110000000000003,0.5200000000000005,TRUE,0,0
6773,1.200000000000001,2.7400000000000024,0,2.7400000000000024,0,TRUE,0,0
6774,0,3.6800000000000033,0,3.6800000000000033,0,TRUE,0,0
6776,0,1.110000000000001,0.13000000000000012,1.240000000000001,0,TRUE,0.10483870967741936,0
6777,0,1.9500000000000017,0.17000000000000015,2.120000000000002,0,TRUE,0.08018867924528301,0
6778,0,3.030000000000003,0.6200000000000006,3.650000000000003,0,TRUE,0.16986301369863016,0
6779,0,3.8700000000000037,0,3.8700000000000037,0,TRUE,0,0
6780,0,3.8400000000000034,0,3.8400000000000034,0,TRUE,0,0
6781,0,3.4700000000000033,0,3.4700000000000033,0,TRUE,0,0
7050,0,1.3100000000000012,0,1.3100000000000012,0,TRUE,0,0
7051,0,2.280000000000002,0,2.280000000000002,0,TRUE,0,0
7052,0,2.9700000000000024,0,2.9700000000000024,0,TRUE,0,0
7053,0,3.8700000000000037,0,3.8700000000000037,0,TRUE,0,0
7054,0,3.9500000000000037,0,3.9500000000000037,0,TRUE,0,0
7055,0,3.7900000000000036,0,3.7900000000000036,0,TRUE,0,0
7056,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
7057,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
7058,0,3.9500000000000037,0,3.9500000000000037,0,TRUE,0,0
7059,0.6400000000000006,2.080000000000002,0,2.080000000000002,0.2400000000000002,TRUE,0,0
7068,1.110000000000001,2.7200000000000024,0,2.7200000000000024,0,TRUE,0,0
7069,0,3.690000000000003,0,3.690000000000003,0,TRUE,0,0
7072,0,1.7500000000000016,0.8300000000000007,2.5800000000000023,0,TRUE,0.32170542635658916,0
7073,0,3.7900000000000036,0,3.7900000000000036,0,TRUE,0,0
7074,0,3.8200000000000034,0,3.8200000000000034,0,TRUE,0,0
7075,0,3.320000000000003,0,3.320000000000003,0,TRUE,0,0
7341,0.07000000000000006,1.100000000000001,0,1.100000000000001,0,TRUE,0,0
7344,0,1.4200000000000013,0,1.4200000000000013,0,TRUE,0,0
7345,0,2.4300000000000024,0,2.4300000000000024,0,TRUE,0,0
7346,0,3.3700000000000028,0,3.3700000000000028,0,TRUE,0,0
7347,0,2.340000000000002,0.8400000000000007,3.180000000000003,0,TRUE,0.2641509433962264,0
7348,0,3.500000000000003,0,3.500000000000003,0,TRUE,0,0
7349,0,3.560000000000003,0,3.560000000000003,0,TRUE,0,0
7350,0,3.4700000000000033,0,3.4700000000000033,0,TRUE,0,0
7351,0,3.8300000000000036,0,3.8300000000000036,0,TRUE,0,0
7352,0,3.9100000000000037,0,3.9100000000000037,0,TRUE,0,0
7353,0.29000000000000026,2.480000000000002,0,2.480000000000002,0.9500000000000008,TRUE,0,0
7363,0.4500000000000004,1.150000000000001,1.3400000000000012,2.490000000000002,0,TRUE,0.5381526104417671,1
7364,0,2.180000000000002,1.3800000000000012,3.560000000000003,0,TRUE,0.38764044943820225,0
7365,0,0.18000000000000016,1.3900000000000012,1.5700000000000014,0,TRUE,0.8853503184713376,1
7366,0,0,1.0000000000000009,1.0000000000000009,0,TRUE,1,1
7368,0,2.190000000000002,0,2.190000000000002,0,TRUE,0,0
7369,0,2.8200000000000025,0,2.8200000000000025,0,TRUE,0,0
7637,0,2.1300000000000017,0,2.1300000000000017,0,TRUE,0,0
7638,0,2.110000000000002,0,2.110000000000002,0,TRUE,0,0
7639,0,1.180000000000001,0,1.180000000000001,0,TRUE,0,0
7640,0,1.7800000000000016,0,1.7800000000000016,0,TRUE,0,0
7641,0,3.270000000000003,0,3.270000000000003,0,TRUE,0,0
7642,0,2.140000000000002,1.6700000000000015,3.810000000000003,0,TRUE,0.4383202099737533,0
7643,0,2.8500000000000023,0.9300000000000008,3.7800000000000034,0,TRUE,0.24603174603174602,0
7644,0,3.440000000000003,0,3.440000000000003,0,TRUE,0,0
7645,0,3.6400000000000032,0,3.6400000000000032,0,TRUE,0,0
7646,0,3.8600000000000034,0,3.8600000000000034,0,TRUE,0,0
7647,0,3.560000000000003,0,3.560000000000003,0.30000000000000027,TRUE,0,0
7658,0,0.4300000000000004,3.0100000000000025,3.440000000000003,0,TRUE,0.8749999999999999,1
7659,0,1.7000000000000015,0.7800000000000007,2.480000000000002,0,TRUE,0.31451612903225806,0
7660,0,2.8900000000000023,0.6700000000000006,3.560000000000003,0,TRUE,0.18820224719101122,0
7661,0,2.5100000000000025,0.06000000000000005,2.570000000000002,0,TRUE,0.023346303501945526,0
7933,0,1.2600000000000011,0,1.2600000000000011,0,TRUE,0,0
7934,0,2.320000000000002,0.29000000000000026,2.610000000000002,0,TRUE,0.11111111111111112,0
7935,0,3.270000000000003,0.4500000000000004,3.7200000000000033,0,TRUE,0.12096774193548387,0
7936,0.19000000000000017,3.140000000000003,0.2500000000000002,3.3900000000000032,0,TRUE,0.07374631268436578,0
7937,0.49000000000000044,3.200000000000003,0,3.200000000000003,0,TRUE,0,0
7938,0,3.6800000000000033,0.2500000000000002,3.9300000000000033,0,TRUE,0.06361323155216285,0
7939,0,3.530000000000003,0,3.530000000000003,0,TRUE,0,0
7940,0.09000000000000008,2.6000000000000023,0,2.6000000000000023,1.160000000000001,TRUE,0,0
7941,0.030000000000000027,2.0000000000000018,0,2.0000000000000018,1.7800000000000016,TRUE,0,0
7942,0.17000000000000015,1.3900000000000012,0,1.3900000000000012,0.6200000000000006,TRUE,0,0
7952,1.6000000000000014,2.2100000000000017,0,2.2100000000000017,0,TRUE,0,0
7953,0,3.770000000000003,0.1200000000000001,3.8900000000000032,0,TRUE,0.03084832904884319,0
7954,0,3.480000000000003,0,3.480000000000003,0,TRUE,0,0
7955,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
7956,0.2500000000000002,2.020000000000002,0.37000000000000033,2.3900000000000023,0,TRUE,0.15481171548117154,0
8224,0,2.360000000000002,0,2.360000000000002,0,TRUE,0,0
8225,0,1.8700000000000017,0,1.8700000000000017,0,TRUE,0,0
8226,0,3.0600000000000027,0,3.0600000000000027,0,TRUE,0,0
8227,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
8228,0,3.1000000000000028,0,3.1000000000000028,0,TRUE,0,0
8229,0,1.5700000000000014,0.6100000000000005,2.180000000000002,0,TRUE,0.2798165137614679,0
8230,0.050000000000000044,2.4300000000000024,0.49000000000000044,2.9200000000000026,0,TRUE,0.1678082191780822,0
8231,1.6600000000000015,1.9900000000000018,0,1.9900000000000018,0,TRUE,0,0
8232,0,3.7200000000000033,0,3.7200000000000033,0,TRUE,0,0
8233,0,3.620000000000003,0,3.620000000000003,0,TRUE,0,0
8234,0.10000000000000009,3.6600000000000033,0,3.6600000000000033,0,TRUE,0,0
8246,2.030000000000002,1.8400000000000016,0,1.8400000000000016,0,TRUE,0,0
8247,0.030000000000000027,3.8900000000000032,0,3.8900000000000032,0,TRUE,0,0
8248,0,3.8000000000000034,0,3.8000000000000034,0,TRUE,0,0
8249,0,2.610000000000002,0.030000000000000027,2.6400000000000023,0,TRUE,0.011363636363636364,0
8250,0.2100000000000002,2.8300000000000027,0.1100000000000001,2.9400000000000026,0,TRUE,0.03741496598639456,0
8251,0,2.1700000000000017,0.08000000000000007,2.2500000000000018,0,TRUE,0.03555555555555556,0
8518,0,1.020000000000001,0,1.020000000000001,0,TRUE,0,0
8519,0,3.7100000000000035,0,3.7100000000000035,0,TRUE,0,0
8520,0,3.580000000000003,0,3.580000000000003,0,TRUE,0,0
8521,0,1.8200000000000016,0,1.8200000000000016,0,TRUE,0,0
8522,0,2.060000000000002,0,2.060000000000002,0,TRUE,0,0
8523,0,3.1300000000000026,0,3.1300000000000026,0,TRUE,0,0
8524,0.7300000000000006,1.5300000000000014,0.3400000000000003,1.8700000000000017,0,TRUE,0.18181818181818182,0
8525,0.6700000000000006,2.7500000000000027,0.020000000000000018,2.7700000000000022,0,TRUE,0.007220216606498195,0
8526,0,3.1700000000000026,0,3.1700000000000026,0,TRUE,0,0
8527,0,3.410000000000003,0,3.410000000000003,0.10000000000000009,TRUE,0,0
8528,0.020000000000000018,3.200000000000003,0,3.200000000000003,0.7500000000000007,TRUE,0,0
8540,2.150000000000002,1.7000000000000015,0,1.7000000000000015,0,TRUE,0,0
8541,0,3.8000000000000034,0,3.8000000000000034,0,TRUE,0,0
8542,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
8543,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
8544,0.3200000000000003,3.200000000000003,0.1200000000000001,3.320000000000003,0,TRUE,0.03614457831325301,0
8813,0,3.280000000000003,0,3.280000000000003,0,TRUE,0,0
8814,0,1.230000000000001,0,1.230000000000001,0,TRUE,0,0
8815,0,2.730000000000002,0,2.730000000000002,0,TRUE,0,0
8816,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
8817,0,3.6600000000000033,0,3.6600000000000033,0,TRUE,0,0
8818,0,3.280000000000003,0,3.280000000000003,0,TRUE,0,0
8819,0.3100000000000003,2.5200000000000022,0.6000000000000005,3.1200000000000028,0,TRUE,0.19230769230769232,0
8820,0.40000000000000036,3.3900000000000032,0,3.3900000000000032,0,TRUE,0,0
8821,0,3.8800000000000034,0,3.8800000000000034,0,TRUE,0,0
8822,0.2100000000000002,1.9600000000000017,0,1.9600000000000017,1.2600000000000011,TRUE,0,0
8834,0.28000000000000025,2.9300000000000024,0.37000000000000033,3.300000000000003,0,TRUE,0.11212121212121212,0
8835,0.10000000000000009,3.5900000000000034,0.06000000000000005,3.650000000000003,0,TRUE,0.016438356164383564,0
8836,0,3.8200000000000034,0,3.8200000000000034,0,TRUE,0,0
8837,0,3.7600000000000033,0,3.7600000000000033,0,TRUE,0,0
8838,0,3.650000000000003,0,3.650000000000003,0,TRUE,0,0
8839,0.7100000000000006,2.4700000000000024,0.10000000000000009,2.570000000000002,0,TRUE,0.038910505836575876,0
9107,0,2.200000000000002,0,2.200000000000002,0,TRUE,0,0
9108,0,3.7500000000000036,0,3.7500000000000036,0,TRUE,0,0
9109,0,2.0500000000000016,0,2.0500000000000016,0,TRUE,0,0
9110,0,2.100000000000002,0,2.100000000000002,0,TRUE,0,0
9111,0,3.3300000000000027,0,3.3300000000000027,0,TRUE,0,0
9112,0,2.610000000000002,0,2.610000000000002,0,TRUE,0,0
9113,0,2.8800000000000026,0,2.8800000000000026,0,TRUE,0,0
9114,0,3.5900000000000034,0.20000000000000018,3.7900000000000036,0,TRUE,0.05277044854881266,0
9115,0,3.7600000000000033,0,3.7600000000000033,0,TRUE,0,0
9116,0,3.9800000000000035,0,3.9800000000000035,0,TRUE,0,0
9129,0,3.850000000000003,0,3.850000000000003,0,TRUE,0,0
9130,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
9131,0,3.7200000000000033,0,3.7200000000000033,0,TRUE,0,0
9132,0,3.500000000000003,0.050000000000000044,3.5500000000000034,0,TRUE,0.01408450704225352,0
9133,0.3100000000000003,2.8500000000000023,0.38000000000000034,3.230000000000003,0,TRUE,0.11764705882352941,0
9402,0,2.160000000000002,0,2.160000000000002,0,TRUE,0,0
9404,0,3.3700000000000028,0,3.3700000000000028,0,TRUE,0,0
9405,0,3.0600000000000027,0,3.0600000000000027,0,TRUE,0,0
9407,0,2.910000000000003,0.16000000000000014,3.070000000000003,0,TRUE,0.052117263843648204,0
9408,0.3500000000000003,2.500000000000002,0.14000000000000012,2.6400000000000023,0,TRUE,0.05303030303030303,0
9409,0.8400000000000007,2.6300000000000026,0,2.6300000000000026,0.06000000000000005,TRUE,0,0
9410,0.29000000000000026,3.3300000000000027,0,3.3300000000000027,0.19000000000000017,TRUE,0,0
9411,0.030000000000000027,3.3900000000000032,0,3.3900000000000032,0.5100000000000005,TRUE,0,0
9423,1.2800000000000011,2.6000000000000023,0,2.6000000000000023,0,TRUE,0,0
9424,0,3.850000000000003,0,3.850000000000003,0,TRUE,0,0
9425,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
9426,0.4400000000000004,3.320000000000003,0,3.320000000000003,0,TRUE,0,0
9427,0.010000000000000009,2.8700000000000028,0.7800000000000007,3.650000000000003,0,TRUE,0.2136986301369863,0
9699,0,3.530000000000003,0,3.530000000000003,0,TRUE,0,0
9700,0,3.7000000000000033,0,3.7000000000000033,0,TRUE,0,0
9701,0,2.5400000000000023,0.08000000000000007,2.6200000000000023,0,TRUE,0.030534351145038167,0
9702,0,1.060000000000001,2.2700000000000022,3.3300000000000027,0,TRUE,0.6816816816816818,1
9703,0.10000000000000009,3.1700000000000026,0.2500000000000002,3.420000000000003,0,TRUE,0.07309941520467836,0
9717,0.7400000000000007,3.190000000000003,0,3.190000000000003,0,TRUE,0,0
9718,0,3.8700000000000037,0,3.8700000000000037,0,TRUE,0,0
9719,1.250000000000001,2.360000000000002,0.06000000000000005,2.420000000000002,0,TRUE,0.024793388429752067,0
9720,2.190000000000002,1.230000000000001,0.14000000000000012,1.3700000000000012,0,TRUE,0.10218978102189781,0
9992,0,1.3700000000000012,0,1.3700000000000012,0,TRUE,0,0
9993,0,3.1700000000000026,0,3.1700000000000026,0,TRUE,0,0
9994,0,3.9100000000000037,0,3.9100000000000037,0,TRUE,0,0
9995,0,3.770000000000003,0,3.770000000000003,0,TRUE,0,0
9996,0,2.7200000000000024,0.7400000000000007,3.460000000000003,0,TRUE,0.2138728323699422,0
9997,0,0.4600000000000004,2.420000000000002,2.8800000000000026,0,TRUE,0.8402777777777778,1
9998,0,2.8900000000000023,0.4500000000000004,3.340000000000003,0,TRUE,0.1347305389221557,0
