coarse_cell_id,NatureHa,AgricultureHa,ProductionForestHa,EligibleAreaHa,UncoveredEligibleHa,IsCandidate,ProductionForestShare,IsProductionForestCell
2635,0,1.060000000000001,0,1.060000000000001,0,TRUE,0,0
2926,0,1.6100000000000014,0,1.6100000000000014,0,TRUE,0,0
2927,0,1.7700000000000016,0.27000000000000024,2.040000000000002,0,TRUE,0.1323529411764706,0
2928,0,3.440000000000003,0.09000000000000008,3.530000000000003,0,TRUE,0.0254957507082153,0
2929,0,3.8300000000000036,0,3.8300000000000036,0,TRUE,0,0
2930,0,3.9900000000000038,0,3.9900000000000038,0,TRUE,0,0
2931,0,3.9200000000000035,0,3.9200000000000035,0,TRUE,0,0
2932,0,1.160000000000001,0.5000000000000004,1.6600000000000015,0,TRUE,0.30120481927710846,0
3220,0,3.9500000000000037,0,3.9500000000000037,0,TRUE,0,0
3221,0,3.9400000000000035,0,3.9400000000000035,0,TRUE,0,0
3222,0,2.4700000000000024,0.5800000000000005,3.0500000000000025,0,TRUE,0.19016393442622953,0
3223,0,3.2900000000000027,0.40000000000000036,3.690000000000003,0,TRUE,0.10840108401084012,0
3224,0,3.730000000000003,0,3.730000000000003,0,TRUE,0,0
3225,0,2.7000000000000024,1.070000000000001,3.770000000000003,0,TRUE,0.2838196286472149,0
3226,0,3.9900000000000038,0,3.9900000000000038,0,TRUE,0,0
3227,0,2.990000000000003,0.4800000000000004,3.4700000000000033,0,TRUE,0.13832853025936598,0
3228,0,2.7500000000000027,0,2.7500000000000027,0,TRUE,0,0
3514,0,2.9600000000000026,0,2.9600000000000026,0,TRUE,0,0
3515,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
3516,0,3.9400000000000035,0,3.9400000000000035,0,TRUE,0,0
3517,0,2.490000000000002,0.7200000000000006,3.2100000000000026,0,TRUE,0.22429906542056077,0
3518,0,2.9300000000000024,0.8000000000000007,3.730000000000003,0,TRUE,0.21447721179624665,0
3519,0,3.380000000000003,0,3.380000000000003,0,TRUE,0,0
3520,0,2.500000000000002,1.030000000000001,3.530000000000003,0,TRUE,0.2917847025495751,0
3521,0,3.650000000000003,0,3.650000000000003,0,TRUE,0,0
3522,0,3.1300000000000026,0,3.1300000000000026,0,TRUE,0,0
3523,0,3.7000000000000033,0,3.7000000000000033,0,TRUE,0,0
3524,0,3.1700000000000026,0,3.1700000000000026,0,TRUE,0,0
3809,0,3.320000000000003,0,3.320000000000003,0,TRUE,0,0
3810,0,3.6600000000000033,0,3.6600000000000033,0,TRUE,0,0
3811,0,3.4300000000000033,0,3.4300000000000033,0,TRUE,0,0
3812,0,3.180000000000003,0.29000000000000026,3.4700000000000033,0,TRUE,0.08357348703170028,0
3813,0,3.540000000000003,0.040000000000000036,3.580000000000003,0,TRUE,0.0111731843575419,0
3814,0,3.600000000000003,0,3.600000000000003,0,TRUE,0,0
3815,0,3.9700000000000033,0,3.9700000000000033,0,TRUE,0,0
3816,0,3.8000000000000034,0,3.8000000000000034,0,TRUE,0,0
3817,0,3.9800000000000035,0,3.9800000000000035,0,TRUE,0,0
3818,0,3.8400000000000034,0,3.8400000000000034,0,TRUE,0,0
3819,0,3.300000000000003,0,3.300000000000003,0,TRUE,0,0
3821,0,2.180000000000002,0,2.180000000000002,0,TRUE,0,0
4103,0.09000000000000008,0,1.6000000000000014,1.6000000000000014,0,TRUE,1,1
4104,0,2.460000000000002,0.050000000000000044,2.5100000000000025,0,TRUE,0.0199203187250996,0
4105,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4106,0,3.7500000000000036,0,3.7500000000000036,0,TRUE,0,0
4107,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4108,0,3.7400000000000033,0,3.7400000000000033,0,TRUE,0,0
4109,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
4110,0,3.9700000000000033,0,3.9700000000000033,0,TRUE,0,0
4111,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4112,0,3.9200000000000035,0,3.9200000000000035,0,TRUE,0,0
4113,0,3.9300000000000033,0,3.9300000000000033,0,TRUE,0,0
4114,0,2.0000000000000018,0,2.0000000000000018,0,TRUE,0,0
4398,0,0.2400000000000002,2.2500000000000018,2.490000000000002,0,TRUE,0.9036144578313253,1
4399,0,2.380000000000002,1.060000000000001,3.440000000000003,0,TRUE,0.3081395348837209,0
4400,0,3.8600000000000034,0,3.8600000000000034,0,TRUE,0,0
4401,0,3.7400000000000033,0,3.7400000000000033,0,TRUE,0,0
4402,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
4403,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4404,0,3.9700000000000033,0,3.9700000000000033,0,TRUE,0,0
4405,0,3.9800000000000035,0,3.9800000000000035,0,TRUE,0,0
4406,0,3.7200000000000033,0,3.7200000000000033,0,TRUE,0,0
4407,0,3.3900000000000032,0,3.3900000000000032,0,TRUE,0,0
4408,0,3.2100000000000026,0,3.2100000000000026,0,TRUE,0,0
4409,0,2.0000000000000018,0,2.0000000000000018,0,TRUE,0,0
4693,0,2.260000000000002,0,2.260000000000002,0,TRUE,0,0
4694,0,3.6300000000000034,0,3.6300000000000034,0,TRUE,0,0
4695,0,3.9100000000000037,0,3.9100000000000037,0,TRUE,0,0
4696,0,3.7100000000000035,0,3.7100000000000035,0,TRUE,0,0
4697,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
4698,0,3.6600000000000033,0,3.6600000000000033,0,TRUE,0,0
4699,0,3.6400000000000032,0,3.6400000000000032,0,TRUE,0,0
4700,0,3.540000000000003,0,3.540000000000003,0,TRUE,0,0
4701,0,3.8400000000000034,0,3.8400000000000034,0,TRUE,0,0
4702,0,3.8200000000000034,0,3.8200000000000034,0,TRUE,0,0
4703,0,3.7900000000000036,0,3.7900000000000036,0.16000000000000014,TRUE,0,0
4704,0.1200000000000001,1.6100000000000014,0,1.6100000000000014,0.27000000000000024,TRUE,0,0
4988,0,3.450000000000003,0,3.450000000000003,0,TRUE,0,0
4989,0,3.520000000000003,0,3.520000000000003,0,TRUE,0,0
4990,0,3.200000000000003,0.3600000000000003,3.560000000000003,0,TRUE,0.10112359550561797,0
4991,0,2.950000000000003,0.5500000000000005,3.500000000000003,0,TRUE,0.15714285714285714,0
4992,0,2.7400000000000024,0.9800000000000009,3.7200000000000033,0,TRUE,0.26344086021505375,0
4993,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4994,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
4995,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
4996,0,3.9700000000000033,0,3.9700000000000033,0,TRUE,0,0
4997,0,3.7800000000000034,0,3.7800000000000034,0,TRUE,0,0
4998,0.1200000000000001,1.8400000000000016,0,1.8400000000000016,1.8300000000000016,TRUE,0,0
5282,0,0.19000000000000017,1.5200000000000014,1.7100000000000015,0,TRUE,0.8888888888888888,1
5283,0,1.200000000000001,1.9700000000000017,3.1700000000000026,0,TRUE,0.6214511041009464,1
5284,0,3.6600000000000033,0,3.6600000000000033,0,TRUE,0,0
5285,0,3.540000000000003,0,3.540000000000003,0,TRUE,0,0
5286,0,3.9400000000000035,0,3.9400000000000035,0,TRUE,0,0
5287,0,3.6800000000000033,0.2100000000000002,3.8900000000000032,0,TRUE,0.053984575835475584,0
5288,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
5289,0,4.0000000000000036,0,4.0000000000000036,0,TRUE,0,0
5290,0,3.9100000000000037,0,3.9100000000000037,0,TRUE,0,0
5291,0,3.7200000000000033,0,3.7200000000000033,0,TRUE,0,0
5292,0.040000000000000036,2.7800000000000025,0,2.7800000000000025,0.9500000000000008,TRUE,0,0
5298,0.5700000000000005,3.0500000000000025,0,3.0500000000000025,0,TRUE,0,0
5299,1.220000000000001,2.7800000000000025,0,2.7800000000000025,0,TRUE,0,0
5578,0,0.9900000000000009,1.3900000000000012,2.380000000000002,0,TRUE,0.5840336134453782,1
5579,0,3.8000000000000034,0,3.8000000000000034,0,TRUE,0,0
5580,0,3.850000000000003,0,3.850000000000003,0,TRUE,0,0
5581,0,3.9000000000000035,0,3.9000000000000035,0,TRUE,0,0
