candidate_path,exists,selected
Optimization/gudenaa_new_area_200m_30pct_existing_adjacency/coarse_biodiversity_benefits.rds,FALSE,FALSE
Optimization/gudenaa_new_area_200m_30pct/coarse_biodiversity_benefits.rds,TRUE,TRUE
