network_name,potential_component,PotentialCertificateAreaHa,ComponentMaxAreaHa,candidate_cells,existing_patches,RequiredAreaHa,CanAnchor,PassesPotentialArea,FeasiblePotentialComponent
Global,1,2912.0700000000024,2912.0700000000024,732,87,5000,TRUE,FALSE,FALSE
Global,2,2.180000000000002,2.180000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,3,1209.1100000000008,1209.1100000000008,288,46,5000,TRUE,FALSE,FALSE
Global,4,4.240000000000004,4.240000000000004,2,0,5000,FALSE,FALSE,FALSE
Global,5,2.140000000000002,2.140000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,6,1714.0000000000014,1714.0000000000014,426,12,5000,TRUE,FALSE,FALSE
Global,7,5.850000000000005,5.850000000000005,2,0,5000,FALSE,FALSE,FALSE
Global,8,57.990000000000045,57.990000000000045,15,1,5000,TRUE,FALSE,FALSE
Global,9,2.2700000000000022,2.2700000000000022,1,0,5000,FALSE,FALSE,FALSE
Global,10,2.280000000000002,2.280000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,11,3.0800000000000023,3.0800000000000023,1,2,5000,TRUE,FALSE,FALSE
Global,12,731.4600000000005,731.4600000000005,184,17,5000,TRUE,FALSE,FALSE
Global,13,76.55000000000004,76.55000000000004,15,3,5000,TRUE,FALSE,FALSE
Global,14,25.250000000000007,25.250000000000007,3,6,5000,TRUE,FALSE,FALSE
Global,15,461.4600000000003,461.4600000000003,107,25,5000,TRUE,FALSE,FALSE
Global,16,14.200000000000012,14.200000000000012,5,1,5000,TRUE,FALSE,FALSE
Global,17,7.160000000000006,7.160000000000006,2,0,5000,FALSE,FALSE,FALSE
Global,18,98.86000000000004,98.86000000000004,17,4,5000,TRUE,FALSE,FALSE
Global,19,6.010000000000005,6.010000000000005,2,0,5000,FALSE,FALSE,FALSE
Global,20,1251.4300000000007,1251.4300000000007,248,86,5000,TRUE,FALSE,FALSE
Global,21,3.6400000000000032,3.6400000000000032,1,0,5000,FALSE,FALSE,FALSE
Global,22,9.140000000000008,9.140000000000008,3,0,5000,FALSE,FALSE,FALSE
Global,23,6.190000000000004,6.190000000000004,2,1,5000,TRUE,FALSE,FALSE
Global,24,3.070000000000003,3.070000000000003,1,0,5000,FALSE,FALSE,FALSE
Global,25,34.120000000000005,34.120000000000005,2,3,5000,TRUE,FALSE,FALSE
Global,26,9.000000000000009,9.000000000000009,4,0,5000,FALSE,FALSE,FALSE
Global,27,1977.7500000000014,1977.7500000000014,474,105,5000,TRUE,FALSE,FALSE
Global,28,2.710000000000002,2.710000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,29,2.440000000000002,2.440000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,30,15.080000000000004,15.080000000000004,2,2,5000,TRUE,FALSE,FALSE
Global,31,60.82000000000003,60.82000000000003,12,7,5000,TRUE,FALSE,FALSE
Global,32,27.660000000000025,27.660000000000025,9,0,5000,FALSE,FALSE,FALSE
Global,33,2.240000000000002,2.240000000000002,1,2,5000,TRUE,FALSE,FALSE
Global,34,2.4700000000000024,2.4700000000000024,1,0,5000,FALSE,FALSE,FALSE
Global,35,4.630000000000003,4.630000000000003,1,6,5000,TRUE,FALSE,FALSE
Global,36,14.220000000000002,14.220000000000002,1,6,5000,TRUE,FALSE,FALSE
Global,37,14.730000000000006,14.730000000000006,3,2,5000,TRUE,FALSE,FALSE
Global,38,4.4600000000000035,4.4600000000000035,2,3,5000,TRUE,FALSE,FALSE
Global,39,25.44000000000002,25.44000000000002,9,1,5000,TRUE,FALSE,FALSE
Global,40,2373.960000000002,2373.960000000002,611,201,5000,TRUE,FALSE,FALSE
Global,41,32.46000000000002,32.46000000000002,10,12,5000,TRUE,FALSE,FALSE
Global,42,3.770000000000003,3.770000000000003,1,0,5000,FALSE,FALSE,FALSE
Global,43,39.630000000000024,39.630000000000024,10,4,5000,TRUE,FALSE,FALSE
Global,44,2.960000000000002,2.960000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,45,5.940000000000004,5.940000000000004,2,1,5000,TRUE,FALSE,FALSE
Global,46,7.060000000000006,7.060000000000006,3,0,5000,FALSE,FALSE,FALSE
Global,47,13.520000000000012,13.520000000000012,4,0,5000,FALSE,FALSE,FALSE
Global,48,2.370000000000002,2.370000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,49,2.570000000000002,2.570000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,50,12.660000000000004,12.660000000000004,2,6,5000,TRUE,FALSE,FALSE
Global,51,2.3100000000000023,2.3100000000000023,1,0,5000,FALSE,FALSE,FALSE
Global,52,15.580000000000005,15.580000000000005,2,1,5000,TRUE,FALSE,FALSE
Global,53,18.130000000000017,18.130000000000017,6,0,5000,FALSE,FALSE,FALSE
Global,54,3.3700000000000028,3.3700000000000028,1,0,5000,FALSE,FALSE,FALSE
Global,55,2.2500000000000018,2.2500000000000018,1,0,5000,FALSE,FALSE,FALSE
Global,56,2.060000000000002,2.060000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,57,23.80000000000002,23.80000000000002,8,0,5000,FALSE,FALSE,FALSE
Global,58,31.900000000000023,31.900000000000023,9,4,5000,TRUE,FALSE,FALSE
Global,59,2.370000000000002,2.370000000000002,1,0,5000,FALSE,FALSE,FALSE
Global,60,7.7800000000000065,7.7800000000000065,3,0,5000,FALSE,FALSE,FALSE
Global,61,79.60000000000005,79.60000000000005,19,20,5000,TRUE,FALSE,FALSE
Global,62,88.57000000000006,88.57000000000006,25,21,5000,TRUE,FALSE,FALSE
Global,63,6.440000000000005,6.440000000000005,2,6,5000,TRUE,FALSE,FALSE
Global,64,12.890000000000004,12.890000000000004,2,5,5000,TRUE,FALSE,FALSE
Global,65,7.540000000000002,7.540000000000002,1,1,5000,TRUE,FALSE,FALSE
Global,66,9.400000000000002,9.400000000000002,1,1,5000,TRUE,FALSE,FALSE
Global,67,5.350000000000005,5.350000000000005,2,0,5000,FALSE,FALSE,FALSE
Global,68,6.290000000000002,6.290000000000002,1,2,5000,TRUE,FALSE,FALSE
Global,69,2.8100000000000023,2.8100000000000023,1,0,5000,FALSE,FALSE,FALSE
Global,70,41.070000000000036,41.070000000000036,13,1,5000,TRUE,FALSE,FALSE
Global,71,11.200000000000001,11.200000000000001,1,1,5000,TRUE,FALSE,FALSE
Global,72,306.5300000000002,306.5300000000002,70,22,5000,TRUE,FALSE,FALSE
Global,73,8.120000000000005,8.120000000000005,2,1,5000,TRUE,FALSE,FALSE
Global,74,46.69000000000003,46.69000000000003,14,19,5000,TRUE,FALSE,FALSE
Global,75,168.1200000000001,168.1200000000001,34,31,5000,TRUE,FALSE,FALSE
Global,76,11.080000000000004,11.080000000000004,2,1,5000,TRUE,FALSE,FALSE
Global,77,21.730000000000004,21.730000000000004,2,2,5000,TRUE,FALSE,FALSE
Global,78,27.730000000000008,27.730000000000008,3,1,5000,TRUE,FALSE,FALSE
Global,79,10.430000000000003,10.430000000000003,1,3,5000,TRUE,FALSE,FALSE
Global,80,28.61000000000001,28.61000000000001,4,2,5000,TRUE,FALSE,FALSE
Global,81,29.66000000000002,29.66000000000002,8,5,5000,TRUE,FALSE,FALSE
Global,82,322.7700000000002,322.7700000000002,72,50,5000,TRUE,FALSE,FALSE
Global,83,14.50000000000001,14.50000000000001,4,3,5000,TRUE,FALSE,FALSE
Global,84,12.150000000000004,12.150000000000004,2,5,5000,TRUE,FALSE,FALSE
Global,85,3.0200000000000027,3.0200000000000027,1,0,5000,FALSE,FALSE,FALSE
Global,86,107.72000000000007,107.72000000000007,27,21,5000,TRUE,FALSE,FALSE
Global,87,3.8700000000000023,3.8700000000000023,1,1,5000,TRUE,FALSE,FALSE
Global,88,24.500000000000004,24.500000000000004,2,4,5000,TRUE,FALSE,FALSE
Global,89,3.130000000000002,3.130000000000002,1,1,5000,TRUE,FALSE,FALSE
Global,90,2.1300000000000017,2.1300000000000017,1,0,5000,FALSE,FALSE,FALSE
Global,91,13.340000000000003,13.340000000000003,2,1,5000,TRUE,FALSE,FALSE
Global,92,10.62000000000001,10.62000000000001,4,0,5000,FALSE,FALSE,FALSE
Global,93,29.260000000000023,29.260000000000023,9,3,5000,TRUE,FALSE,FALSE
Global,94,213.77000000000012,213.77000000000012,46,13,5000,TRUE,FALSE,FALSE
Global,95,2.1700000000000017,2.1700000000000017,1,0,5000,FALSE,FALSE,FALSE
Global,96,4.700000000000001,4.700000000000001,1,13,5000,TRUE,FALSE,FALSE
Global,97,35.89000000000002,35.89000000000002,9,6,5000,TRUE,FALSE,FALSE
Global,98,3.070000000000003,3.070000000000003,1,0,5000,FALSE,FALSE,FALSE
